winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,3566,3512,3514,3523,3539,3638,3734,4132,4788,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
1993,2226,2046,2051,2106,2168,2299,2435,2689,3871,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
1994,2040,2035,2035,2035,2035,2065,2113,2297,2711,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
1995,3026,3006,3006,3010,3015,3060,3089,3257,3350,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
1996,4871,4862,4862,4863,4867,4879,4890,4923,5007,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
1997,2246,2240,2240,2241,2244,2259,2281,2395,2537,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
1998,2212,2200,2200,2201,2206,2217,2228,2300,2346,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
1999,2702,2682,2682,2684,2689,2724,2795,2919,4573,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2000,3962,3946,3946,3946,3952,3974,4031,4245,4544,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2001,2325,2325,2325,2325,2325,2325,2325,2325,2330,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2002,4381,4381,4381,4381,4381,4381,4381,4381,4381,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2003,4708,4700,4700,4700,4700,4741,4776,4908,5809,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2004,2748,2748,2748,2748,2748,2748,2748,2748,2748,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2005,2749,2749,2749,2749,2749,2749,2795,2843,3087,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2006,2658,2551,2554,2569,2612,2753,2878,3218,4148,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2007,3068,2966,2975,2995,3032,3123,3250,3470,4195,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2008,2774,2774,2774,2774,2774,2774,2776,2828,3688,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2009,3005,3005,3005,3005,3005,3005,3005,3005,3005,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2010,2712,2712,2712,2712,2712,2712,2719,2811,2874,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2011,2170,2130,2131,2139,2147,2196,2244,2345,2660,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2012,1732,1732,1732,1732,1732,1732,1734,1754,1796,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2013,1888,1888,1888,1888,1888,1888,1888,1888,1888,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2014,2102,2102,2102,2102,2102,2102,2102,2102,2102,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2015,1681,1681,1681,1681,1681,1681,1681,1681,1681,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2016,2531,2531,2531,2531,2531,2531,2531,2531,2531,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2017,2199,2199,2199,2199,2199,2199,2199,3643,9001,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2018,2899,2899,2899,2899,2899,2899,2899,2899,2899,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2019,1888,1888,1888,1888,1888,1888,1888,1897,1929,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2020,1856,1856,1856,1856,1856,1856,1856,1856,1856,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2021,3896,3896,3896,3896,3896,3896,3896,3907,3986,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2022,2263,2263,2263,2263,2263,2263,2263,2263,2263,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2023,3457,3457,3457,3457,3457,3457,3458,3544,3833,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
2024,6719,6719,6719,6719,6719,6719,6719,6744,6828,bf62ea7cf7c4459ccddd68b9f47388d27fe4cae2
