winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,32,32,32,32,32,32,32,35,40,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
1993,20,20,20,20,20,20,20,21.05,25,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
1994,26,26,26,26,26,26,26,26,26,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
1995,37,37,37,37,37,37,37,37,37,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
1996,61,61,61,61,61,61,61,61,61,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
1997,75,75,75,75,75,75,75,75,75,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
1998,54,54,54,54,54,54,54,54,54,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
1999,101,101,101,101,101,101,101,101,101,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2000,62,62,62,62,62,62,62,62,62,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2001,53,52,52,52,52,54,57.2,60.1,73,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2002,70,70,70,70,70,70,70,70,70,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2003,83,83,83,83,83,83,83,83,83,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2004,58,58,58,58,58,58,58,58,58,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2005,77,77,77,77,77,77,77,77,77,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2006,112,112,112,112,112,112,112,112,112,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2007,46,46,46,46,46,46,47,49.05,55,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2008,57,57,57,57,57,57,57,57,57,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2009,55,55,55,55,55,55,55,57,59,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2010,66,66,66,66,66,66,66,66,66,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2011,45,45,45,45,45,45,49.2,73.05,99,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2012,52,48,48,49,51,56,61,78.05,86,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2013,30,23,24.95,26,28,32,35.2,45.05,57,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2014,35.5,30,30,30,32,40,45.6,59.1,105,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2015,34,24,24,24,27.65,40,48.2,70.6,90,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2016,33.5,15,18.95,24,29,41.35,51,68.4,115,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2017,33.5,8,14,21,25.65,38,41.2,55.15,89,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2018,19,19,19,19,19,19,19,19,19,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2019,16,16,16,16,16,16,16,16,16,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2020,23,23,23,23,23,23,23,23,23,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2021,10,10,10,10,10,10,10,10,10,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2022,10,10,10,10,10,10,10,10,10,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2023,16,16,16,16,16,16,16,16,16,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
2024,13,13,13,13,13,13,13,13,13,dcbcc56194eaec386fc09f88ef7a39d87f3b7197
