analysis,centre_winter,duration,estimate,se,lcl,ucl
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2002,5,1.447,0.2246,1.007,1.888
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2003,5,1.605,0.169,1.274,1.937
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2004,5,1.687,0.1518,1.39,1.985
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2005,5,1.694,0.1493,1.402,1.987
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2006,5,1.741,0.1427,1.461,2.02
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2007,5,1.829,0.1373,1.559,2.098
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2008,5,1.819,0.1382,1.548,2.09
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2009,5,1.834,0.1414,1.557,2.111
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2010,5,1.721,0.1429,1.441,2.001
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2011,5,1.5,0.1556,1.196,1.805
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2012,5,1.314,0.1699,0.9813,1.647
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2013,5,1.107,0.1858,0.7424,1.471
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2014,5,0.8785,0.2023,0.4821,1.275
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2015,5,0.6839,0.2136,0.2651,1.103
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2016,5,0.5869,0.2074,0.1804,0.9934
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2017,5,0.5254,0.2054,0.1227,0.928
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2018,5,0.5843,0.1861,0.2195,0.9491
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2019,5,0.6329,0.175,0.2899,0.9759
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2020,5,0.7278,0.1624,0.4096,1.046
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2021,5,0.8114,0.16,0.4978,1.125
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2022,5,0.7885,0.1707,0.454,1.123
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2004.5,10,1.638,0.1327,1.378,1.898
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2005.5,10,1.712,0.1124,1.492,1.933
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2006.5,10,1.76,0.1072,1.55,1.971
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2007.5,10,1.708,0.1056,1.501,1.915
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2008.5,10,1.621,0.1099,1.405,1.836
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2009.5,10,1.571,0.1118,1.352,1.791
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2010.5,10,1.463,0.1187,1.23,1.696
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2011.5,10,1.356,0.1242,1.113,1.6
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2012.5,10,1.203,0.1326,0.9428,1.462
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2013.5,10,1.044,0.143,0.7634,1.324
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2014.5,10,0.9198,0.1488,0.6283,1.211
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2015.5,10,0.8454,0.1466,0.5582,1.133
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2016.5,10,0.7557,0.1484,0.4648,1.047
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2017.5,10,0.7058,0.145,0.4216,0.9901
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2018.5,10,0.6992,0.1358,0.4329,0.9654
13e525e5f3379d6dfb8d2f8f05dd088f7b2acfab,2019.5,10,0.657,0.1377,0.387,0.927
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2002,5,2.677,0.2609,2.166,3.189
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2003,5,2.674,0.2176,2.248,3.101
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2004,5,2.617,0.21,2.205,3.028
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2005,5,2.476,0.2283,2.028,2.923
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2006,5,2.44,0.2201,2.008,2.871
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2007,5,2.465,0.2031,2.067,2.863
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2008,5,2.498,0.1965,2.113,2.883
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2009,5,2.576,0.1957,2.193,2.96
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2010,5,2.561,0.197,2.175,2.947
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2011,5,2.462,0.1974,2.075,2.849
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2012,5,2.348,0.2034,1.949,2.746
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2013,5,2.175,0.2177,1.749,2.602
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2014,5,1.943,0.2527,1.448,2.438
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2015,5,1.762,0.2833,1.207,2.318
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2016,5,1.652,0.2944,1.075,2.229
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2017,5,1.603,0.2915,1.032,2.174
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2018,5,1.627,0.2649,1.108,2.146
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2019,5,1.659,0.2455,1.178,2.14
5d902de77e4d83ceed2a75e9ce09d449e64a7080,2020,5,1.687,0.2344,1.228,2.147
