winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1995,56210,19720,29280,40980,49350,67050,93440,129400,194000,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
1996,58600,26340,31700,42560,49810,71880,86830,111500,216300,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
1997,55890,25350,27040,41310,50850,64850,79540,110800,150800,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
1998,60860,20510,33440,43580,50970,68230,78790,100700,199100,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
1999,71770,27980,43220,57620,63300,79850,102800,135200,215900,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2000,39660,36500,37390,38590,39090,40520,41280,42980,45390,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2001,33520,28680,29250,30730,32170,35740,41330,48680,55610,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2002,25630,21400,22340,23160,24260,27390,31650,37340,64150,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2003,35890,33400,34190,34720,35310,36320,36700,38730,39190,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2004,30010,27810,28230,28910,29460,30920,31880,35670,38930,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2005,29460,28360,28550,28830,29210,29690,30160,31020,31930,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2006,36390,35170,35490,35840,36160,36790,37130,37710,38430,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2007,35330,34390,34580,34860,35100,35670,35970,36940,37810,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2008,27960,27180,27330,27640,27810,28190,28600,29130,30030,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2009,37760,37130,37220,37370,37540,38000,38280,38840,39710,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2010,35050,34400,34480,34650,34840,35190,35500,36320,37850,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2011,32180,31090,31210,31550,31830,32550,32880,34160,35640,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2012,18550,17210,17600,17990,18210,18970,19360,20480,22720,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2013,26190,25280,25490,25820,25980,26470,26810,28150,30520,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2014,43040,41810,41910,42420,42750,43490,44110,45500,48120,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2015,23210,21700,21900,22320,22920,23530,24220,26360,33530,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2016,29970,29240,29430,29650,29840,30170,30390,31080,32070,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2017,22140,21590,21640,21840,21970,22370,22580,23300,23610,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2018,49780,49720,49720,49730,49750,49830,49860,50030,50370,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2019,18730,18700,18700,18700,18720,18760,18810,18900,19240,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2020,24300,23980,24040,24120,24220,24440,24600,25050,25490,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2021,21060,20950,20950,20970,21000,21140,21220,21490,22120,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2022,66660,66450,66450,66490,66570,66860,67140,68360,70300,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2023,28190,28140,28140,28140,28160,28230,28280,28430,28750,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
2024,37140,37130,37130,37130,37130,37180,37220,37380,37660,b44069ecc63c403c6263e9cabe2e2ffa32985c3a
