winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,3390,3390,3390,3390,3390,3391,3401,3493,5245,70b447bae536a8fbbb4583fdfb87f995a7051eaf
1993,649,649,649,649,649,649,649,657.2,697,70b447bae536a8fbbb4583fdfb87f995a7051eaf
1994,1673,1673,1673,1673,1673,1673,1673,1752,2048,70b447bae536a8fbbb4583fdfb87f995a7051eaf
1995,481,481,481,481,481,481,481,481,494,70b447bae536a8fbbb4583fdfb87f995a7051eaf
1996,1607,1607,1607,1607,1607,1607,1607,1650,2469,70b447bae536a8fbbb4583fdfb87f995a7051eaf
1997,268,268,268,268,268,268,269,401.1,1078,70b447bae536a8fbbb4583fdfb87f995a7051eaf
1998,246,246,246,246,246,246,248.6,411.4,708,70b447bae536a8fbbb4583fdfb87f995a7051eaf
1999,2815,2815,2815,2815,2815,2815,2815,2900,4210,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2000,1244,1244,1244,1244,1244,1244,1259,1355,1754,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2001,993,985,985,985,985,1039,1162,1444,2175,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2002,1946,1919,1919,1924,1934,1965,1991,2159,2421,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2003,850,829,829,829,829,929,1086,1513,2064,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2004,1849,1849,1849,1849,1849,1849,1856,2000,2569,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2005,1725,1725,1725,1725,1725,1725,1731,1827,1964,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2006,2208,2208,2208,2208,2208,2208,2246,2582,4007,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2007,992,992,992,992,992,992,1080,1414,2016,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2008,1255,1255,1255,1255,1255,1255,1255,1255,1255,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2009,166,165,165,165,165,179.4,200,272.3,416,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2010,1251,1251,1251,1251,1251,1251,1251,1251,1251,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2011,7806,7796,7796,7796,7799,7826,7856,8385,9505,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2012,1724,1710,1710,1710,1717,1741,1815,2023,2742,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2013,4346,4276,4276,4276,4292,4416,4546,5012,5993,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2014,1278,1255,1255,1255,1263,1335,1454,1825,2735,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2015,940.5,919,919,919,920,1012,1194,1612,2804,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2016,1536,1409,1411,1435,1478,1653,1847,2366,3630,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2017,2242,2242,2242,2242,2242,2245,2253,2279,3923,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2018,1412,1412,1412,1412,1412,1414,1419,1444,1467,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2019,1340,1340,1340,1340,1340,1351,1406,1525,1677,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2020,2650,2650,2650,2650,2650,2650,2650,2697,5233,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2021,3187,3187,3187,3187,3187,3187,3187,3187,3187,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2022,1566,1566,1566,1566,1566,1566,1566,1702,2346,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2023,1970,1954,1954,1956,1962,1982,2010,2110,2413,70b447bae536a8fbbb4583fdfb87f995a7051eaf
2024,3238,3186,3187,3195,3213,3276,3354,3644,4025,70b447bae536a8fbbb4583fdfb87f995a7051eaf
