analysis,centre_winter,duration,estimate,se,lcl,ucl
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2002,5,-14.5,2.965,-20.31,-8.69
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2003,5,-14.69,2.969,-20.51,-8.872
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2004,5,-15.03,2.977,-20.87,-9.196
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2005,5,-15.48,2.987,-21.33,-9.626
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2006,5,-16.02,2.999,-21.9,-10.14
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2007,5,-16.83,3.032,-22.77,-10.89
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2008,5,-17.35,3.053,-23.33,-11.36
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2009,5,-17.7,3.072,-23.72,-11.68
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2010,5,-17.96,3.092,-24.01,-11.9
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2011,5,-18.14,3.113,-24.24,-12.04
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2012,5,-18.15,3.115,-24.25,-12.04
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2013,5,-17.97,3.098,-24.05,-11.9
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2014,5,-17.59,3.063,-23.59,-11.59
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2015,5,-17.11,3.023,-23.03,-11.18
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2016,5,-16.79,3.002,-22.67,-10.9
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2017,5,-16.57,2.994,-22.43,-10.7
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2018,5,-16.41,2.994,-22.27,-10.54
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2019,5,-16.27,2.995,-22.14,-10.4
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2020,5,-16.09,2.995,-21.96,-10.21
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2021,5,-15.67,2.983,-21.51,-9.821
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2022,5,-14.96,2.963,-20.77,-9.155
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2004.5,10,-15.66,2.967,-21.48,-9.849
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2005.5,10,-16.02,2.978,-21.86,-10.18
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2006.5,10,-16.37,2.989,-22.23,-10.51
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2007.5,10,-16.72,3.001,-22.6,-10.83
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2008.5,10,-17.08,3.016,-22.99,-11.17
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2009.5,10,-17.49,3.036,-23.44,-11.54
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2010.5,10,-17.66,3.041,-23.62,-11.7
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2011.5,10,-17.65,3.035,-23.6,-11.7
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2012.5,10,-17.53,3.024,-23.46,-11.6
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2013.5,10,-17.46,3.02,-23.38,-11.55
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2014.5,10,-17.36,3.014,-23.26,-11.45
391f56d32ed6823529f3e52a8d3b4ec20c58ae3e,2015.5,10,-17.19,3.006,-23.08,-11.3
