winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,January,6,6,6,6,6,6,6,6,6,135f15b97909097c1beb3d0cf64a09b4bca90325
1992,November,0,0,0,0,0,0,0,1,4,135f15b97909097c1beb3d0cf64a09b4bca90325
1992,December,1,0,0,0,0.65,2,4,8.05,19,135f15b97909097c1beb3d0cf64a09b4bca90325
1992,NA,4,0,0,1,2,5,9,15.05,23,135f15b97909097c1beb3d0cf64a09b4bca90325
1993,January,5,0,0,1,3,7,12.2,19.05,38,135f15b97909097c1beb3d0cf64a09b4bca90325
1993,November,0,0,0,0,0,1,1,2,4,135f15b97909097c1beb3d0cf64a09b4bca90325
1993,December,3,0,0,0,1,4,6,12.05,56,135f15b97909097c1beb3d0cf64a09b4bca90325
1993,NA,5,0,0,2,3,8.35,12.2,20,31,135f15b97909097c1beb3d0cf64a09b4bca90325
1994,January,9.5,0,1,4,6.65,12,16.4,26.15,35,135f15b97909097c1beb3d0cf64a09b4bca90325
1994,November,0,0,0,0,0,0,1,2.05,5,135f15b97909097c1beb3d0cf64a09b4bca90325
1994,December,4,0,0,1,2,7,10,17.1,29,135f15b97909097c1beb3d0cf64a09b4bca90325
1994,NA,9,0,0.95,3,6,11,18,28.1,36,135f15b97909097c1beb3d0cf64a09b4bca90325
1995,January,6,6,6,6,6,6,6,6,6,135f15b97909097c1beb3d0cf64a09b4bca90325
1995,November,0,0,0,0,0,0,0,0,0,135f15b97909097c1beb3d0cf64a09b4bca90325
1995,December,2,2,2,2,2,2,2,2,2,135f15b97909097c1beb3d0cf64a09b4bca90325
1995,NA,6,6,6,6,6,6,6,6,6,135f15b97909097c1beb3d0cf64a09b4bca90325
1996,January,61,61,61,61,61,61,61,61,61,135f15b97909097c1beb3d0cf64a09b4bca90325
1996,November,2,2,2,2,2,2,2,2,2,135f15b97909097c1beb3d0cf64a09b4bca90325
1996,December,8,8,8,8,8,8,8,8,8,135f15b97909097c1beb3d0cf64a09b4bca90325
1996,NA,122,122,122,122,122,122,122,122,122,135f15b97909097c1beb3d0cf64a09b4bca90325
1997,January,142,142,142,142,142,142,142,142,142,135f15b97909097c1beb3d0cf64a09b4bca90325
1997,November,0,0,0,0,0,0,0,0,0,135f15b97909097c1beb3d0cf64a09b4bca90325
1997,December,20,20,20,20,20,20,20,20,20,135f15b97909097c1beb3d0cf64a09b4bca90325
1997,NA,99,99,99,99,99,99,99,99,99,135f15b97909097c1beb3d0cf64a09b4bca90325
1998,January,41,41,41,41,41,41,41,41,41,135f15b97909097c1beb3d0cf64a09b4bca90325
1998,November,1,1,1,1,1,1,1,1,3,135f15b97909097c1beb3d0cf64a09b4bca90325
1998,December,5,5,5,5,5,5,6,9,21,135f15b97909097c1beb3d0cf64a09b4bca90325
1998,NA,34,33,33,33,33,35,37,44.35,68,135f15b97909097c1beb3d0cf64a09b4bca90325
1999,January,47,47,47,47,47,47,47,47,47,135f15b97909097c1beb3d0cf64a09b4bca90325
1999,November,1,1,1,1,1,1,1,1,1,135f15b97909097c1beb3d0cf64a09b4bca90325
1999,December,15,15,15,15,15,15,15,15,15,135f15b97909097c1beb3d0cf64a09b4bca90325
1999,NA,36,36,36,36,36,36,36,36,36,135f15b97909097c1beb3d0cf64a09b4bca90325
2000,January,17,17,17,17,17,17,17,17,17,135f15b97909097c1beb3d0cf64a09b4bca90325
2000,November,1,1,1,1,1,1,2,2.05,5,135f15b97909097c1beb3d0cf64a09b4bca90325
2000,December,9,9,9,9,9,9,9,9,9,135f15b97909097c1beb3d0cf64a09b4bca90325
2000,NA,13,13,13,13,13,14,16.2,26,33,135f15b97909097c1beb3d0cf64a09b4bca90325
2001,January,25,18,19,20,22,26,31,39,47,135f15b97909097c1beb3d0cf64a09b4bca90325
2001,November,0,0,0,0,0,1,2,3.05,8,135f15b97909097c1beb3d0cf64a09b4bca90325
2001,December,9,4,4,5,7,10,13,21.05,30,135f15b97909097c1beb3d0cf64a09b4bca90325
2001,NA,15.5,8,8,10,13,20,25,38.15,78,135f15b97909097c1beb3d0cf64a09b4bca90325
2002,January,17,14,14,15,15,18,20.4,25.05,44,135f15b97909097c1beb3d0cf64a09b4bca90325
2002,November,0,0,0,0,0,0,1,3,8,135f15b97909097c1beb3d0cf64a09b4bca90325
2002,December,7,5,5,5,6.65,9,12,17.05,32,135f15b97909097c1beb3d0cf64a09b4bca90325
2002,NA,14,8,8,10,12,17,20.2,29.1,62,135f15b97909097c1beb3d0cf64a09b4bca90325
2003,January,29,29,29,29,29,29,30,33.05,38,135f15b97909097c1beb3d0cf64a09b4bca90325
2003,November,4,4,4,4,4,4,4,5,6,135f15b97909097c1beb3d0cf64a09b4bca90325
2003,December,33,33,33,33,33,33,33,34,38,135f15b97909097c1beb3d0cf64a09b4bca90325
2003,NA,58,58,58,58,58,58,59,62.05,70,135f15b97909097c1beb3d0cf64a09b4bca90325
2004,January,20,20,20,20,20,20,20,20,20,135f15b97909097c1beb3d0cf64a09b4bca90325
2004,November,0,0,0,0,0,0,1,3.05,6,135f15b97909097c1beb3d0cf64a09b4bca90325
2004,December,2.5,1,1,1,1,4,9.2,16,24,135f15b97909097c1beb3d0cf64a09b4bca90325
2004,NA,11.5,8,8,8,10,16.7,25.2,34.15,83,135f15b97909097c1beb3d0cf64a09b4bca90325
2005,January,14,14,14,14,14,14,14,14,14,135f15b97909097c1beb3d0cf64a09b4bca90325
2005,November,1,1,1,1,1,1,1,3,6,135f15b97909097c1beb3d0cf64a09b4bca90325
2005,December,5,5,5,5,5,6,10,19.05,25,135f15b97909097c1beb3d0cf64a09b4bca90325
2005,NA,2,1,1,1,1,5,9,19.1,46,135f15b97909097c1beb3d0cf64a09b4bca90325
2006,January,16,16,16,16,16,16,16,16,16,135f15b97909097c1beb3d0cf64a09b4bca90325
2006,November,0,0,0,0,0,0,0,0,0,135f15b97909097c1beb3d0cf64a09b4bca90325
2006,December,5,5,5,5,5,5,5,5,5,135f15b97909097c1beb3d0cf64a09b4bca90325
2006,NA,20,20,20,20,20,20,20,20,20,135f15b97909097c1beb3d0cf64a09b4bca90325
2007,January,11,11,11,11,11,11,11,11,11,135f15b97909097c1beb3d0cf64a09b4bca90325
