winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,6,6,6,6,6,6,9.2,16.1,23,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
1993,10,1,2.95,5,6,13,17,27.1,56,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
1994,15,1,6,9,11,18.35,26,32,36,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
1995,6,6,6,6,6,6,6,6,6,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
1996,122,122,122,122,122,122,122,122,122,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
1997,142,142,142,142,142,142,142,142,142,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
1998,41,41,41,41,41,41,41,44.35,68,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
1999,47,47,47,47,47,47,47,47,47,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2000,17,17,17,17,17,17,17,26,33,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2001,26,18,19,21,24,28,33,42.05,78,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2002,19,14,14,15,17,21,23.2,32,62,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2003,58,58,58,58,58,58,59,62.05,70,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2004,20,20,20,20,20,20,25.2,34.15,83,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2005,14,14,14,14,14,14,15.2,23.1,46,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2006,20,20,20,20,20,20,20,20,20,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2007,19,19,19,19,19,19,19,19,19,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2008,21,21,21,21,21,22,24,31.05,47,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2009,35,35,35,35,35,35,35,35,35,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2010,25,25,25,25,25,25,25,25,25,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2011,23,23,23,23,23,24,28,35.15,41,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2012,89,89,89,89,89,89,92,100,116,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2013,16,16,16,16,16,17,18,24.05,31,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2014,9,8,8,8,8,9,11,13,16,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2015,10,9,9,9,9,11.35,14,19,21,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2016,13,10,10,11,12,16,20,30.1,41,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2017,6,6,6,6,6,8,10.2,17,35,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2018,11,8,8,8,9.65,13,15,25.05,44,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2019,9,9,9,9,9,9,12,16.1,24,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2020,3,3,3,3,3,3,3,3,3,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2021,15,15,15,15,15,15,15,15,15,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2022,10,10,10,10,10,10,10,10,10,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2023,8,8,8,8,8,8,8,8,8,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
2024,11,11,11,11,11,11,11,11,11,adf65930425c1cad5f7387b432cc5e2d9e0cbf7d
