winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,43,35,37,39,41,45,48.2,53.05,65,a38f6998b843e5120fe5e95337433cb30f30c3fb
2001,67,62,62,64,66,71,73.2,79.05,90,a38f6998b843e5120fe5e95337433cb30f30c3fb
2002,132,116,119,124.8,130,136,141,156.1,173,a38f6998b843e5120fe5e95337433cb30f30c3fb
2003,109,94,96.9,100.8,106,113,117,125,134,a38f6998b843e5120fe5e95337433cb30f30c3fb
2004,74,72,72,73,73.65,75,76,80,89,a38f6998b843e5120fe5e95337433cb30f30c3fb
2005,105,96,97.95,100,102.6,108,111.2,119,131,a38f6998b843e5120fe5e95337433cb30f30c3fb
2006,127.5,111,116,121,123.6,130,132.2,140,145,a38f6998b843e5120fe5e95337433cb30f30c3fb
2007,104,93,96,99,101,105,108.2,117,135,a38f6998b843e5120fe5e95337433cb30f30c3fb
2008,138,126,129,133,135.6,142,144,151.1,167,a38f6998b843e5120fe5e95337433cb30f30c3fb
2009,102,92,94,98,100,105,108,119,126,a38f6998b843e5120fe5e95337433cb30f30c3fb
2010,59.5,54,55,56.8,58,61,64,67,74,a38f6998b843e5120fe5e95337433cb30f30c3fb
2011,54,47,48,51,52.65,56,58,63,68,a38f6998b843e5120fe5e95337433cb30f30c3fb
2012,79,73,74,76,77,80,82,87,96,a38f6998b843e5120fe5e95337433cb30f30c3fb
2013,62,59,59.95,60,61,62,63,67,71,a38f6998b843e5120fe5e95337433cb30f30c3fb
2014,85.5,77,78.95,81.8,83,87,89,94,103,a38f6998b843e5120fe5e95337433cb30f30c3fb
2015,117,108,112,114,116,118.4,121.2,125,132,a38f6998b843e5120fe5e95337433cb30f30c3fb
2016,136,121,126.9,129,132.6,138,141,146,150,a38f6998b843e5120fe5e95337433cb30f30c3fb
2017,114.5,101,106,110,112,118.4,121,129,141,a38f6998b843e5120fe5e95337433cb30f30c3fb
2018,121,112,114,117,119,123,125,130,138,a38f6998b843e5120fe5e95337433cb30f30c3fb
2019,68,60,62,64,67,69.35,72.2,79,88,a38f6998b843e5120fe5e95337433cb30f30c3fb
2020,124,118,120,121,122,125,127,129,136,a38f6998b843e5120fe5e95337433cb30f30c3fb
2021,109.5,104,105,107,108,110.4,112,118,121,a38f6998b843e5120fe5e95337433cb30f30c3fb
2022,140,137,138,139,140,142,143,145,148,a38f6998b843e5120fe5e95337433cb30f30c3fb
2023,171,160,162,166.8,169.6,173,177.2,185,196,a38f6998b843e5120fe5e95337433cb30f30c3fb
2024,160,158,158,159,159,160,161,163,167,a38f6998b843e5120fe5e95337433cb30f30c3fb
