analysis,centre_winter,duration,estimate,se,lcl,ucl
121df3531c84f86ee55de908f8549f33fedeac1a,2004.5,10,0.0852,0.0282,0.02993,0.1405
121df3531c84f86ee55de908f8549f33fedeac1a,2005.5,10,0.05048,0.02227,0.006836,0.09411
121df3531c84f86ee55de908f8549f33fedeac1a,2006.5,10,0.02328,0.02117,-0.01821,0.06478
121df3531c84f86ee55de908f8549f33fedeac1a,2007.5,10,0.01531,0.02067,-0.0252,0.05582
121df3531c84f86ee55de908f8549f33fedeac1a,2008.5,10,0.01333,0.0211,-0.02803,0.05469
121df3531c84f86ee55de908f8549f33fedeac1a,2009.5,10,-0.003499,0.02055,-0.04377,0.03677
121df3531c84f86ee55de908f8549f33fedeac1a,2010.5,10,-0.03021,0.02006,-0.06952,0.009101
121df3531c84f86ee55de908f8549f33fedeac1a,2011.5,10,-0.05074,0.02065,-0.09122,-0.01027
121df3531c84f86ee55de908f8549f33fedeac1a,2012.5,10,-0.06618,0.02056,-0.1065,-0.02587
121df3531c84f86ee55de908f8549f33fedeac1a,2013.5,10,-0.07541,0.02049,-0.1156,-0.03526
121df3531c84f86ee55de908f8549f33fedeac1a,2014.5,10,-0.07337,0.02036,-0.1133,-0.03346
121df3531c84f86ee55de908f8549f33fedeac1a,2015.5,10,-0.07359,0.02049,-0.1138,-0.03343
121df3531c84f86ee55de908f8549f33fedeac1a,2016.5,10,-0.06708,0.02055,-0.1074,-0.0268
121df3531c84f86ee55de908f8549f33fedeac1a,2017.5,10,-0.05593,0.02101,-0.0971,-0.01476
121df3531c84f86ee55de908f8549f33fedeac1a,2018.5,10,-0.05184,0.0214,-0.09379,-0.009903
121df3531c84f86ee55de908f8549f33fedeac1a,2019.5,10,-0.05676,0.02238,-0.1006,-0.01289
121df3531c84f86ee55de908f8549f33fedeac1a,2005.5,12,0.07048,0.02188,0.0276,0.1134
121df3531c84f86ee55de908f8549f33fedeac1a,2006.5,12,0.04139,0.01755,0.006989,0.0758
121df3531c84f86ee55de908f8549f33fedeac1a,2007.5,12,0.01042,0.01641,-0.02175,0.04258
121df3531c84f86ee55de908f8549f33fedeac1a,2008.5,12,-0.007795,0.01614,-0.03943,0.02384
121df3531c84f86ee55de908f8549f33fedeac1a,2009.5,12,-0.01436,0.01612,-0.04596,0.01723
121df3531c84f86ee55de908f8549f33fedeac1a,2010.5,12,-0.02977,0.01601,-0.06114,0.0016
121df3531c84f86ee55de908f8549f33fedeac1a,2011.5,12,-0.04203,0.01579,-0.07299,-0.01107
121df3531c84f86ee55de908f8549f33fedeac1a,2012.5,12,-0.04829,0.0158,-0.07925,-0.01733
121df3531c84f86ee55de908f8549f33fedeac1a,2013.5,12,-0.06089,0.01567,-0.0916,-0.03018
121df3531c84f86ee55de908f8549f33fedeac1a,2014.5,12,-0.07209,0.01604,-0.1035,-0.04064
