analysis,centre_start,centre_end,duration,estimate,se,lcl,ucl
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2001,1,0.3079,0.2332,-0.1492,0.765
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2002,1,0.7689,0.3266,0.1288,1.409
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2003,1,1.091,0.3783,0.3496,1.832
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2004,1,0.9168,0.3407,0.2491,1.584
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2005,1,0.8028,0.3214,0.1728,1.433
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2006,1,0.951,0.3457,0.2734,1.629
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2007,1,0.8296,0.3219,0.1987,1.461
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2008,1,0.9275,0.3296,0.2815,1.574
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2009,1,1.106,0.3523,0.4152,1.796
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2010,1,1.075,0.3445,0.3993,1.75
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2011,1,1.075,0.3527,0.384,1.767
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2012,1,1.035,0.3548,0.3395,1.73
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2013,1,0.81,0.3298,0.1636,1.456
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2014,1,0.6884,0.3276,0.04643,1.33
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2015,1,0.5958,0.3276,-0.04629,1.238
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2016,1,0.4818,0.3193,-0.144,1.108
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2017,1,0.6194,0.3505,-0.06751,1.306
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2018,1,0.5667,0.3464,-0.1122,1.246
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2019,1,0.4756,0.3428,-0.1964,1.148
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2020,1,0.332,0.3334,-0.3215,0.9855
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2021,1,0.2896,0.3331,-0.3633,0.9424
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2022,1,0.2495,0.3329,-0.4031,0.902
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2023,1,0.2201,0.3427,-0.4515,0.8917
121df3531c84f86ee55de908f8549f33fedeac1a,2000,2024,1,0.07268,0.3334,-0.5808,0.7261
121df3531c84f86ee55de908f8549f33fedeac1a,2001,2002,1,0.4611,0.218,0.03377,0.8884
121df3531c84f86ee55de908f8549f33fedeac1a,2001,2003,1,0.7832,0.2742,0.2459,1.321
121df3531c84f86ee55de908f8549f33fedeac1a,2001,2004,1,0.609,0.2509,0.1172,1.101
121df3531c84f86ee55de908f8549f33fedeac1a,2001,2005,1,0.4949,0.2457,0.01341,0.9765
121df3531c84f86ee55de908f8549f33fedeac1a,2001,2006,1,0.6432,0.2547,0.1441,1.142
121df3531c84f86ee55de908f8549f33fedeac1a,2001,2007,1,0.5218,0.243,0.04544,0.9981
121df3531c84f86ee55de908f8549f33fedeac1a,2001,2008,1,0.6197,0.2466,0.1365,1.103
121df3531c84f86ee55de908f8549f33fedeac1a,2001,2009,1,0.7979,0.2609,0.2866,1.309
121df3531c84f86ee55de908f8549f33fedeac1a,2001,2010,1,0.7668,0.2577,0.2618,1.272
