analysis,centre_start,centre_end,duration,estimate,se,lcl,ucl
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,1993,1,0.06695,0.08255,-0.09485,0.2288
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,1994,1,0.129,0.1062,-0.07912,0.337
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,1995,1,0.1611,0.1162,-0.06662,0.3889
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,1996,1,0.2109,0.1228,-0.02977,0.4516
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,1997,1,0.1506,0.1255,-0.09545,0.3966
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,1998,1,0.1195,0.1258,-0.127,0.3661
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,1999,1,0.1806,0.1297,-0.07355,0.4347
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,2000,1,0.2364,0.1343,-0.02684,0.4996
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,2001,1,0.3245,0.1356,0.05873,0.5903
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,2002,1,0.439,0.1378,0.169,0.7091
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,2003,1,0.5365,0.1413,0.2596,0.8135
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,2004,1,0.4896,0.1347,0.2256,0.7536
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,2005,1,0.5076,0.1344,0.2442,0.7711
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,2006,1,0.5009,0.1339,0.2384,0.7634
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,2007,1,0.4375,0.1321,0.1784,0.6965
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,2008,1,0.4406,0.1361,0.1738,0.7073
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,2009,1,0.4231,0.1367,0.1551,0.6911
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,2010,1,0.3112,0.133,0.05051,0.5718
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,2011,1,0.3315,0.1322,0.07226,0.5907
f1dc6c8bfa1f0e3dffa873a88e3abb9172688e85,1992,2012,1,0.3604,0.1323,0.101,0.6198
