winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1996,2,2,2,2,2,2,3,4.05,8,f2156cdfb9de612bb7a2e290852b134dcc054093
1997,2,2,2,2,2,2,2,3.05,5,f2156cdfb9de612bb7a2e290852b134dcc054093
1998,4,4,4,4,4,4,5,7,9,f2156cdfb9de612bb7a2e290852b134dcc054093
1999,8,6,6,7,7,8,9,11,14,f2156cdfb9de612bb7a2e290852b134dcc054093
2000,15,10,11,13,14,16,19,26,38,f2156cdfb9de612bb7a2e290852b134dcc054093
2001,25.5,19,20,21.8,24,28,31,34,46,f2156cdfb9de612bb7a2e290852b134dcc054093
2002,44.5,30,33.95,37,41,47,54.2,63.35,85,f2156cdfb9de612bb7a2e290852b134dcc054093
2003,49,33,36,42,45,53,60.2,77.05,122,f2156cdfb9de612bb7a2e290852b134dcc054093
2004,114.5,97,99,103,109,120,129.4,160,186,f2156cdfb9de612bb7a2e290852b134dcc054093
2005,103,81,85,92,97.65,112,124,147,158,f2156cdfb9de612bb7a2e290852b134dcc054093
2006,160,127,137,149.8,156,168.4,178,197.1,211,f2156cdfb9de612bb7a2e290852b134dcc054093
2007,222,197,201.9,210,214,227,237.8,260.4,302,f2156cdfb9de612bb7a2e290852b134dcc054093
2008,160,150,153,155,157.6,163,167,186,201,f2156cdfb9de612bb7a2e290852b134dcc054093
2009,150,131,136,142,147.6,154.4,160.2,175,196,f2156cdfb9de612bb7a2e290852b134dcc054093
2010,271,241,248,260,264,276,285,296.2,328,f2156cdfb9de612bb7a2e290852b134dcc054093
2011,257,244,246,251,255,261,266,275.2,349,f2156cdfb9de612bb7a2e290852b134dcc054093
2012,342.5,309,317,326,333,353.4,364.2,380,406,f2156cdfb9de612bb7a2e290852b134dcc054093
2013,313,291,300,304,308,317,322.2,330,334,f2156cdfb9de612bb7a2e290852b134dcc054093
2014,385,373,377,379,383,387.4,390.2,396.1,402,f2156cdfb9de612bb7a2e290852b134dcc054093
2015,612,590,593,601,606,618.3,631,636.1,667,f2156cdfb9de612bb7a2e290852b134dcc054093
2016,514,489,494,500.8,508,522.3,531,549,588,f2156cdfb9de612bb7a2e290852b134dcc054093
2017,598,584,587,592,595,602,605.2,614.1,628,f2156cdfb9de612bb7a2e290852b134dcc054093
2018,512,500,504.9,507.8,510,516,519,523.2,534,f2156cdfb9de612bb7a2e290852b134dcc054093
2019,651,638,641.9,646,649,656,661,668,685,f2156cdfb9de612bb7a2e290852b134dcc054093
2020,640,621,626,631,637,648,654,667.3,701,f2156cdfb9de612bb7a2e290852b134dcc054093
2021,594.5,578,581,585,590,599,602,610,631,f2156cdfb9de612bb7a2e290852b134dcc054093
2022,516,495,500,506,511,519,524,536.1,553,f2156cdfb9de612bb7a2e290852b134dcc054093
2023,782,761,766.9,773,777,785.4,792,799.2,811,f2156cdfb9de612bb7a2e290852b134dcc054093
2024,770.5,726,733.9,745.8,760,785,798,837.2,860,f2156cdfb9de612bb7a2e290852b134dcc054093
