winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,56.5,12,19.85,28,44.65,65.7,89,138,226,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2001,343,11,26.9,59.8,179.4,634.3,1176,2334,4066,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2002,43,14,19.95,29.8,35.65,52,67.2,89.2,120,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2003,84,21,25,44.6,63.65,289.9,540.8,1178,3142,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2004,67,13,17,35.4,47,99.5,232,854.3,2845,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2005,70,16,20,33.8,50.3,140.4,283,819.8,2321,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2006,24,16,17,19,21,27,32,51,74,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2007,65,11,13,18,28.65,202.5,433.4,926.5,1384,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2008,82,79,79,80,81,83,85,91,98,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2009,59,59,59,59,59,60,61.2,65,69,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2010,169,116,116,116,117,327,648.2,1830,3013,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2011,59,59,59,59,59,146.2,288.6,943.4,3750,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2012,98,60,60,60,60,181.2,318.8,548.7,1418,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2013,636,636,636,636,636,636,636,636,738,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2014,315,315,315,315,315,315,482,1152,2210,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2015,592,592,592,592,592,592,592,592,613,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2016,548,548,548,548,548,548,548,548,1767,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2017,464,459,459,461,462,469.4,480.4,742.6,1203,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2018,826,825,825,825,825,828,832,841,2159,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2019,632,632,632,632,632,632,632,1239,2319,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2020,547,547,547,547,547,547,668.8,1199,2049,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2021,541,540,540,540,540,542,659.6,1498,1940,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2022,733.5,733,733,733,733,734.4,736,966,2114,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2023,363,362,362,362,362,364,483,1038,1808,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
2024,350,349,349,349,349,356.1,484.2,803,1752,4fdfb4f84041ac6282ef8c30a512c9cf9ffff963
