winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,28.5,28,28,28,28,31,34.2,41,102,ceecb41a1e8962a6f16712edaadd784d13368b89
2001,47,11,17.95,29.8,38.65,61.05,74.2,100,150,ceecb41a1e8962a6f16712edaadd784d13368b89
2002,67,64,64,64,64,72.35,91.2,135.1,262,ceecb41a1e8962a6f16712edaadd784d13368b89
2003,60.5,21,30,42,51.3,75.35,101,143.4,237,ceecb41a1e8962a6f16712edaadd784d13368b89
2004,69,42,43.95,51,59,77.7,91,119.2,156,ceecb41a1e8962a6f16712edaadd784d13368b89
2005,51,22,25.9,35,43,60.35,73,110.2,185,ceecb41a1e8962a6f16712edaadd784d13368b89
2006,54.5,53,53,53,53,57,60,69.1,78,ceecb41a1e8962a6f16712edaadd784d13368b89
2007,34,25,25,27,30.65,39.7,46,64.05,76,ceecb41a1e8962a6f16712edaadd784d13368b89
2008,46,45,45,45,45,46,48,55.05,64,ceecb41a1e8962a6f16712edaadd784d13368b89
2009,108,108,108,108,108,108,108,108,108,ceecb41a1e8962a6f16712edaadd784d13368b89
2010,44,44,44,44,44,50.35,63.4,109.4,165,ceecb41a1e8962a6f16712edaadd784d13368b89
2011,43,43,43,43,43,43,43,46,62,ceecb41a1e8962a6f16712edaadd784d13368b89
2012,29,29,29,29,29,29,29,41.15,95,ceecb41a1e8962a6f16712edaadd784d13368b89
2013,45,45,45,45,45,45,45,45,45,ceecb41a1e8962a6f16712edaadd784d13368b89
2014,56,56,56,56,56,56,56,60,72,ceecb41a1e8962a6f16712edaadd784d13368b89
2015,31,31,31,31,31,31,31,31,31,ceecb41a1e8962a6f16712edaadd784d13368b89
2016,54,54,54,54,54,54,54,54,54,ceecb41a1e8962a6f16712edaadd784d13368b89
2017,109,109,109,109,109,109,109,109,116,ceecb41a1e8962a6f16712edaadd784d13368b89
2018,60,60,60,60,60,60,60,60,79,ceecb41a1e8962a6f16712edaadd784d13368b89
2019,36,31,31,31,33,40,46,57,72,ceecb41a1e8962a6f16712edaadd784d13368b89
2020,38,38,38,38,38,39,45.2,69.15,90,ceecb41a1e8962a6f16712edaadd784d13368b89
2021,92,92,92,92,92,92,92,92,92,ceecb41a1e8962a6f16712edaadd784d13368b89
2022,38,38,38,38,38,38,38,44.15,69,ceecb41a1e8962a6f16712edaadd784d13368b89
2023,28,28,28,28,28,29,32,39.05,46,ceecb41a1e8962a6f16712edaadd784d13368b89
2024,48,46,46,46,46,53,61,81.5,134,ceecb41a1e8962a6f16712edaadd784d13368b89
