winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,1467,1042,1042,1212,1381,1581,1758,2135,3086,e481cd386736671754a4eb36bb08be1e03a429a7
1993,1452,991,1002,1116,1328,1563,1777,2162,2593,e481cd386736671754a4eb36bb08be1e03a429a7
1994,763,763,763,763,763,763,763,971.8,1849,e481cd386736671754a4eb36bb08be1e03a429a7
1995,914,914,914,914,914,914,914,934.2,966,e481cd386736671754a4eb36bb08be1e03a429a7
1996,969,969,969,969,969,969,969,982.4,1024,e481cd386736671754a4eb36bb08be1e03a429a7
1997,748,735,735,735,735,788.8,891.2,1014,1228,e481cd386736671754a4eb36bb08be1e03a429a7
1998,525,525,525,525,525,525,525,540.1,576,e481cd386736671754a4eb36bb08be1e03a429a7
1999,694,503,516,619.8,657.2,742.4,821.6,1031,1134,e481cd386736671754a4eb36bb08be1e03a429a7
2000,655,541,565,587.6,625.8,690.4,738.4,851.6,985,e481cd386736671754a4eb36bb08be1e03a429a7
2001,687,564,594.8,619.8,645.6,726.8,777.2,898.2,968,e481cd386736671754a4eb36bb08be1e03a429a7
2002,548,541,541,542.8,545,554.7,564.6,634.3,724,e481cd386736671754a4eb36bb08be1e03a429a7
2003,565,560,560,561.8,563,567,570,577,585,e481cd386736671754a4eb36bb08be1e03a429a7
2004,770,765,765,766,767,771.4,777,782.1,792,e481cd386736671754a4eb36bb08be1e03a429a7
2005,574.5,569,569,571,573,577,579.2,586,595,e481cd386736671754a4eb36bb08be1e03a429a7
2006,561,539,542.9,550,556.6,566.4,572,586,625,e481cd386736671754a4eb36bb08be1e03a429a7
2007,451,447,447,448,449,453,455,462,472,e481cd386736671754a4eb36bb08be1e03a429a7
2008,350,350,350,350,350,350,350,350,350,e481cd386736671754a4eb36bb08be1e03a429a7
2009,241,241,241,241,241,241,241,241,241,e481cd386736671754a4eb36bb08be1e03a429a7
2010,222,181,196.8,205,213,227.4,242,263,290,e481cd386736671754a4eb36bb08be1e03a429a7
2011,109,73,76,86,96,119.4,136.4,190.3,238,e481cd386736671754a4eb36bb08be1e03a429a7
2012,55,55,55,55,55,55,55,55,55,e481cd386736671754a4eb36bb08be1e03a429a7
2013,48,45,45,45,46,49,50,54.05,58,e481cd386736671754a4eb36bb08be1e03a429a7
2014,53.5,41,41,44,47,74,93,146.1,283,e481cd386736671754a4eb36bb08be1e03a429a7
2015,59,55,56,57,58,60,62,66,69,e481cd386736671754a4eb36bb08be1e03a429a7
2016,83,83,83,83,83,83,101.2,141.2,256,e481cd386736671754a4eb36bb08be1e03a429a7
2017,97,83,85,87,91,102,112.6,152.3,210,e481cd386736671754a4eb36bb08be1e03a429a7
2018,76,69,69,69,69,89.35,109.4,165.3,219,e481cd386736671754a4eb36bb08be1e03a429a7
2019,146,146,146,146,146,146,146,149.2,225,e481cd386736671754a4eb36bb08be1e03a429a7
2020,99,99,99,99,99,99,99,135.1,182,e481cd386736671754a4eb36bb08be1e03a429a7
2021,97,97,97,97,97,97,97,127.2,176,e481cd386736671754a4eb36bb08be1e03a429a7
2022,73,48,49,51,59,87,100,152.1,196,e481cd386736671754a4eb36bb08be1e03a429a7
2023,72.5,62,62,62,66,84,93.8,150.2,199,e481cd386736671754a4eb36bb08be1e03a429a7
2024,86.5,43,49.9,64.8,72.65,101.7,117.2,140,210,e481cd386736671754a4eb36bb08be1e03a429a7
