winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,11,10,10,10,11,12,13,17.05,26,e31f95587d4d97844978d0715169a08621899aa7
1993,18,17,17,17,17,18,19,24,30,e31f95587d4d97844978d0715169a08621899aa7
1994,14,12,12,13,14,15,17,22,27,e31f95587d4d97844978d0715169a08621899aa7
1995,18,18,18,18,18,19,19.2,21.1,29,e31f95587d4d97844978d0715169a08621899aa7
1996,18.5,13,14,16,16,22,24.2,32.05,55,e31f95587d4d97844978d0715169a08621899aa7
1997,17,10,11,13,16,18,23,28.05,45,e31f95587d4d97844978d0715169a08621899aa7
1998,18,13,13.95,15,17,19.35,23,26.25,37,e31f95587d4d97844978d0715169a08621899aa7
1999,16,8,10,13,14,17,18.2,23.05,28,e31f95587d4d97844978d0715169a08621899aa7
2000,29,18,20,23,25.65,32,35.2,49.25,64,e31f95587d4d97844978d0715169a08621899aa7
2001,31,20,22,25,28,33,40.2,48,66,e31f95587d4d97844978d0715169a08621899aa7
2002,27,15,19,22,24,29.35,32.2,41,68,e31f95587d4d97844978d0715169a08621899aa7
2003,23,13,14,18,20,25.35,28.2,35,53,e31f95587d4d97844978d0715169a08621899aa7
2004,20,11,13,16,18,22,27,39.15,47,e31f95587d4d97844978d0715169a08621899aa7
2005,23,20,20,20,21.65,27,32,45.05,56,e31f95587d4d97844978d0715169a08621899aa7
2006,21,11,12.95,15,18,24,27,36.05,45,e31f95587d4d97844978d0715169a08621899aa7
2007,25.5,13,16.95,21,23,29.35,34.2,43,60,e31f95587d4d97844978d0715169a08621899aa7
2008,24.5,17,17.95,19,22,26,29,38,44,e31f95587d4d97844978d0715169a08621899aa7
2009,31,25,26,27,29,33,38,45.05,57,e31f95587d4d97844978d0715169a08621899aa7
2010,41,35,36,38,39,42,45.2,49.05,73,e31f95587d4d97844978d0715169a08621899aa7
2011,31,23,25,27,29,33,35,39,44,e31f95587d4d97844978d0715169a08621899aa7
2012,43.5,35,37,40,41,46,49,54,65,e31f95587d4d97844978d0715169a08621899aa7
2013,43,37,38,40,42,45,48.2,53.15,70,e31f95587d4d97844978d0715169a08621899aa7
2014,40,40,40,40,40,40,40,44.05,65,e31f95587d4d97844978d0715169a08621899aa7
2015,44,40,40,42,43,45,48.2,54.05,58,e31f95587d4d97844978d0715169a08621899aa7
2016,46,46,46,46,46,46,46,46,46,e31f95587d4d97844978d0715169a08621899aa7
2017,66,66,66,66,66,66,66,66,66,e31f95587d4d97844978d0715169a08621899aa7
2018,55,55,55,55,55,55,55,55,55,e31f95587d4d97844978d0715169a08621899aa7
2019,36,36,36,36,36,38,40,42,43,e31f95587d4d97844978d0715169a08621899aa7
2020,49,49,49,49,49,49,49,50,52,e31f95587d4d97844978d0715169a08621899aa7
2021,50,50,50,50,50,51,52,57,62,e31f95587d4d97844978d0715169a08621899aa7
2022,49,49,49,49,49,49,49,49,49,e31f95587d4d97844978d0715169a08621899aa7
2023,46,46,46,46,46,46,46,46,46,e31f95587d4d97844978d0715169a08621899aa7
2024,44,44,44,44,44,45,46.2,49,54,e31f95587d4d97844978d0715169a08621899aa7
