winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
1993,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
1994,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
1995,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
1996,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
1997,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
1998,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
1999,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2000,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2001,2,2,2,2,2,2,2,2,2,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2002,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2003,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2004,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2005,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2006,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2007,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2008,22,22,22,22,22,22,22,22,22,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2009,5,5,5,5,5,5,5,5,5,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2010,4,4,4,4,4,4,4,4,4,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2011,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2012,8,8,8,8,8,8,8,8,8,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2013,2,2,2,2,2,2,2,2,2,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2014,0,0,0,0,0,0,0,0,0,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2015,20,20,20,20,20,20,20,20,20,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2016,42,42,42,42,42,42,42,42,42,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2017,47,47,47,47,47,47,47,47,47,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2018,15,15,15,15,15,15,15,15,15,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2019,16,16,16,16,16,16,16,16,16,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2020,28,28,28,28,28,28,28,28,28,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2021,41,41,41,41,41,41,41,41,41,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2022,32,32,32,32,32,32,32,32,32,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2023,28,28,28,28,28,28,28,28,28,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
2024,68,68,68,68,68,68,68,68,68,b36f3aa27a0a7489c7aa2bb71f4126730614ef25
