winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,January,39,39,39,39,39,39,39,39,39,3cba67f7726de1c7469c0b68330034346017c153
1992,March,136,136,136,136,136,136,136,136,136,3cba67f7726de1c7469c0b68330034346017c153
1992,December,9,9,9,9,9,9,9,9,9,3cba67f7726de1c7469c0b68330034346017c153
1992,NA,96,96,96,96,96,96,96,96,96,3cba67f7726de1c7469c0b68330034346017c153
1993,January,168,168,168,168,168,168,168,168,168,3cba67f7726de1c7469c0b68330034346017c153
1993,March,162,162,162,162,162,162,162,162,162,3cba67f7726de1c7469c0b68330034346017c153
1993,October,3,3,3,3,3,3,3,3,3,3cba67f7726de1c7469c0b68330034346017c153
1993,November,18,18,18,18,18,18,18,18,18,3cba67f7726de1c7469c0b68330034346017c153
1993,December,36,36,36,36,36,36,36,36,36,3cba67f7726de1c7469c0b68330034346017c153
1993,NA,84,84,84,84,84,84,84,84,84,3cba67f7726de1c7469c0b68330034346017c153
1994,January,30,30,30,30,30,30,30,30,30,3cba67f7726de1c7469c0b68330034346017c153
1994,March,183,183,183,183,183,183,183,183,183,3cba67f7726de1c7469c0b68330034346017c153
1994,October,1,1,1,1,1,1,1,1,1,3cba67f7726de1c7469c0b68330034346017c153
1994,November,17,17,17,17,17,17,17,17,17,3cba67f7726de1c7469c0b68330034346017c153
1994,December,11,11,11,11,11,11,11,11,11,3cba67f7726de1c7469c0b68330034346017c153
1994,NA,204,204,204,204,204,204,204,204,204,3cba67f7726de1c7469c0b68330034346017c153
1995,January,125,125,125,125,125,125,125,125,125,3cba67f7726de1c7469c0b68330034346017c153
1995,March,453,453,453,453,453,453,453,453,453,3cba67f7726de1c7469c0b68330034346017c153
1995,October,40,40,40,40,40,40,40,40,40,3cba67f7726de1c7469c0b68330034346017c153
1995,November,42,42,42,42,42,42,42,42,42,3cba67f7726de1c7469c0b68330034346017c153
1995,December,84,84,84,84,84,84,84,84,84,3cba67f7726de1c7469c0b68330034346017c153
1995,NA,225,225,225,225,225,225,225,225,225,3cba67f7726de1c7469c0b68330034346017c153
1996,January,131,131,131,131,131,131,131,131,131,3cba67f7726de1c7469c0b68330034346017c153
1996,March,287,287,287,287,287,287,287,287,287,3cba67f7726de1c7469c0b68330034346017c153
1996,November,13,13,13,13,13,13,13,13,13,3cba67f7726de1c7469c0b68330034346017c153
1996,December,51,51,51,51,51,51,51,51,51,3cba67f7726de1c7469c0b68330034346017c153
1996,NA,125,125,125,125,125,125,125,125,125,3cba67f7726de1c7469c0b68330034346017c153
1997,January,15,15,15,15,15,15,15,15,15,3cba67f7726de1c7469c0b68330034346017c153
1997,March,235,235,235,235,235,235,235,235,235,3cba67f7726de1c7469c0b68330034346017c153
1997,October,63,63,63,63,63,63,63,63,63,3cba67f7726de1c7469c0b68330034346017c153
1997,November,44,44,44,44,44,44,44,44,44,3cba67f7726de1c7469c0b68330034346017c153
1997,December,17,17,17,17,17,17,17,17,17,3cba67f7726de1c7469c0b68330034346017c153
1997,NA,189,189,189,189,189,189,189,189,189,3cba67f7726de1c7469c0b68330034346017c153
1998,January,239,239,239,239,239,239,239,239,239,3cba67f7726de1c7469c0b68330034346017c153
1998,March,258,258,258,258,258,258,258,258,258,3cba67f7726de1c7469c0b68330034346017c153
1998,October,8,8,8,8,8,8,8,8,8,3cba67f7726de1c7469c0b68330034346017c153
1998,November,17,17,17,17,17,17,17,17,17,3cba67f7726de1c7469c0b68330034346017c153
1998,December,60,60,60,60,60,60,60,60,60,3cba67f7726de1c7469c0b68330034346017c153
1998,NA,324,324,324,324,324,324,324,324,324,3cba67f7726de1c7469c0b68330034346017c153
1999,January,50,50,50,50,50,50,50,50,50,3cba67f7726de1c7469c0b68330034346017c153
1999,March,199,199,199,199,199,199,199,199,199,3cba67f7726de1c7469c0b68330034346017c153
1999,October,16,16,16,16,16,16,16,16,16,3cba67f7726de1c7469c0b68330034346017c153
1999,November,7,7,7,7,7,7,7,7,7,3cba67f7726de1c7469c0b68330034346017c153
1999,December,42,42,42,42,42,42,42,42,42,3cba67f7726de1c7469c0b68330034346017c153
1999,NA,154,154,154,154,154,154,154,154,154,3cba67f7726de1c7469c0b68330034346017c153
2000,January,105,105,105,105,105,105,105,105,105,3cba67f7726de1c7469c0b68330034346017c153
2000,March,481,481,481,481,481,481,481,481,481,3cba67f7726de1c7469c0b68330034346017c153
2000,November,9,9,9,9,9,9,9,9,9,3cba67f7726de1c7469c0b68330034346017c153
2000,December,63,63,63,63,63,63,63,63,63,3cba67f7726de1c7469c0b68330034346017c153
2000,NA,149,149,149,149,149,149,149,149,149,3cba67f7726de1c7469c0b68330034346017c153
2001,January,19,19,19,19,19,19,19,19,19,3cba67f7726de1c7469c0b68330034346017c153
2001,March,157,157,157,157,157,157,157,157,157,3cba67f7726de1c7469c0b68330034346017c153
2001,November,22,22,22,22,22,22,22,22,22,3cba67f7726de1c7469c0b68330034346017c153
2001,December,109,109,109,109,109,109,109,109,109,3cba67f7726de1c7469c0b68330034346017c153
2001,NA,141,141,141,141,141,141,141,141,141,3cba67f7726de1c7469c0b68330034346017c153
2002,January,75,75,75,75,75,75,75,75,75,3cba67f7726de1c7469c0b68330034346017c153
2002,March,190,190,190,190,190,190,190,190,190,3cba67f7726de1c7469c0b68330034346017c153
2002,October,46,46,46,46,46,46,46,46,46,3cba67f7726de1c7469c0b68330034346017c153
2002,November,22,22,22,22,22,22,22,22,22,3cba67f7726de1c7469c0b68330034346017c153
2002,December,22,22,22,22,22,22,22,22,22,3cba67f7726de1c7469c0b68330034346017c153
2002,NA,229,229,229,229,229,229,229,229,229,3cba67f7726de1c7469c0b68330034346017c153
2003,January,80,80,80,80,80,80,80,80,80,3cba67f7726de1c7469c0b68330034346017c153
2003,March,245,245,245,245,245,245,245,245,245,3cba67f7726de1c7469c0b68330034346017c153
2003,October,1,1,1,1,1,1,1,1,1,3cba67f7726de1c7469c0b68330034346017c153
2003,November,8,8,8,8,8,8,8,8,8,3cba67f7726de1c7469c0b68330034346017c153
2003,December,21,21,21,21,21,21,21,21,21,3cba67f7726de1c7469c0b68330034346017c153
2003,NA,165,165,165,165,165,165,165,165,165,3cba67f7726de1c7469c0b68330034346017c153
2004,January,168,168,168,168,168,168,168,168,168,3cba67f7726de1c7469c0b68330034346017c153
2004,March,167,167,167,167,167,167,167,167,167,3cba67f7726de1c7469c0b68330034346017c153
2004,October,6,6,6,6,6,6,6,6,6,3cba67f7726de1c7469c0b68330034346017c153
2004,November,4,4,4,4,4,4,4,4,4,3cba67f7726de1c7469c0b68330034346017c153
2004,December,54,54,54,54,54,54,54,54,54,3cba67f7726de1c7469c0b68330034346017c153
2004,NA,181,181,181,181,181,181,181,181,181,3cba67f7726de1c7469c0b68330034346017c153
2005,January,112,112,112,112,112,112,112,112,112,3cba67f7726de1c7469c0b68330034346017c153
