analysis,centre_start,centre_end,duration,estimate,se,lcl,ucl
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,1993,1,0.06787,0.1425,-0.2115,0.3472
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,1994,1,0.194,0.1897,-0.1779,0.5658
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,1995,1,0.4018,0.1901,0.02924,0.7744
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,1996,1,0.7007,0.219,0.2715,1.13
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,1997,1,0.5138,0.2107,0.1009,0.9267
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,1998,1,0.4302,0.2081,0.02243,0.838
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,1999,1,0.5046,0.2117,0.0897,0.9196
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2000,1,0.5861,0.2145,0.1656,1.007
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2001,1,0.7418,0.216,0.3185,1.165
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2002,1,0.9648,0.2221,0.5295,1.4
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2003,1,1.201,0.2289,0.7527,1.65
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2004,1,1.146,0.2254,0.7047,1.588
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2005,1,1.237,0.2266,0.7931,1.681
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2006,1,1.28,0.2259,0.8369,1.722
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2007,1,1.198,0.2261,0.7547,1.641
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2008,1,1.189,0.2241,0.7497,1.628
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2009,1,1.158,0.221,0.7253,1.592
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2010,1,1.109,0.221,0.6758,1.542
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2011,1,1.127,0.2234,0.6896,1.565
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2012,1,1.166,0.2282,0.7184,1.613
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2013,1,1.043,0.2225,0.6072,1.479
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2014,1,0.9256,0.216,0.5021,1.349
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2015,1,0.9175,0.2152,0.4957,1.339
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2016,1,0.8416,0.2148,0.4207,1.263
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2017,1,0.8847,0.2178,0.4578,1.312
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2018,1,0.8639,0.2211,0.4307,1.297
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2019,1,0.8682,0.2228,0.4316,1.305
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2020,1,0.7278,0.2187,0.2992,1.156
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2021,1,0.8236,0.2247,0.3832,1.264
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2022,1,0.7512,0.2215,0.317,1.185
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2023,1,0.7195,0.2224,0.2837,1.155
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1992,2024,1,0.7086,0.228,0.2617,1.155
3a2be838e7b8d6a9a6df9cc405686383e8792bc6,1993,1994,1,0.1261,0.131,-0.1307,0.3829
