winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,1658,1534,1560,1591,1626,1693,1742,1784,2098,8f8ec54e0be03a0013df20051ffb2d32e7c13301
1993,2002,1805,1865,1929,1963,2030,2107,2194,2266,8f8ec54e0be03a0013df20051ffb2d32e7c13301
1994,2473,2301,2358,2410,2439,2506,2593,2716,2811,8f8ec54e0be03a0013df20051ffb2d32e7c13301
1995,3088,2892,2940,2997,3042,3160,3213,3352,3524,8f8ec54e0be03a0013df20051ffb2d32e7c13301
1996,3018,2804,2860,2911,2960,3073,3143,3346,3440,8f8ec54e0be03a0013df20051ffb2d32e7c13301
1997,3173,3047,3080,3106,3131,3198,3252,3303,3372,8f8ec54e0be03a0013df20051ffb2d32e7c13301
1998,4168,4001,4056,4110,4132,4191,4252,4345,4641,8f8ec54e0be03a0013df20051ffb2d32e7c13301
1999,5461,5180,5212,5346,5411,5508,5615,5815,6585,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2000,5586,5334,5386,5473,5531,5672,5720,5887,6049,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2001,5597,5315,5390,5465,5524,5678,5778,6002,6252,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2002,7341,6821,6994,7169,7233,7413,7506,7883,8386,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2003,7028,6403,6620,6832,6935,7117,7269,7558,8015,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2004,7072,6662,6814,6915,6997,7155,7262,7522,8319,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2005,7660,7259,7381,7510,7590,7707,7777,7949,8112,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2006,7093,6774,6845,6953,7048,7206,7297,7494,7715,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2007,7014,6649,6789,6896,6970,7084,7201,7374,7526,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2008,5785,5487,5609,5695,5730,5819,5890,6056,6442,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2009,5198,5053,5091,5125,5170,5221,5271,5363,5474,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2010,7088,6831,6904,6967,7010,7149,7237,7478,7572,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2011,5458,5032,5149,5245,5350,5615,5795,6351,6773,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2012,6496,6172,6213,6341,6398,6598,6697,6988,8386,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2013,7092,6667,6780,6890,6983,7232,7400,7771,8033,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2014,5758,5255,5374,5500,5648,5856,6046,6402,7318,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2015,6714,6474,6578,6630,6675,6791,6868,7089,7378,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2016,6486,6053,6193,6307,6361,6626,6741,7120,7720,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2017,5564,5338,5365,5450,5509,5610,5693,5815,6039,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2018,6121,5870,5937,5985,6043,6176,6256,6441,6601,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2019,6785,6603,6658,6683,6730,6826,6940,7081,7445,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2020,6133,6002,6020,6061,6100,6160,6209,6284,6370,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2021,7756,7197,7366,7509,7691,7888,8025,8335,8812,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2022,7682,7478,7523,7585,7633,7719,7805,7982,8131,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2023,7570,7289,7350,7453,7509,7644,7753,7941,8311,8f8ec54e0be03a0013df20051ffb2d32e7c13301
2024,10120,9528,9715,9885,9987,10300,10480,10880,11330,8f8ec54e0be03a0013df20051ffb2d32e7c13301
