winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,508,508,508,508,508,508,508,508,508,e6b2484179f626ff65980cefce741345c99e8524
2001,381,381,381,381,381,381,381,381,381,e6b2484179f626ff65980cefce741345c99e8524
2002,196,196,196,196,196,196,196,196,196,e6b2484179f626ff65980cefce741345c99e8524
2003,720,720,720,720,720,720,720,720,720,e6b2484179f626ff65980cefce741345c99e8524
2004,296,296,296,296,296,296,296,542.2,824,e6b2484179f626ff65980cefce741345c99e8524
2005,246,246,246,246,246,246,246,246,246,e6b2484179f626ff65980cefce741345c99e8524
2006,333,333,333,333,333,333,333,333,333,e6b2484179f626ff65980cefce741345c99e8524
2007,793,793,793,793,793,793,793,793,793,e6b2484179f626ff65980cefce741345c99e8524
2008,574,574,574,574,574,574,574,574,574,e6b2484179f626ff65980cefce741345c99e8524
2009,960,960,960,960,960,960,996.6,1069,1185,e6b2484179f626ff65980cefce741345c99e8524
2010,1202,1202,1202,1202,1202,1202,1202,1202,1202,e6b2484179f626ff65980cefce741345c99e8524
2011,463,463,463,463,463,463,482,583.7,1012,e6b2484179f626ff65980cefce741345c99e8524
2012,775,775,775,775,775,775,775,775,775,e6b2484179f626ff65980cefce741345c99e8524
2013,450,450,450,450,450,450,450,736.2,927,e6b2484179f626ff65980cefce741345c99e8524
2014,816,816,816,816,816,816,816,816,816,e6b2484179f626ff65980cefce741345c99e8524
2015,671,671,671,671,671,671,671,671,671,e6b2484179f626ff65980cefce741345c99e8524
2016,692,692,692,692,692,697,734.4,804.2,1107,e6b2484179f626ff65980cefce741345c99e8524
2017,1304,1304,1304,1304,1304,1304,1304,1304,1304,e6b2484179f626ff65980cefce741345c99e8524
2018,505,505,505,505,505,505,505,505,505,e6b2484179f626ff65980cefce741345c99e8524
2019,827,827,827,827,827,827,827,827,827,e6b2484179f626ff65980cefce741345c99e8524
2020,424,424,424,424,424,424,424,424,424,e6b2484179f626ff65980cefce741345c99e8524
2021,794,794,794,794,794,794,794,794,794,e6b2484179f626ff65980cefce741345c99e8524
2022,882,882,882,882,882,882,882,882,882,e6b2484179f626ff65980cefce741345c99e8524
2023,399,399,399,399,399,399,399,399,399,e6b2484179f626ff65980cefce741345c99e8524
2024,306,306,306,306,306,306,306,306,306,e6b2484179f626ff65980cefce741345c99e8524
