analysis,centre_start,centre_end,duration,estimate,se,lcl,ucl
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,1993,1,-0.03475,0.801,-1.605,1.535
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,1994,1,0.02453,1.22,-2.366,2.415
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,1995,1,0.1398,1.249,-2.307,2.587
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,1996,1,0.5675,1.404,-2.183,3.318
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,1997,1,0.3734,1.404,-2.379,3.125
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,1998,1,0.2459,1.395,-2.489,2.98
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,1999,1,0.3688,1.405,-2.385,3.122
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2000,1,0.5513,1.398,-2.188,3.291
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2001,1,0.91,1.398,-1.831,3.651
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2002,1,1.495,1.418,-1.283,4.274
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2003,1,2.28,1.467,-0.5954,5.156
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2004,1,2.56,1.451,-0.2836,5.403
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2005,1,3.112,1.489,0.1936,6.031
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2006,1,3.114,1.462,0.2493,5.979
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2007,1,3.234,1.466,0.3606,6.107
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2008,1,3.313,1.472,0.4278,6.198
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2009,1,3.078,1.441,0.253,5.903
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2010,1,2.88,1.408,0.1205,5.64
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2011,1,3.012,1.41,0.2494,5.775
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2012,1,3.371,1.456,0.5175,6.225
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2013,1,3.433,1.466,0.5599,6.305
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2014,1,3.18,1.427,0.384,5.977
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2015,1,3.126,1.423,0.3365,5.915
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2016,1,2.946,1.419,0.1648,5.727
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2017,1,2.962,1.43,0.1596,5.764
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2018,1,2.947,1.447,0.1102,5.783
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2019,1,2.868,1.472,-0.01705,5.753
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2020,1,2.349,1.408,-0.4109,5.109
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2021,1,2.272,1.423,-0.5175,5.061
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2022,1,2.218,1.432,-0.5887,5.026
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2023,1,2.109,1.431,-0.6948,4.913
cb77a33b0ace20812106aa110b8e55c5053b1cee,1992,2024,1,2.142,1.452,-0.7033,4.987
cb77a33b0ace20812106aa110b8e55c5053b1cee,1993,1994,1,0.0593,0.7964,-1.502,1.62
cb77a33b0ace20812106aa110b8e55c5053b1cee,1993,1995,1,0.1745,0.9522,-1.692,2.041
cb77a33b0ace20812106aa110b8e55c5053b1cee,1993,1996,1,0.6022,1.186,-1.722,2.926
cb77a33b0ace20812106aa110b8e55c5053b1cee,1993,1997,1,0.4081,1.2,-1.943,2.76
