winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,17660,14320,14320,15050,16120,19920,22420,32050,48480,205a73a6688367d1a3328ca333a633f549efab97
1993,14300,14300,14300,14300,14300,14300,14300,14450,15420,205a73a6688367d1a3328ca333a633f549efab97
1994,34100,34100,34100,34100,34100,34110,34270,34780,36440,205a73a6688367d1a3328ca333a633f549efab97
1995,22120,22110,22110,22110,22110,22260,22640,24330,29130,205a73a6688367d1a3328ca333a633f549efab97
1996,25150,25150,25150,25150,25150,25170,25330,25830,26500,205a73a6688367d1a3328ca333a633f549efab97
1997,22490,22490,22490,22490,22490,22500,22560,22920,23220,205a73a6688367d1a3328ca333a633f549efab97
1998,23670,23470,23470,23470,23500,24080,24710,27200,32770,205a73a6688367d1a3328ca333a633f549efab97
1999,24090,23940,23940,23940,23990,24580,25280,28350,33440,205a73a6688367d1a3328ca333a633f549efab97
2000,32790,32700,32700,32700,32710,32970,33180,33930,37620,205a73a6688367d1a3328ca333a633f549efab97
2001,33580,33030,33030,33150,33310,34060,34690,36850,39450,205a73a6688367d1a3328ca333a633f549efab97
2002,41730,40470,40550,40760,41300,42210,42860,44750,49300,205a73a6688367d1a3328ca333a633f549efab97
2003,43510,43010,43040,43160,43320,43810,44220,45040,47600,205a73a6688367d1a3328ca333a633f549efab97
2004,42010,41980,41980,41980,41990,42080,42170,42490,42930,205a73a6688367d1a3328ca333a633f549efab97
2005,32750,32480,32480,32480,32590,32990,34160,36620,41690,205a73a6688367d1a3328ca333a633f549efab97
2006,50410,49890,49890,49950,50140,50910,51970,54910,58900,205a73a6688367d1a3328ca333a633f549efab97
2007,31470,31190,31190,31210,31280,31800,32530,35590,36950,205a73a6688367d1a3328ca333a633f549efab97
2008,42900,42260,42260,42410,42530,43460,44480,46280,53630,205a73a6688367d1a3328ca333a633f549efab97
2009,29220,28600,28600,28690,28850,29570,30290,32640,33850,205a73a6688367d1a3328ca333a633f549efab97
2010,53880,51690,51860,52310,53160,54940,56730,61230,66890,205a73a6688367d1a3328ca333a633f549efab97
2011,77900,76690,76700,76970,77360,78580,79820,84520,89680,205a73a6688367d1a3328ca333a633f549efab97
2012,38830,38440,38440,38500,38630,39150,39540,41390,46590,205a73a6688367d1a3328ca333a633f549efab97
2013,44890,43660,43690,43950,44450,45430,46730,50370,56140,205a73a6688367d1a3328ca333a633f549efab97
2014,41150,41120,41120,41120,41120,41240,41810,43050,44100,205a73a6688367d1a3328ca333a633f549efab97
2015,49790,49730,49730,49730,49730,49910,50300,52000,53600,205a73a6688367d1a3328ca333a633f549efab97
2016,63090,62050,62050,62120,62600,63770,64760,66280,74470,205a73a6688367d1a3328ca333a633f549efab97
2017,45690,45660,45660,45660,45660,45840,46200,47810,53620,205a73a6688367d1a3328ca333a633f549efab97
2018,53380,53380,53380,53380,53380,53380,53380,53380,53380,205a73a6688367d1a3328ca333a633f549efab97
2019,51620,51620,51620,51620,51620,51620,51620,51620,51620,205a73a6688367d1a3328ca333a633f549efab97
2020,54620,54620,54620,54620,54620,54620,54620,54620,54620,205a73a6688367d1a3328ca333a633f549efab97
2021,59000,59000,59000,59000,59000,59000,59000,59000,59000,205a73a6688367d1a3328ca333a633f549efab97
2022,58530,58530,58530,58530,58530,58530,58530,58530,58530,205a73a6688367d1a3328ca333a633f549efab97
2023,53860,53860,53860,53860,53860,53860,53860,54190,55480,205a73a6688367d1a3328ca333a633f549efab97
2024,76990,76940,76940,76950,76970,77030,77110,77400,77780,205a73a6688367d1a3328ca333a633f549efab97
