winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,0,0,0,0,0,0,0,0,5,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2001,0,0,0,0,0,0,0,0,0,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2002,1,1,1,1,1,1,1,1,1,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2003,6,6,6,6,6,6,6,6,6,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2004,0,0,0,0,0,0,0,0,0,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2005,0,0,0,0,0,0,0,1.05,2,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2006,2,2,2,2,2,2,2,2,2,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2007,3,3,3,3,3,3,3,3,3,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2008,2,2,2,2,2,2,2,2,2,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2009,4,4,4,4,4,4,4,4,6,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2010,1,1,1,1,1,1,1,1,1,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2011,0,0,0,0,0,0,0,1,3,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2012,1,1,1,1,1,1,1,1,1,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2013,1,1,1,1,1,1,1,1,1,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2014,2,2,2,2,2,2,2,2,2,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2015,5,5,5,5,5,5,5,5,5,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2016,5,5,5,5,5,5,5,5,5,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2017,3,3,3,3,3,3,4,5,7,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2018,10,10,10,10,10,10,10,10,10,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2019,4,4,4,4,4,4,4,4,4,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2020,3,3,3,3,3,3,3,3,3,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2021,3,3,3,3,3,3,3,3,3,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2022,8,8,8,8,8,8,8,8,8,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2023,6,6,6,6,6,6,6,6,6,c10b977d2beb5fa27d077b40c1c9e4b755dded89
2024,10,10,10,10,10,10,10,10,10,c10b977d2beb5fa27d077b40c1c9e4b755dded89
