winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,154.5,51,76.8,113.4,133.6,184.7,217.6,311.6,404,898382a6f0adceb10976bcc07e17fdbe2158c27c
1993,188,79,99.7,138.8,160,207.4,232.4,313.4,366,898382a6f0adceb10976bcc07e17fdbe2158c27c
1994,182.5,69,84.8,127.6,162.6,214.7,235.4,392.4,493,898382a6f0adceb10976bcc07e17fdbe2158c27c
1995,227.5,101,126.9,175.2,201,251.4,321,420.7,729,898382a6f0adceb10976bcc07e17fdbe2158c27c
1996,247,115,128.9,181.2,209.6,287.4,332.4,503.8,616,898382a6f0adceb10976bcc07e17fdbe2158c27c
1997,178,87,103.8,135.6,153.6,205.7,237.6,349.6,440,898382a6f0adceb10976bcc07e17fdbe2158c27c
1998,61,31,42,46.8,54,66.35,71,89.1,98,898382a6f0adceb10976bcc07e17fdbe2158c27c
1999,80,60,64.95,72,76,85,89,102.1,138,898382a6f0adceb10976bcc07e17fdbe2158c27c
2000,91,84,85,87,89,93,97,108,153,898382a6f0adceb10976bcc07e17fdbe2158c27c
2001,83.5,55,61,70.8,76,90.35,95,127,156,898382a6f0adceb10976bcc07e17fdbe2158c27c
2002,231.5,139,164,183.8,208,258.8,291,436.4,664,898382a6f0adceb10976bcc07e17fdbe2158c27c
2003,293.5,153,186.8,235,274.6,333,375.4,478.9,728,898382a6f0adceb10976bcc07e17fdbe2158c27c
2004,269,169,194,232.2,257.6,302.7,329.4,393.1,499,898382a6f0adceb10976bcc07e17fdbe2158c27c
2005,292,176,204.6,232,269,335.8,367.4,465.6,589,898382a6f0adceb10976bcc07e17fdbe2158c27c
2006,280.5,150,178.8,227.4,255,313,350,460.7,687,898382a6f0adceb10976bcc07e17fdbe2158c27c
2007,219.5,160,164.9,182.8,202.6,241.1,272.6,337.2,423,898382a6f0adceb10976bcc07e17fdbe2158c27c
2008,273.5,215,225,239,256.2,297.7,344,455.6,641,898382a6f0adceb10976bcc07e17fdbe2158c27c
2009,247,162,170,197,216.3,270.7,304.4,370.2,422,898382a6f0adceb10976bcc07e17fdbe2158c27c
2010,204.5,164,172,179.6,190.6,221,248.4,333,473,898382a6f0adceb10976bcc07e17fdbe2158c27c
2011,190,180,181,184.8,187,195.4,207.2,266.5,376,898382a6f0adceb10976bcc07e17fdbe2158c27c
2012,261.5,228,235,242,247.6,286.4,312,412.2,565,898382a6f0adceb10976bcc07e17fdbe2158c27c
2013,279,266,269,272,275,284,290,354,476,898382a6f0adceb10976bcc07e17fdbe2158c27c
2014,214,209,210,211,213,216.4,221.2,227,236,898382a6f0adceb10976bcc07e17fdbe2158c27c
2015,239.5,222,224,228.8,235,245.4,253,268,285,898382a6f0adceb10976bcc07e17fdbe2158c27c
2016,255,237,240,246.8,252.6,259,264,275.2,290,898382a6f0adceb10976bcc07e17fdbe2158c27c
2017,242,221,223,231,236.6,245,250,266,314,898382a6f0adceb10976bcc07e17fdbe2158c27c
2018,192,178,179,183,187,196.4,201,212.1,236,898382a6f0adceb10976bcc07e17fdbe2158c27c
2019,184,163,169,175,180,190,195.4,206.3,241,898382a6f0adceb10976bcc07e17fdbe2158c27c
2020,133,129,129,131,132,134,137,140,144,898382a6f0adceb10976bcc07e17fdbe2158c27c
2021,201,188,191,195,199,205.4,210,231,265,898382a6f0adceb10976bcc07e17fdbe2158c27c
2022,171.5,161,163,167,169,174,180.2,249.5,331,898382a6f0adceb10976bcc07e17fdbe2158c27c
2023,176,163,165,171,174,178,187,307.2,488,898382a6f0adceb10976bcc07e17fdbe2158c27c
2024,137,131,131,134,136,139,142,150,162,898382a6f0adceb10976bcc07e17fdbe2158c27c
