winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,18,6,8.95,13,15,22,25.2,31,39,2e1bc93f8dc5e6580b27461194b94ecea5fde371
1993,21,10,11,15,18,23,27.6,38.15,56,2e1bc93f8dc5e6580b27461194b94ecea5fde371
1994,19.5,8,10,14,16,23,25.2,33.15,45,2e1bc93f8dc5e6580b27461194b94ecea5fde371
1995,15.5,6,6,9,12,19,23,35.05,46,2e1bc93f8dc5e6580b27461194b94ecea5fde371
1996,22,22,22,22,22,24,26,29.05,32,2e1bc93f8dc5e6580b27461194b94ecea5fde371
1997,9,9,9,9,9,10,14.2,25,45,2e1bc93f8dc5e6580b27461194b94ecea5fde371
1998,9,9,9,9,9,9,9,9,9,2e1bc93f8dc5e6580b27461194b94ecea5fde371
1999,12,11,11,11,11,14,17,30,44,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2000,12,12,12,12,12,12.35,14,18,21,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2001,20,19,19,19,19,21,22,25,31,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2002,11,11,11,11,11,11,14.2,26.1,50,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2003,15,13,13,13,13,17.35,21,37.1,45,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2004,21,21,21,21,21,21,21,21,21,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2005,21,21,21,21,21,21,22,26,33,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2006,17,17,17,17,17,17,17,17.05,22,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2007,23,23,23,23,23,23,23,24.05,32,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2008,35,35,35,35,35,35,35,35,35,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2009,23,23,23,23,23,23,23,23,23,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2010,24,24,24,24,24,24,24,25.05,27,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2011,24,24,24,24,24,24,24,30.05,37,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2012,21,21,21,21,21,21,22,23,24,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2013,26,26,26,26,26,26,26,26,26,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2014,3,3,3,3,3,3,4,5,6,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2015,5,5,5,5,5,5,5,5,5,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2016,3,3,3,3,3,3,4,5,6,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2017,3,3,3,3,3,3,4,6,8,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2018,1,1,1,1,1,1,2,2,3,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2019,2,2,2,2,2,2,2,2.05,7,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2020,1,1,1,1,1,2,2,3,4,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2021,1,1,1,1,1,1,2,3,3,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2022,2,2,2,2,2,2,2,2,4,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2023,1,1,1,1,1,1,1,2,3,2e1bc93f8dc5e6580b27461194b94ecea5fde371
2024,1,1,1,1,1,2,2,3,5,2e1bc93f8dc5e6580b27461194b94ecea5fde371
