winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,2542,2542,2542,2542,2542,2542,2542,2542,2542,71489740f07a63a007f791318d8f4337ca54890d
2001,328,328,328,328,328,328,328,328,328,71489740f07a63a007f791318d8f4337ca54890d
2002,214,214,214,214,214,214,214,214,214,71489740f07a63a007f791318d8f4337ca54890d
2003,639,639,639,639,639,639,639,639,639,71489740f07a63a007f791318d8f4337ca54890d
2004,833,833,833,833,833,833,833,833,837,71489740f07a63a007f791318d8f4337ca54890d
2005,435,435,435,435,435,435,435,736.6,1102,71489740f07a63a007f791318d8f4337ca54890d
2006,471,453,453,453,453,510,620,971.3,2903,71489740f07a63a007f791318d8f4337ca54890d
2007,441,379,379,379,383,508.4,677.4,1103,1548,71489740f07a63a007f791318d8f4337ca54890d
2008,374.5,188,188,205,276.3,469,627.2,950.8,1499,71489740f07a63a007f791318d8f4337ca54890d
2009,260,260,260,260,260,260,260,260,303,71489740f07a63a007f791318d8f4337ca54890d
2010,383,383,383,383,383,383,384,397,429,71489740f07a63a007f791318d8f4337ca54890d
2011,214,214,214,214,214,214,218,227,244,71489740f07a63a007f791318d8f4337ca54890d
2012,76,76,76,76,76,76,78,87.1,98,71489740f07a63a007f791318d8f4337ca54890d
2013,133,133,133,133,133,133,134,141.2,160,71489740f07a63a007f791318d8f4337ca54890d
2014,128,128,128,128,128,128,128,128,128,71489740f07a63a007f791318d8f4337ca54890d
2015,286,286,286,286,286,286,286,286,286,71489740f07a63a007f791318d8f4337ca54890d
2016,145,145,145,145,145,145,145,145,145,71489740f07a63a007f791318d8f4337ca54890d
2017,119,119,119,119,119,119,119,119,119,71489740f07a63a007f791318d8f4337ca54890d
2018,59,59,59,59,59,59,59,59,59,71489740f07a63a007f791318d8f4337ca54890d
2019,187,187,187,187,187,187,187,187,187,71489740f07a63a007f791318d8f4337ca54890d
2020,100,100,100,100,100,100,100,100,100,71489740f07a63a007f791318d8f4337ca54890d
2021,120,120,120,120,120,120,120,120,120,71489740f07a63a007f791318d8f4337ca54890d
2022,53,53,53,53,53,53,53,53,53,71489740f07a63a007f791318d8f4337ca54890d
2023,116,116,116,116,116,116,116,116,116,71489740f07a63a007f791318d8f4337ca54890d
2024,62,62,62,62,62,62,62,62,62,71489740f07a63a007f791318d8f4337ca54890d
