analysis,winter,estimate,se,lcl,ucl
3dcedeba08afae9bfa4b4be350045049cf335d27,1998,-0.3481,0.6594,-1.64,0.9443
3dcedeba08afae9bfa4b4be350045049cf335d27,1999,-0.4518,0.5885,-1.605,0.7016
3dcedeba08afae9bfa4b4be350045049cf335d27,2000,-0.3811,0.5319,-1.424,0.6613
3dcedeba08afae9bfa4b4be350045049cf335d27,2001,-0.5741,0.518,-1.589,0.4411
3dcedeba08afae9bfa4b4be350045049cf335d27,2002,-0.5974,0.4899,-1.558,0.3628
3dcedeba08afae9bfa4b4be350045049cf335d27,2003,-0.7781,0.483,-1.725,0.1685
3dcedeba08afae9bfa4b4be350045049cf335d27,2004,-0.8747,0.4721,-1.8,0.0505
3dcedeba08afae9bfa4b4be350045049cf335d27,2005,-1.173,0.5575,-2.266,-0.08037
3dcedeba08afae9bfa4b4be350045049cf335d27,2006,-1.344,0.6102,-2.54,-0.1476
3dcedeba08afae9bfa4b4be350045049cf335d27,2007,-1.441,0.6481,-2.712,-0.1713
3dcedeba08afae9bfa4b4be350045049cf335d27,2008,-1.432,0.6139,-2.635,-0.2286
3dcedeba08afae9bfa4b4be350045049cf335d27,2009,-1.311,0.5248,-2.34,-0.2825
3dcedeba08afae9bfa4b4be350045049cf335d27,2010,-1.19,0.4791,-2.129,-0.2511
3dcedeba08afae9bfa4b4be350045049cf335d27,2011,-1.072,0.49,-2.032,-0.1117
3dcedeba08afae9bfa4b4be350045049cf335d27,2012,-1.268,0.4754,-2.2,-0.3363
3dcedeba08afae9bfa4b4be350045049cf335d27,2013,-1.6,0.5523,-2.682,-0.5175
3dcedeba08afae9bfa4b4be350045049cf335d27,2014,-1.862,0.6639,-3.163,-0.5604
3dcedeba08afae9bfa4b4be350045049cf335d27,2015,-2.032,0.7306,-3.464,-0.5996
3dcedeba08afae9bfa4b4be350045049cf335d27,2016,-2.12,0.7455,-3.581,-0.6587
3dcedeba08afae9bfa4b4be350045049cf335d27,2017,-2.129,0.7123,-3.525,-0.7333
3dcedeba08afae9bfa4b4be350045049cf335d27,2018,-2.216,0.7475,-3.681,-0.751
3dcedeba08afae9bfa4b4be350045049cf335d27,2019,-2.227,0.7351,-3.668,-0.7861
3dcedeba08afae9bfa4b4be350045049cf335d27,2020,-2.161,0.6786,-3.491,-0.831
3dcedeba08afae9bfa4b4be350045049cf335d27,2021,-2.01,0.6001,-3.187,-0.8342
3dcedeba08afae9bfa4b4be350045049cf335d27,2022,-2.161,0.6911,-3.515,-0.8063
