winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,8385,6867,7404,7755,8035,8651,9784,10740,15120,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
1993,14460,12110,12490,13450,13950,15090,15850,17410,19760,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
1994,14640,11380,12430,13550,14100,15000,15720,17820,19830,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
1995,15470,14740,14930,15170,15320,15730,15840,16440,17810,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
1996,41540,38490,39760,40330,40940,42110,42940,46230,50780,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
1997,36890,35610,35910,36280,36600,37160,37640,38770,40090,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
1998,15480,14620,14740,15020,15310,15890,16200,17130,19070,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
1999,22540,21450,21740,22020,22350,22860,23240,24210,25470,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2000,16520,15880,15990,16190,16380,16660,16910,17390,17920,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2001,17840,16640,16970,17430,17620,18070,18470,19230,19990,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2002,30070,28180,28470,29130,29620,30400,30910,32360,34820,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2003,31980,30340,30770,31320,31610,32360,32860,34300,35720,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2004,22660,21860,21980,22310,22510,22840,22980,23420,23690,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2005,18720,17970,18210,18400,18550,18870,19140,19440,20480,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2006,23190,22440,22680,22930,23070,23400,23760,24230,25220,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2007,16060,15580,15760,15850,15980,16160,16320,16550,17000,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2008,13970,13580,13730,13820,13900,14040,14190,14420,15250,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2009,13000,12440,12580,12720,12860,13180,13410,13870,14200,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2010,13500,12590,12850,13120,13330,13670,13850,14570,14970,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2011,14010,13250,13340,13610,13800,14440,14900,15990,19950,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2012,11550,10360,10660,11000,11280,11980,12780,14110,17020,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2013,6610,6216,6282,6421,6517,6740,6881,7158,7588,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2014,6086,5777,5850,5934,6026,6161,6272,7196,8225,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2015,5506,5046,5163,5285,5378,5686,5889,6487,8390,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2016,6504,5929,6027,6197,6360,6708,7067,7544,9987,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2017,4626,3943,4023,4212,4400,4828,5050,6550,8378,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2018,4660,4445,4530,4583,4629,4707,4763,4989,5324,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2019,4796,4366,4482,4587,4706,4890,5027,5271,5607,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2020,3936,3697,3788,3847,3894,3980,4077,4233,4581,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2021,3993,3766,3816,3890,3949,4060,4125,4334,4758,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2022,3498,3301,3333,3402,3455,3555,3628,3728,4067,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2023,3366,3190,3238,3294,3329,3450,3567,4088,4979,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
2024,3713,3405,3504,3593,3657,3746,3836,4013,4151,2177c7f81f9655db19e1e6c46c224e9f0a1349e8
