analysis,centre_winter,duration,estimate,se,lcl,ucl
3be3fff62e88e291929a18c121f916f9cbd54b8b,2007,5,3.515,0.09727,3.324,3.706
3be3fff62e88e291929a18c121f916f9cbd54b8b,2008,5,3.496,0.09003,3.319,3.672
3be3fff62e88e291929a18c121f916f9cbd54b8b,2009,5,3.471,0.08535,3.304,3.639
3be3fff62e88e291929a18c121f916f9cbd54b8b,2010,5,3.444,0.08345,3.281,3.608
3be3fff62e88e291929a18c121f916f9cbd54b8b,2011,5,3.406,0.08578,3.238,3.574
3be3fff62e88e291929a18c121f916f9cbd54b8b,2012,5,3.359,0.1007,3.162,3.556
3be3fff62e88e291929a18c121f916f9cbd54b8b,2013,5,3.332,0.1147,3.107,3.557
3be3fff62e88e291929a18c121f916f9cbd54b8b,2014,5,3.323,0.1218,3.084,3.562
3be3fff62e88e291929a18c121f916f9cbd54b8b,2015,5,3.324,0.125,3.079,3.569
3be3fff62e88e291929a18c121f916f9cbd54b8b,2016,5,3.331,0.1235,3.089,3.573
3be3fff62e88e291929a18c121f916f9cbd54b8b,2017,5,3.355,0.113,3.133,3.576
3be3fff62e88e291929a18c121f916f9cbd54b8b,2018,5,3.377,0.1039,3.174,3.581
3be3fff62e88e291929a18c121f916f9cbd54b8b,2019,5,3.377,0.09664,3.187,3.566
3be3fff62e88e291929a18c121f916f9cbd54b8b,2020,5,3.372,0.09364,3.189,3.556
3be3fff62e88e291929a18c121f916f9cbd54b8b,2021,5,3.378,0.09458,3.193,3.564
3be3fff62e88e291929a18c121f916f9cbd54b8b,2022,5,3.377,0.09956,3.182,3.573
3be3fff62e88e291929a18c121f916f9cbd54b8b,2009.5,10,3.437,0.07372,3.292,3.581
3be3fff62e88e291929a18c121f916f9cbd54b8b,2010.5,10,3.414,0.07628,3.264,3.563
3be3fff62e88e291929a18c121f916f9cbd54b8b,2011.5,10,3.397,0.08025,3.24,3.554
3be3fff62e88e291929a18c121f916f9cbd54b8b,2012.5,10,3.384,0.08416,3.219,3.549
3be3fff62e88e291929a18c121f916f9cbd54b8b,2013.5,10,3.368,0.08913,3.194,3.543
3be3fff62e88e291929a18c121f916f9cbd54b8b,2014.5,10,3.357,0.09258,3.175,3.538
3be3fff62e88e291929a18c121f916f9cbd54b8b,2015.5,10,3.355,0.09219,3.174,3.535
3be3fff62e88e291929a18c121f916f9cbd54b8b,2016.5,10,3.35,0.09331,3.167,3.533
3be3fff62e88e291929a18c121f916f9cbd54b8b,2017.5,10,3.348,0.09361,3.165,3.532
3be3fff62e88e291929a18c121f916f9cbd54b8b,2018.5,10,3.354,0.09119,3.176,3.533
3be3fff62e88e291929a18c121f916f9cbd54b8b,2019.5,10,3.366,0.08837,3.193,3.539
537033f08993907428f758208d502b383e215b32,2007,5,3.049,0.1088,2.836,3.262
537033f08993907428f758208d502b383e215b32,2008,5,3.103,0.1106,2.886,3.319
537033f08993907428f758208d502b383e215b32,2009,5,3.102,0.1106,2.886,3.319
537033f08993907428f758208d502b383e215b32,2010,5,3.086,0.1091,2.872,3.3
537033f08993907428f758208d502b383e215b32,2011,5,3.03,0.1006,2.833,3.227
537033f08993907428f758208d502b383e215b32,2012,5,2.912,0.1067,2.703,3.121
537033f08993907428f758208d502b383e215b32,2013,5,2.839,0.1249,2.594,3.084
537033f08993907428f758208d502b383e215b32,2014,5,2.807,0.1316,2.549,3.065
537033f08993907428f758208d502b383e215b32,2015,5,2.771,0.143,2.491,3.052
537033f08993907428f758208d502b383e215b32,2016,5,2.761,0.1443,2.478,3.044
537033f08993907428f758208d502b383e215b32,2017,5,2.817,0.1209,2.58,3.054
537033f08993907428f758208d502b383e215b32,2018,5,2.856,0.111,2.638,3.073
537033f08993907428f758208d502b383e215b32,2019,5,2.85,0.1054,2.644,3.057
537033f08993907428f758208d502b383e215b32,2020,5,2.848,0.1036,2.645,3.051
537033f08993907428f758208d502b383e215b32,2021,5,2.868,0.103,2.667,3.07
537033f08993907428f758208d502b383e215b32,2022,5,2.877,0.1075,2.667,3.088
537033f08993907428f758208d502b383e215b32,2009.5,10,2.98,0.08109,2.822,3.139
537033f08993907428f758208d502b383e215b32,2010.5,10,2.971,0.0788,2.816,3.125
537033f08993907428f758208d502b383e215b32,2011.5,10,2.955,0.08037,2.797,3.112
537033f08993907428f758208d502b383e215b32,2012.5,10,2.929,0.08319,2.765,3.092
537033f08993907428f758208d502b383e215b32,2013.5,10,2.896,0.08714,2.725,3.066
537033f08993907428f758208d502b383e215b32,2014.5,10,2.865,0.09149,2.685,3.044
537033f08993907428f758208d502b383e215b32,2015.5,10,2.847,0.09248,2.666,3.029
537033f08993907428f758208d502b383e215b32,2016.5,10,2.829,0.09513,2.642,3.015
537033f08993907428f758208d502b383e215b32,2017.5,10,2.81,0.0995,2.615,3.005
537033f08993907428f758208d502b383e215b32,2018.5,10,2.815,0.09671,2.625,3.004
537033f08993907428f758208d502b383e215b32,2019.5,10,2.847,0.08854,2.674,3.021
