winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,33,33,33,33,33,33,33,33,67,3edbc032000ebb89f27aaee05e29078c82be1f41
1993,162,162,162,162,162,162,162,162,162,3edbc032000ebb89f27aaee05e29078c82be1f41
1994,39,39,39,39,39,39,39,39,39,3edbc032000ebb89f27aaee05e29078c82be1f41
1995,26,26,26,26,26,26,26,26,58,3edbc032000ebb89f27aaee05e29078c82be1f41
1996,32,32,32,32,32,32,32,32,32,3edbc032000ebb89f27aaee05e29078c82be1f41
1997,16,16,16,16,16,25.35,40,101.3,161,3edbc032000ebb89f27aaee05e29078c82be1f41
1998,99,99,99,99,99,99,99,99,99,3edbc032000ebb89f27aaee05e29078c82be1f41
1999,46,46,46,46,46,46,51.2,135.5,210,3edbc032000ebb89f27aaee05e29078c82be1f41
2000,121,121,121,121,121,124,127,147.2,184,3edbc032000ebb89f27aaee05e29078c82be1f41
2001,23,23,23,23,23,23,23,23,23,3edbc032000ebb89f27aaee05e29078c82be1f41
2002,83,83,83,83,83,83,83.2,92.05,131,3edbc032000ebb89f27aaee05e29078c82be1f41
2003,29,27,27,27,27,33,37.2,45.1,63,3edbc032000ebb89f27aaee05e29078c82be1f41
2004,52,52,52,52,52,52,52,64.1,84,3edbc032000ebb89f27aaee05e29078c82be1f41
2005,118,118,118,118,118,118,118,118,118,3edbc032000ebb89f27aaee05e29078c82be1f41
2006,116,116,116,116,116,116,116,116,116,3edbc032000ebb89f27aaee05e29078c82be1f41
2007,185,185,185,185,185,185,185,185,185,3edbc032000ebb89f27aaee05e29078c82be1f41
2008,76,76,76,76,76,76,76,76,76,3edbc032000ebb89f27aaee05e29078c82be1f41
2009,219,219,219,219,219,219,219,219,219,3edbc032000ebb89f27aaee05e29078c82be1f41
2010,588,588,588,588,588,588,588,588,588,3edbc032000ebb89f27aaee05e29078c82be1f41
2011,61,61,61,61,61,61,61,61,61,3edbc032000ebb89f27aaee05e29078c82be1f41
2012,50,50,50,50,50,50,50,50,50,3edbc032000ebb89f27aaee05e29078c82be1f41
2013,285,285,285,285,285,285,285,285,285,3edbc032000ebb89f27aaee05e29078c82be1f41
2014,179,179,179,179,179,179,179,179,179,3edbc032000ebb89f27aaee05e29078c82be1f41
2015,80,80,80,80,80,80,80,80,80,3edbc032000ebb89f27aaee05e29078c82be1f41
2016,181,181,181,181,181,181,181,181,181,3edbc032000ebb89f27aaee05e29078c82be1f41
2017,71,71,71,71,71,71,71,134.3,200,3edbc032000ebb89f27aaee05e29078c82be1f41
2018,106,106,106,106,106,106,106,106,106,3edbc032000ebb89f27aaee05e29078c82be1f41
2019,26,26,26,26,26,26,26,26,26,3edbc032000ebb89f27aaee05e29078c82be1f41
2020,97,97,97,97,97,97,97,97,97,3edbc032000ebb89f27aaee05e29078c82be1f41
2021,25,25,25,25,25,25,25,25,25,3edbc032000ebb89f27aaee05e29078c82be1f41
2022,47,47,47,47,47,47,47,47,47,3edbc032000ebb89f27aaee05e29078c82be1f41
2023,41,41,41,41,41,41,41,41,41,3edbc032000ebb89f27aaee05e29078c82be1f41
2024,94,94,94,94,94,94,94,94,94,3edbc032000ebb89f27aaee05e29078c82be1f41
