winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,20,20,20,20,20,20,20,24.05,38,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
1993,19,19,19,19,19,19,19,19,19,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
1994,17,17,17,17,17,17,17,17,17,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
1995,23,23,23,23,23,23,23,23,23,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
1996,15,15,15,15,15,15,15,15,15,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
1997,18,18,18,18,18,18,18,18,18,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
1998,25,25,25,25,25,25,25,25,25,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
1999,23,23,23,23,23,23,23,23,23,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2000,31,31,31,31,31,31,31,31,31,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2001,0,0,0,0,0,0,0,0,0,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2002,23,23,23,23,23,23,23,23,23,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2003,19,19,19,19,19,19,19,19,19,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2004,31,31,31,31,31,31,31,31,31,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2005,19,19,19,19,19,19,19,19,19,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2006,14,14,14,14,14,14,14,14,14,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2007,28,28,28,28,28,28,28,28,28,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2008,20,20,20,20,20,20,20,20,20,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2009,36,36,36,36,36,36,36,36,36,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2010,26,26,26,26,26,26,26,26,26,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2011,17,17,17,17,17,17,17,17,17,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2012,15,15,15,15,15,15,15,15,15,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2013,12,12,12,12,12,12,12,12,12,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2014,1,1,1,1,1,1,1,1,1,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2015,5,5,5,5,5,5,5,5,5,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2016,7,7,7,7,7,7,7,7,7,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2017,6,6,6,6,6,7.35,10,16.05,23,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2018,14,14,14,14,14,14,14,14,14,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2019,11,11,11,11,11,11,11,11,11,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2020,10,10,10,10,10,10,10,10,10,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2021,13,13,13,13,13,13,13,13,13,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2022,11,11,11,11,11,11,11,11,11,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2023,8,8,8,8,8,8,8,8,8,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
2024,13,13,13,13,13,13,13,13,13,bac5572eaf5ea08a78889d9b64a3aa91a7d2d388
