winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2002,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2003,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2004,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2005,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2006,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2007,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2008,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2009,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2010,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2011,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2012,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2013,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2014,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2015,1,1,1,1,1,1,1,1,1,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2016,2,2,2,2,2,2,2,2,2,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2017,1,1,1,1,1,1,1,1,1,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2018,1,1,1,1,1,1,1,1,1,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2019,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2020,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2021,3,3,3,3,3,3,3,3,3,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2022,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2023,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
2024,0,0,0,0,0,0,0,0,0,910f4dbbfef7ed1ef2303efe9d410693601f64d2
