winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,13,13,13,13,13,13,13,18,26,ae190698089dc54abce08957e241159a55c5c3ed
1993,10,2,3,6,8,12.35,17,24.1,34,ae190698089dc54abce08957e241159a55c5c3ed
1994,14,2,4.95,7.8,11,16,19.2,32,46,ae190698089dc54abce08957e241159a55c5c3ed
1995,13,12,12,12,12,13,14,16,20,ae190698089dc54abce08957e241159a55c5c3ed
1996,36,36,36,36,36,36,36,38,41,ae190698089dc54abce08957e241159a55c5c3ed
1997,6,4,4,4,5,7,10,17.15,26,ae190698089dc54abce08957e241159a55c5c3ed
1998,11,8,8,9,10,13,17.2,30,52,ae190698089dc54abce08957e241159a55c5c3ed
1999,11,9,9,9,10,12,14.2,25.05,39,ae190698089dc54abce08957e241159a55c5c3ed
2000,7,4,4,5,6,9,12,23.15,46,ae190698089dc54abce08957e241159a55c5c3ed
2001,17,4,5.95,9,13,19,28.2,39.05,60,ae190698089dc54abce08957e241159a55c5c3ed
2002,15,5,6,9,12,19,24,37.1,52,ae190698089dc54abce08957e241159a55c5c3ed
2003,37.5,30,30,32,35,43,49,66.1,87,ae190698089dc54abce08957e241159a55c5c3ed
2004,12,10,10,10,11,13,17,26.1,59,ae190698089dc54abce08957e241159a55c5c3ed
2005,33,27,27,28,30.65,37.35,45.4,75.15,129,ae190698089dc54abce08957e241159a55c5c3ed
2006,19.5,16,16,17,18,24,31,45.05,59,ae190698089dc54abce08957e241159a55c5c3ed
2007,18,10,11,13,15,21.35,28,53.05,87,ae190698089dc54abce08957e241159a55c5c3ed
2008,9,5,5,5,7,12,16,19.1,36,ae190698089dc54abce08957e241159a55c5c3ed
2009,12,7,7,8,9,15,19,30.2,77,ae190698089dc54abce08957e241159a55c5c3ed
2010,20,20,20,20,20,20,21,27.4,45,ae190698089dc54abce08957e241159a55c5c3ed
2011,23,23,23,23,23,23,23,23,28,ae190698089dc54abce08957e241159a55c5c3ed
2012,39,39,39,39,39,39,40,42,45,ae190698089dc54abce08957e241159a55c5c3ed
2013,30,28,28,28,29,31,33,36.05,44,ae190698089dc54abce08957e241159a55c5c3ed
2014,6,5,5,5,6,7,8,14,17,ae190698089dc54abce08957e241159a55c5c3ed
2015,14,14,14,14,14,14,14,14,14,ae190698089dc54abce08957e241159a55c5c3ed
2016,14,14,14,14,14,14,14,15,17,ae190698089dc54abce08957e241159a55c5c3ed
2017,23,23,23,23,23,23,23,23,23,ae190698089dc54abce08957e241159a55c5c3ed
2018,7,7,7,7,7,7,7,7,7,ae190698089dc54abce08957e241159a55c5c3ed
2019,27,27,27,27,27,27,27,27,27,ae190698089dc54abce08957e241159a55c5c3ed
2020,5,5,5,5,5,5,5,5,5,ae190698089dc54abce08957e241159a55c5c3ed
2021,11,11,11,11,11,11,11,11,11,ae190698089dc54abce08957e241159a55c5c3ed
2022,11,11,11,11,11,11,12,16.15,31,ae190698089dc54abce08957e241159a55c5c3ed
2023,18,17,17,17,17,20,24,31.05,74,ae190698089dc54abce08957e241159a55c5c3ed
2024,9,9,9,9,9,9,9,9,9,ae190698089dc54abce08957e241159a55c5c3ed
