winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1999,5,2,2,3,5,6,8,11,23,ad32247091e8e104884a905ba19729bcbcab1d43
2000,7.5,6,6,6,7,9,10,13,20,ad32247091e8e104884a905ba19729bcbcab1d43
2001,9,4,4,6,7,10,12,16,23,ad32247091e8e104884a905ba19729bcbcab1d43
2002,6,2,2,4,5,7,9,13,27,ad32247091e8e104884a905ba19729bcbcab1d43
2003,5,2,2,3,4,5,7,9,13,ad32247091e8e104884a905ba19729bcbcab1d43
2004,4,4,4,4,4,5,5.2,8,12,ad32247091e8e104884a905ba19729bcbcab1d43
2005,3,3,3,3,3,3,3,3,3,ad32247091e8e104884a905ba19729bcbcab1d43
2006,12,12,12,12,12,12,12,12,12,ad32247091e8e104884a905ba19729bcbcab1d43
2007,2,2,2,2,2,3,3,6,9,ad32247091e8e104884a905ba19729bcbcab1d43
2008,5,5,5,5,5,5,5,5,5,ad32247091e8e104884a905ba19729bcbcab1d43
2009,3,3,3,3,3,3,3,3,3,ad32247091e8e104884a905ba19729bcbcab1d43
2010,11,11,11,11,11,11,11,14.05,19,ad32247091e8e104884a905ba19729bcbcab1d43
2011,21,21,21,21,21,21,21,21,21,ad32247091e8e104884a905ba19729bcbcab1d43
2012,15,15,15,15,15,15,15,15,15,ad32247091e8e104884a905ba19729bcbcab1d43
2013,8,8,8,8,8,8,8,8,8,ad32247091e8e104884a905ba19729bcbcab1d43
2014,10,10,10,10,10,10,10,10,10,ad32247091e8e104884a905ba19729bcbcab1d43
2015,7,7,7,7,7,7,7,7.05,10,ad32247091e8e104884a905ba19729bcbcab1d43
2016,11,11,11,11,11,11,11,11,11,ad32247091e8e104884a905ba19729bcbcab1d43
2017,3,3,3,3,3,3,3,5,9,ad32247091e8e104884a905ba19729bcbcab1d43
2018,12,12,12,12,12,12,12,12,12,ad32247091e8e104884a905ba19729bcbcab1d43
2019,14,14,14,14,14,14,14,14,19,ad32247091e8e104884a905ba19729bcbcab1d43
