winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,January,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
1992,November,0,0,0,0,0,0,1,4.05,15,34b3cdf12064672181275ef22f415543b26f2ce9
1992,December,0,0,0,0,0,1,3,7.05,41,34b3cdf12064672181275ef22f415543b26f2ce9
1992,NA,1,0,0,0,0,2,4,10.15,28,34b3cdf12064672181275ef22f415543b26f2ce9
1993,January,0,0,0,0,0,1,2,9,12,34b3cdf12064672181275ef22f415543b26f2ce9
1993,November,0,0,0,0,0,0,1,5.05,24,34b3cdf12064672181275ef22f415543b26f2ce9
1993,December,0,0,0,0,0,1,3,12.1,25,34b3cdf12064672181275ef22f415543b26f2ce9
1993,NA,0,0,0,0,0,1,3.2,14,25,34b3cdf12064672181275ef22f415543b26f2ce9
1994,January,0,0,0,0,0,1,2,11,27,34b3cdf12064672181275ef22f415543b26f2ce9
1994,November,0,0,0,0,0,0,0.2,4,10,34b3cdf12064672181275ef22f415543b26f2ce9
1994,December,0,0,0,0,0,1,2.2,5.05,10,34b3cdf12064672181275ef22f415543b26f2ce9
1994,NA,0,0,0,0,0,1,2,8.1,22,34b3cdf12064672181275ef22f415543b26f2ce9
1995,January,1,1,1,1,1,1,1,1,1,34b3cdf12064672181275ef22f415543b26f2ce9
1995,November,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
1995,December,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
1995,NA,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
1996,January,9,9,9,9,9,9,9,9,9,34b3cdf12064672181275ef22f415543b26f2ce9
1996,November,2,2,2,2,2,2,2,2,2,34b3cdf12064672181275ef22f415543b26f2ce9
1996,December,9,9,9,9,9,9,9,9,9,34b3cdf12064672181275ef22f415543b26f2ce9
1996,NA,15,15,15,15,15,15,15,15,15,34b3cdf12064672181275ef22f415543b26f2ce9
1997,January,1,1,1,1,1,1,1,1,1,34b3cdf12064672181275ef22f415543b26f2ce9
1997,November,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
1997,December,1,1,1,1,1,1,1,1,1,34b3cdf12064672181275ef22f415543b26f2ce9
1997,NA,1,1,1,1,1,1,1,1,1,34b3cdf12064672181275ef22f415543b26f2ce9
1998,January,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
1998,November,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
1998,December,1,1,1,1,1,1,1,1,1,34b3cdf12064672181275ef22f415543b26f2ce9
1998,NA,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
1999,January,1,1,1,1,1,1,1,1,1,34b3cdf12064672181275ef22f415543b26f2ce9
1999,November,1,1,1,1,1,1,1,1,1,34b3cdf12064672181275ef22f415543b26f2ce9
1999,December,2,2,2,2,2,2,2,2,2,34b3cdf12064672181275ef22f415543b26f2ce9
1999,NA,1,1,1,1,1,1,1,1,1,34b3cdf12064672181275ef22f415543b26f2ce9
2000,January,2,2,2,2,2,2,2,2,2,34b3cdf12064672181275ef22f415543b26f2ce9
2000,November,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
2000,December,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
2000,NA,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
2001,January,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
2001,November,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
2001,December,1,1,1,1,1,1,1,1,1,34b3cdf12064672181275ef22f415543b26f2ce9
2001,NA,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
2002,January,2,2,2,2,2,2,2,2,2,34b3cdf12064672181275ef22f415543b26f2ce9
2002,November,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
2002,December,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
2002,NA,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
2003,January,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
2003,November,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
2003,December,0,0,0,0,0,0,0,0,0,34b3cdf12064672181275ef22f415543b26f2ce9
