analysis,winter,estimate,se,lcl,ucl
047fc3262cb3dbe51c7d357b860475662ec9b8be,1994,1.397,0.3755,0.6608,2.133
047fc3262cb3dbe51c7d357b860475662ec9b8be,1995,1.443,0.3083,0.8388,2.047
047fc3262cb3dbe51c7d357b860475662ec9b8be,1996,1.488,0.2545,0.989,1.987
047fc3262cb3dbe51c7d357b860475662ec9b8be,1997,1.531,0.2147,1.11,1.951
047fc3262cb3dbe51c7d357b860475662ec9b8be,1998,1.571,0.1907,1.197,1.945
047fc3262cb3dbe51c7d357b860475662ec9b8be,1999,1.604,0.1829,1.246,1.963
047fc3262cb3dbe51c7d357b860475662ec9b8be,2000,1.623,0.1844,1.262,1.985
047fc3262cb3dbe51c7d357b860475662ec9b8be,2001,1.624,0.186,1.26,1.989
047fc3262cb3dbe51c7d357b860475662ec9b8be,2002,1.609,0.1847,1.247,1.971
047fc3262cb3dbe51c7d357b860475662ec9b8be,2003,1.583,0.1832,1.224,1.942
047fc3262cb3dbe51c7d357b860475662ec9b8be,2004,1.551,0.1825,1.193,1.908
047fc3262cb3dbe51c7d357b860475662ec9b8be,2005,1.513,0.1825,1.156,1.871
047fc3262cb3dbe51c7d357b860475662ec9b8be,2006,1.473,0.1835,1.113,1.833
047fc3262cb3dbe51c7d357b860475662ec9b8be,2007,1.429,0.1855,1.065,1.792
047fc3262cb3dbe51c7d357b860475662ec9b8be,2008,1.377,0.1888,1.007,1.747
047fc3262cb3dbe51c7d357b860475662ec9b8be,2009,1.316,0.1945,0.9347,1.697
047fc3262cb3dbe51c7d357b860475662ec9b8be,2010,1.251,0.204,0.8509,1.651
047fc3262cb3dbe51c7d357b860475662ec9b8be,2011,1.186,0.2154,0.7642,1.609
047fc3262cb3dbe51c7d357b860475662ec9b8be,2012,1.125,0.2261,0.6822,1.568
047fc3262cb3dbe51c7d357b860475662ec9b8be,2013,1.068,0.2346,0.6084,1.528
047fc3262cb3dbe51c7d357b860475662ec9b8be,2014,1.015,0.2404,0.5443,1.486
047fc3262cb3dbe51c7d357b860475662ec9b8be,2015,0.967,0.2431,0.4906,1.443
047fc3262cb3dbe51c7d357b860475662ec9b8be,2016,0.9234,0.2432,0.4468,1.4
047fc3262cb3dbe51c7d357b860475662ec9b8be,2017,0.8847,0.2415,0.4113,1.358
