winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,307,262,265,273,289.6,322.4,347.2,409,493,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
1993,235.5,222,222,225,231,244,252,285,349,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
1994,241,241,241,241,241,241,241,241,390,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
1995,232,207,208,215.8,224,248,281.2,345.1,434,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
1996,291.5,233,242,256.8,277,323.8,368.4,474,589,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
1997,343,197,239,289.2,322.6,392,449.2,574,668,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
1998,253.5,199,203.9,223.4,234.6,263,298,349,428,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
1999,325,301,302,309,315,342.4,363.6,568.3,764,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2000,422,397,399,406,413,437.7,454.2,521.1,636,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2001,391,377,379,383,386,398.7,407,431,482,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2002,451,435,438,442,445,462,478,511.2,542,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2003,425.5,390,398.8,407,415,448.1,477.4,596.2,1076,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2004,326,312,314,318,322,335,345,382.6,424,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2005,288,283,283,285,286,289,292,300,328,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2006,319,318,318,318,318,321,322,325.1,340,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2007,300,300,300,300,300,300,302,307,324,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2008,363,363,363,363,363,363,363,363,363,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2009,323,323,323,323,323,323,323,323,323,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2010,250,249,249,249,249,253,259.2,276.2,299,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2011,278,278,278,278,278,278,278,278.2,296,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2012,408,408,408,408,408,408,408,408,408,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2013,422,422,422,422,422,422,422,422,422,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2014,385,385,385,385,385,388,399,436.2,503,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2015,431,431,431,431,431,431,431,431,467,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2016,352,352,352,352,352,352,352,352,352,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2017,469,469,469,469,469,469,469,469.7,751,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2018,474,474,474,474,474,474,476,478,483,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2019,536,531,531,531,532,540,563.4,620.2,672,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2020,413,413,413,413,413,413.4,415.2,422.1,448,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2021,450,448,448,448,448,454.4,465.2,488,533,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2022,562,562,562,562,562,562,562,567,570,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2023,723,723,723,723,723,723,724,729.1,745,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
2024,964,964,964,964,964,966,969,974,993,c7b66e46c36ef5678eb5e7014bdf4e8880d3c51a
