winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,January,2959,2959,2959,2959,2959,2959,2959,2959,2959,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1993,January,60,60,60,60,60,60,60,60,60,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1993,NA,4,4,4,4,4,4,4,4,4,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1995,January,3577,3577,3577,3577,3577,3577,3577,3577,3577,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1995,November,2564,2564,2564,2564,2564,2564,2564,2564,2564,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1995,December,2511,2511,2511,2511,2511,2511,2511,2511,2511,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1995,NA,1286,1286,1286,1286,1286,1286,1286,1286,1286,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1996,January,3261,3261,3261,3261,3261,3261,3261,3261,3261,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1996,November,1597,1597,1597,1597,1597,1597,1597,1597,1597,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1996,December,2519,2519,2519,2519,2519,2519,2519,2519,2519,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1996,NA,1849,1849,1849,1849,1849,1849,1849,1849,1849,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1997,January,4718,4718,4718,4718,4718,4718,4718,4718,4718,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1997,November,2608,2608,2608,2608,2608,2608,2608,2608,2608,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1997,December,3008,3008,3008,3008,3008,3008,3008,3008,3008,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1997,NA,2207,2207,2207,2207,2207,2207,2207,2207,2207,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1998,January,2831,2831,2831,2831,2831,2831,2831,2831,2831,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1998,November,1850,1850,1850,1850,1850,1850,1850,1850,1850,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1998,December,1847,1847,1847,1847,1847,1847,1847,1847,1847,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1998,NA,1508,1508,1508,1508,1508,1508,1508,1508,1508,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1999,January,4288,4288,4288,4288,4288,4288,4288,4288,4288,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1999,November,2416,2416,2416,2416,2416,2416,2416,2416,2416,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1999,December,3468,3468,3468,3468,3468,3468,3468,3468,3468,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
1999,NA,3083,3083,3083,3083,3083,3083,3083,3083,3083,c1c6948cac47ba1829d137871e78e3d97c9ce4d5
