winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,3256,3112,3144,3186,3204,3298,3382,3541,3785,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2001,5806,5442,5499,5547,5700,6018,6353,7837,9619,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2002,1291,1015,1074,1157,1215,1353,1487,1727,1908,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2003,1946,1535,1611,1790,1868,2086,2362,2861,5202,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2004,2777,2552,2592,2647,2714,2867,3072,3364,5149,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2005,1194,960,1015,1076,1114,1286,1398,1677,3006,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2006,3698,3593,3603,3630,3652,3764,3874,4153,5149,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2007,1612,1466,1474,1514,1544,1677,1801,2099,2635,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2008,1148,994,1008,1035,1077,1226,1363,1731,2427,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2009,2401,2377,2378,2385,2391,2417,2449,2513,2606,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2010,913.5,850,861,871.8,888,977.6,1247,2300,3519,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2011,710,612,627.9,653,675,774.7,844.6,1447,4210,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2012,528,416,428.8,456.8,489,616.7,707.4,893.8,1658,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2013,1052,921,943.8,982.8,1017,1090,1168,1283,1884,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2014,1288,1105,1120,1163,1219,1453,1610,2120,3029,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2015,1466,1307,1314,1350,1392,1535,1719,2006,2464,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2016,1313,1077,1131,1180,1242,1413,1534,1976,3373,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2017,1102,756,839.7,956.2,1027,1219,1338,1697,2198,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2018,1494,1202,1264,1344,1400,1585,1739,2248,2924,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2019,1406,1034,1119,1235,1293,1465,1695,2326,3263,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2020,1616,1401,1432,1482,1557,1697,1928,2567,3312,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2021,1464,1066,1111,1209,1326,1606,1767,2505,3864,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2022,1762,1727,1728,1736,1747,1796,1862,2225,2770,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2023,905,620,656.9,740.8,795.2,1003,1226,1681,2408,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
2024,785.5,566,578.6,647.6,710.6,866.4,1003,1378,2277,fb29650fee7a9e1c3698810bbdc5ba1bf43c15fe
