winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,January,631,631,631,631,631,631,631,631,631,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1992,November,410,410,410,410,410,410,410,410,410,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1992,December,352,352,352,352,352,352,352,352,352,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1992,NA,503,503,503,503,503,503,503,503,503,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1993,January,510,510,510,510,510,510,510,510,510,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1993,November,513,513,513,513,513,513,513,513,513,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1993,December,510,510,510,510,510,510,510,510,510,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1993,NA,573,573,573,573,573,573,573,573,573,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1994,January,536,536,536,536,536,536,536,536,536,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1994,November,641,641,641,641,641,641,641,641,641,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1994,December,308,308,308,308,308,308,308,308,308,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1994,NA,536,536,536,536,536,536,536,536,536,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1995,January,798,798,798,798,798,798,798,798,798,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1995,November,877,877,877,877,877,877,877,877,877,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1995,December,757,757,757,757,757,757,757,757,757,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1995,NA,1149,1149,1149,1149,1149,1149,1149,1149,1149,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1996,January,1109,1109,1109,1109,1109,1109,1109,1109,1109,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1996,November,968,968,968,968,968,968,968,968,968,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1996,December,797,797,797,797,797,797,797,797,797,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1996,NA,709,709,709,709,709,709,709,709,709,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1997,January,687,687,687,687,687,687,687,687,687,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1997,November,783,783,783,783,783,783,783,783,783,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1997,December,689,689,689,689,689,689,689,689,689,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1997,NA,879,879,879,879,879,879,879,879,879,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1998,January,1200,1200,1200,1200,1200,1200,1200,1200,1200,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1998,November,815,815,815,815,815,815,815,815,815,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1998,December,792,792,792,792,792,792,792,792,792,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1998,NA,886,886,886,886,886,886,886,886,886,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1999,January,1070,1070,1070,1070,1070,1070,1070,1070,1070,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1999,November,805,805,805,805,805,805,805,805,805,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1999,December,708,708,708,708,708,708,708,708,708,36423c165d53a75df2c8fcc68323723e1ea9f6eb
1999,NA,669,669,669,669,669,669,669,669,669,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2000,January,1358,1358,1358,1358,1358,1358,1358,1358,1358,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2000,November,1106,1106,1106,1106,1106,1106,1106,1106,1106,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2000,December,1073,1073,1073,1073,1073,1073,1073,1073,1073,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2000,NA,1132,1132,1132,1132,1132,1132,1132,1132,1132,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2001,January,1033,1033,1033,1033,1033,1033,1033,1033,1033,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2001,November,931,931,931,931,931,931,931,931,931,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2001,December,1016,1016,1016,1016,1016,1016,1016,1016,1016,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2001,NA,1022,1022,1022,1022,1022,1022,1022,1022,1022,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2002,January,870,870,870,870,870,870,870,870,870,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2002,November,1103,1103,1103,1103,1103,1103,1103,1103,1103,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2002,December,1069,1069,1069,1069,1069,1069,1069,1069,1069,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2002,NA,1175,1175,1175,1175,1175,1175,1175,1175,1175,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2003,January,1170,1170,1170,1170,1170,1170,1170,1170,1170,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2003,November,984,984,984,984,984,984,984,984,984,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2003,December,892,892,892,892,892,892,892,892,892,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2003,NA,918,918,918,918,918,918,918,918,918,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2004,January,1367,1367,1367,1367,1367,1367,1367,1367,1367,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2004,November,1253,1253,1253,1253,1253,1253,1253,1253,1253,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2004,December,1064,1064,1064,1064,1064,1064,1064,1064,1064,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2004,NA,1140,1140,1140,1140,1140,1140,1140,1140,1140,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2005,January,1563,1563,1563,1563,1563,1563,1563,1563,1563,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2005,November,1316,1316,1316,1316,1316,1316,1316,1316,1316,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2005,December,1191,1191,1191,1191,1191,1191,1191,1191,1191,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2005,NA,1372,1372,1372,1372,1372,1372,1372,1372,1372,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2006,January,1170,1170,1170,1170,1170,1170,1170,1170,1170,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2006,November,1366,1366,1366,1366,1366,1366,1366,1366,1366,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2006,December,1087,1087,1087,1087,1087,1087,1087,1087,1087,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2006,NA,1206,1206,1206,1206,1206,1206,1206,1206,1206,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2007,January,1970,1970,1970,1970,1970,1970,1970,1970,1970,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2007,November,1380,1380,1380,1380,1380,1380,1380,1380,1380,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2007,December,1197,1197,1197,1197,1197,1197,1197,1197,1197,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2007,NA,1565,1565,1565,1565,1565,1565,1565,1565,1565,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2008,January,1464,1464,1464,1464,1464,1464,1464,1464,1464,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2008,November,1377,1377,1377,1377,1377,1377,1377,1377,1377,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2008,December,1286,1286,1286,1286,1286,1286,1286,1286,1286,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2008,NA,1440,1440,1440,1440,1440,1440,1440,1440,1440,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2009,January,898,898,898,898,898,898,898,898,898,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2009,November,1504,1504,1504,1504,1504,1504,1504,1504,1504,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2009,December,1294,1294,1294,1294,1294,1294,1294,1294,1294,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2009,NA,1067,1067,1067,1067,1067,1067,1067,1067,1067,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2010,January,868,868,868,868,868,868,868,868,868,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2010,November,1244,1244,1244,1244,1244,1244,1244,1244,1244,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2010,December,1244,1244,1244,1244,1244,1244,1244,1244,1244,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2010,NA,706,706,706,706,706,706,706,706,706,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2011,January,1217,1217,1217,1217,1217,1217,1217,1217,1217,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2011,November,1018,1018,1018,1018,1018,1018,1018,1018,1018,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2011,December,502,502,502,502,502,502,502,502,502,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2011,NA,1210,1210,1210,1210,1210,1210,1210,1210,1210,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2012,January,1591,1591,1591,1591,1591,1591,1591,1591,1591,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2012,November,1256,1256,1256,1256,1256,1256,1256,1256,1256,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2012,December,1250,1250,1250,1250,1250,1250,1250,1250,1250,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2012,NA,899,899,899,899,899,899,899,899,899,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2013,January,1337,1337,1337,1337,1337,1337,1337,1337,1337,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2013,November,1108,1108,1108,1108,1108,1108,1108,1108,1108,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2013,December,1082,1082,1082,1082,1082,1082,1082,1082,1082,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2013,NA,914,914,914,914,914,914,914,914,914,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2014,January,1531,1531,1531,1531,1531,1531,1531,1531,1531,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2014,November,1115,1115,1115,1115,1115,1115,1115,1115,1115,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2014,December,1217,1217,1217,1217,1217,1217,1217,1217,1217,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2014,NA,1424,1424,1424,1424,1424,1424,1424,1424,1424,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2015,January,1396,1396,1396,1396,1396,1396,1396,1396,1396,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2015,November,1524,1524,1524,1524,1524,1524,1524,1524,1524,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2015,December,1368,1368,1368,1368,1368,1368,1368,1368,1368,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2015,NA,1465,1465,1465,1465,1465,1465,1465,1465,1465,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2016,January,1445,1445,1445,1445,1445,1445,1445,1445,1445,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2016,November,1605,1605,1605,1605,1605,1605,1605,1605,1605,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2016,December,1324,1324,1324,1324,1324,1324,1324,1324,1324,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2016,NA,1308,1308,1308,1308,1308,1308,1308,1308,1308,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2017,January,1185,1185,1185,1185,1185,1185,1185,1185,1185,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2017,November,1339,1339,1339,1339,1339,1339,1339,1339,1339,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2017,December,1279,1279,1279,1279,1279,1279,1279,1279,1279,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2017,NA,1265,1265,1265,1265,1265,1265,1265,1265,1265,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2018,January,1650,1650,1650,1650,1650,1650,1650,1650,1650,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2018,November,1655,1655,1655,1655,1655,1655,1655,1655,1655,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2018,December,1392,1392,1392,1392,1392,1392,1392,1392,1392,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2018,NA,1319,1319,1319,1319,1319,1319,1319,1319,1319,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2019,January,1494,1494,1494,1494,1494,1494,1494,1494,1494,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2019,November,1512,1512,1512,1512,1512,1512,1512,1512,1512,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2019,December,1368,1368,1368,1368,1368,1368,1368,1368,1368,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2019,NA,1364,1364,1364,1364,1364,1364,1364,1364,1364,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2020,January,1627,1627,1627,1627,1627,1627,1627,1627,1627,36423c165d53a75df2c8fcc68323723e1ea9f6eb
2020,November,1483,1483,1483,1483,1483,1483,1483,1483,1483,36423c165d53a75df2c8fcc68323723e1ea9f6eb
