winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,206.5,203,203,203,203,243.4,293.2,471.4,1024,0301814b21683897a93327b8d3a302fcd163747c
1993,153,153,153,153,153,178.4,206.8,322.2,430,0301814b21683897a93327b8d3a302fcd163747c
1994,475.5,469,469,469,469,496.4,545.6,698.5,923,0301814b21683897a93327b8d3a302fcd163747c
1995,383,373,373,373,374,401,436.4,509.2,608,0301814b21683897a93327b8d3a302fcd163747c
1996,524,482,482,492,508,567.5,639.8,778,923,0301814b21683897a93327b8d3a302fcd163747c
1997,599,471,476,506.4,555,648.4,706.4,852.8,1004,0301814b21683897a93327b8d3a302fcd163747c
1998,807,639,664.8,700.6,750.6,880.4,971.2,1167,1386,0301814b21683897a93327b8d3a302fcd163747c
1999,731.5,517,576,633,676.6,778.3,850.2,1051,1265,0301814b21683897a93327b8d3a302fcd163747c
2000,1030,872,904.6,952,986.2,1074,1170,1415,1731,0301814b21683897a93327b8d3a302fcd163747c
2001,1398,1021,1099,1229,1313,1485,1599,1832,2089,0301814b21683897a93327b8d3a302fcd163747c
2002,2099,1678,1780,1908,2024,2202,2322,2667,3866,0301814b21683897a93327b8d3a302fcd163747c
2003,2881,2455,2567,2720,2797,3018,3268,3728,4233,0301814b21683897a93327b8d3a302fcd163747c
2004,2852,2494,2581,2722,2776,2932,3083,3355,3546,0301814b21683897a93327b8d3a302fcd163747c
2005,3464,2973,3106,3269,3392,3583,3789,4108,4883,0301814b21683897a93327b8d3a302fcd163747c
2006,3849,3300,3474,3621,3723,4014,4230,4748,5858,0301814b21683897a93327b8d3a302fcd163747c
2007,4611,4058,4238,4346,4461,4719,4944,5452,5953,0301814b21683897a93327b8d3a302fcd163747c
2008,4202,3579,3790,3942,4080,4354,4608,5261,6389,0301814b21683897a93327b8d3a302fcd163747c
2009,3861,3474,3551,3631,3751,3967,4129,4569,5206,0301814b21683897a93327b8d3a302fcd163747c
2010,5434,4698,4864,5140,5283,5642,5974,6499,6862,0301814b21683897a93327b8d3a302fcd163747c
2011,5106,4444,4616,4837,4974,5418,5764,6196,6984,0301814b21683897a93327b8d3a302fcd163747c
2012,5176,4460,4661,4897,4993,5300,5506,5815,6779,0301814b21683897a93327b8d3a302fcd163747c
2013,5930,5069,5209,5486,5681,6101,6514,7100,7846,0301814b21683897a93327b8d3a302fcd163747c
2014,5295,4757,4876,5044,5142,5393,5532,5919,6085,0301814b21683897a93327b8d3a302fcd163747c
2015,5362,4996,5056,5170,5292,5475,5633,5887,7925,0301814b21683897a93327b8d3a302fcd163747c
2016,4442,4030,4130,4253,4358,4600,4762,5219,5572,0301814b21683897a93327b8d3a302fcd163747c
2017,4570,3942,4111,4296,4425,4706,4915,5163,5969,0301814b21683897a93327b8d3a302fcd163747c
2018,5121,4719,4843,4929,5024,5218,5340,6004,6424,0301814b21683897a93327b8d3a302fcd163747c
2019,5650,5257,5356,5460,5551,5774,5959,6250,7792,0301814b21683897a93327b8d3a302fcd163747c
2020,5560,5227,5261,5385,5479,5650,5750,6042,6828,0301814b21683897a93327b8d3a302fcd163747c
2021,4480,4082,4196,4303,4390,4590,4813,5146,5569,0301814b21683897a93327b8d3a302fcd163747c
2022,5880,5656,5703,5742,5801,5927,6049,6368,6500,0301814b21683897a93327b8d3a302fcd163747c
2023,4188,3970,4010,4057,4117,4272,4376,4667,5179,0301814b21683897a93327b8d3a302fcd163747c
2024,5362,4995,5087,5187,5274,5442,5556,5698,6127,0301814b21683897a93327b8d3a302fcd163747c
