winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,0,0,0,0,0,0,0,0,0,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2001,0,0,0,0,0,0,0,0,0,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2002,0,0,0,0,0,0,0,0,0,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2003,0,0,0,0,0,0,0,0,0,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2004,0,0,0,0,0,0,0,0,0,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2005,0,0,0,0,0,0,0,0,0,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2006,4,0,0,0,0,12.35,19.2,37.05,60,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2007,9,0,0,0,4.65,14,17,27.05,44,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2008,6,0,0,0,1.95,10,15.2,34.05,44,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2009,7.5,0,0,0,1.65,12,17,31.4,48,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2010,11,1,1,2,4,15,20.2,30.1,52,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2011,15,14,14,14,15,15,16,17,18,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2012,19,18,18,18,18,19,19,20.05,33,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2013,8,7,7,7,8,9,9,21.1,31,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2014,6,6,6,6,6,9,15.2,26.15,47,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2015,30,30,30,30,30,30,30,30,35,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2016,11,5,5,5,8.65,14,19,29.1,39,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2017,12.5,4,4,5,9,15,20,30.15,42,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2018,39,39,39,39,39,39,39,39,39,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2019,4,4,4,4,4,4,4,6,9,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2020,9,9,9,9,9,9,9,9,9,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2021,7,0,0,1,4,10,13,22,35,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2022,7,3,3,3,5,9,12.2,21.05,28,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2023,3,3,3,3,3,3,3,3,3,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
2024,5,5,5,5,5,5,5,5,5,9b8f6c338a537ee6f617ddf78b666fcf7c491d67
