winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,149.5,60,75.95,104.8,120.6,167.4,202,256.4,375,3cae7b0e65f5eeadec3e38d4d71375980271de36
1993,264,186,200.9,228.6,249,286.7,325,401.7,541,3cae7b0e65f5eeadec3e38d4d71375980271de36
1994,665,662,662,662,663,669,672,681.1,694,3cae7b0e65f5eeadec3e38d4d71375980271de36
1995,1438,1438,1438,1438,1438,1438,1443,1454,1462,3cae7b0e65f5eeadec3e38d4d71375980271de36
1996,2075,2075,2075,2075,2075,2075,2077,2084,2099,3cae7b0e65f5eeadec3e38d4d71375980271de36
1997,1355,1288,1302,1320,1335,1369,1396,1451,1610,3cae7b0e65f5eeadec3e38d4d71375980271de36
1998,1255,1255,1255,1255,1255,1255,1256,1307,1347,3cae7b0e65f5eeadec3e38d4d71375980271de36
1999,2305,2267,2272,2283,2290,2315,2337,2412,2478,3cae7b0e65f5eeadec3e38d4d71375980271de36
2000,2063,2004,2009,2032,2048,2082,2107,2155,2211,3cae7b0e65f5eeadec3e38d4d71375980271de36
2001,2284,2241,2243,2252,2268,2298,2330,2399,2485,3cae7b0e65f5eeadec3e38d4d71375980271de36
2002,1771,1719,1724,1734,1747,1798,1836,1892,1983,3cae7b0e65f5eeadec3e38d4d71375980271de36
2003,1814,1814,1814,1814,1814,1817,1820,1825,1837,3cae7b0e65f5eeadec3e38d4d71375980271de36
2004,1707,1707,1707,1707,1707,1709,1711,1718,1724,3cae7b0e65f5eeadec3e38d4d71375980271de36
2005,1869,1867,1867,1867,1867,1870,1874,1883,1967,3cae7b0e65f5eeadec3e38d4d71375980271de36
2006,1708,1696,1696,1696,1703,1714,1723,1741,1777,3cae7b0e65f5eeadec3e38d4d71375980271de36
2007,1697,1697,1697,1697,1697,1697,1697,1720,1751,3cae7b0e65f5eeadec3e38d4d71375980271de36
2008,184,184,184,184,184,184,193,236,328,3cae7b0e65f5eeadec3e38d4d71375980271de36
2009,388,388,388,388,388,388,388,388,388,3cae7b0e65f5eeadec3e38d4d71375980271de36
2010,264,264,264,264,264,264,292.6,408.2,477,3cae7b0e65f5eeadec3e38d4d71375980271de36
2011,407.5,372,376,384.8,395,423.7,456.8,507.2,547,3cae7b0e65f5eeadec3e38d4d71375980271de36
2012,311,311,311,311,311,311,311,311,311,3cae7b0e65f5eeadec3e38d4d71375980271de36
2013,45,45,45,45,45,46,49,56.1,62,3cae7b0e65f5eeadec3e38d4d71375980271de36
2014,36,29,29,29.8,31.65,44,53,83.7,119,3cae7b0e65f5eeadec3e38d4d71375980271de36
2015,53,53,53,53,53,55,57,61,73,3cae7b0e65f5eeadec3e38d4d71375980271de36
2016,66,66,66,66,66,66,66,95.1,148,3cae7b0e65f5eeadec3e38d4d71375980271de36
2017,68.5,49,49,49,56.65,78,92.6,137.3,165,3cae7b0e65f5eeadec3e38d4d71375980271de36
2018,111,71,76,88.6,98.65,128,147,222.5,334,3cae7b0e65f5eeadec3e38d4d71375980271de36
2019,89.5,80,80,80,80,104.4,123,176.1,282,3cae7b0e65f5eeadec3e38d4d71375980271de36
2020,74,54,54,58,62.65,83,94.2,128.1,268,3cae7b0e65f5eeadec3e38d4d71375980271de36
2021,91.5,74,74,76,82,108.1,126.4,168,230,3cae7b0e65f5eeadec3e38d4d71375980271de36
2022,52,47,47,47,47,62.7,78,111.5,152,3cae7b0e65f5eeadec3e38d4d71375980271de36
2023,75,43,43,49,59,96.35,110.2,166.4,310,3cae7b0e65f5eeadec3e38d4d71375980271de36
2024,117,60,67.95,81.8,96.3,128.4,142.2,222.2,306,3cae7b0e65f5eeadec3e38d4d71375980271de36
