winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,1838,1159,1333,1466,1614,2044,2228,2670,3829,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
1993,1422,940,1018,1149,1290,1586,1788,2233,4386,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
1994,1054,951,951,951,987,1166,1245,1561,1778,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
1995,1277,1242,1242,1245,1253,1416,1604,2182,2675,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
1996,1416,1391,1391,1394,1401,1498,1641,2054,2983,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
1997,1376,1366,1366,1367,1371,1397,1643,2512,4186,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
1998,1310,1293,1293,1294,1298,1456,1716,2271,2653,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
1999,1596,1454,1455,1468,1490,1731,2057,2541,3153,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2000,1282,1164,1164,1182,1232,1344,1454,1794,2429,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2001,1615,1614,1614,1614,1614,1624,1643,1723,2090,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2002,1530,1498,1498,1501,1510,1548,1583,1683,1831,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2003,1606,1606,1606,1606,1606,1610,1619,1639,1680,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2004,1413,1401,1401,1402,1406,1422,1441,1491,1684,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2005,1523,1523,1523,1523,1523,1523,1523,1523,1523,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2006,1678,1102,1258,1416,1563,1824,1989,2423,3269,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2007,1406,1050,1050,1156,1293,1545,1675,1983,2314,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2008,1657,1249,1363,1441,1562,1805,2028,2287,3085,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2009,1374,1240,1240,1282,1332,1420,1517,1727,2109,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2010,1295,1295,1295,1295,1295,1295,1295,1346,1519,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2011,1134,705,792.8,916,1033,1218,1323,1534,2283,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2012,1100,990,997.8,1035,1066,1162,1264,1494,2476,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2013,933.5,758,781.8,840.2,887,999.8,1113,1297,1802,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2014,1000,854,859.7,898.8,937.5,1063,1143,1335,1577,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2015,996,811,839.8,920.6,957.3,1039,1086,1334,2126,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2016,1000,852,852,919,961,1042,1115,1366,1521,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2017,1122,1030,1030,1056,1085,1161,1253,1359,2051,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2018,1107,967,981.8,1029,1062,1150,1247,1433,1816,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2019,1012,843,858.8,889.6,961.2,1065,1167,1357,1617,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2020,1343,1343,1343,1343,1343,1343,1343,1395,1587,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2021,1178,1027,1047,1081,1121,1245,1336,1609,1755,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2022,915,779,804,847,876.6,1012,1108,1239,1627,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2023,1072,1012,1012,1012,1028,1111,1180,1453,2333,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
2024,1031,929,947.6,975,999.6,1101,1162,1414,1530,c50c53f8804caf3cf165dbb02565e5b48bc6b1ef
