winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,137,98,105,117.6,129,153.1,184.2,222.2,308,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2001,218,83,104,156.6,181.6,236.4,263.8,340.9,688,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2002,212,127,132.9,170,193.6,259,300.4,392.2,757,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2003,148,51,75.7,109.6,126,168,193.6,242.3,380,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2004,117,54,66.9,91.8,103.3,141,158,189.1,328,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2005,181,123,132.9,154.8,169.3,200,217.4,259,368,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2006,100.5,82,87.95,96,98,104,111.4,130,152,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2007,143.5,102,111.9,128.8,137,153.4,165.6,193.1,214,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2008,122,107,112,116,119,128.7,132.4,144.2,193,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2009,106.5,97,99,101,103,110,114,120.2,145,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2010,78,73,73,74,76,80,82.2,88,90,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2011,75,71,71,71.8,73,77,79,86,98,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2012,32,30,30,30.8,31,34,35,42,47,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2013,21,17,18.95,20,20.65,22,23,26.05,36,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2014,28,23,23.95,25,26,29.35,32,37.05,47,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2015,38,25,26.95,32,35,41,47.2,62.05,86,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2016,72,63,63,67,69.65,75,77,83.1,104,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2017,97,87,89,92.8,94,101,106,115.1,123,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2018,81,77,77.95,79,80,82,84,87,91,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2019,51,32,34.95,43,47,55.7,63.2,80.05,107,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2020,44,31,35,38.8,42,48,52,61.1,90,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2021,57,38,45,49.8,53,61.35,68.2,79.1,121,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2022,38.5,27,30,33.8,36,42,46.2,52.05,66,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2023,30,22,23.95,25,28,31,33.2,41,54,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
2024,18,18,18,18,18,18,18,21,25,81b3a61d543e9c7ac52bf6010fb0302ccd9456df
