winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,November,28,28,28,28,28,28,28,28,28,48fbde3197482dc4bee27cc1fadedacfa56fda02
1992,December,121,121,121,121,121,121,121,121,121,48fbde3197482dc4bee27cc1fadedacfa56fda02
1992,NA,2,2,2,2,2,2,2,2,2,48fbde3197482dc4bee27cc1fadedacfa56fda02
1993,January,18,18,18,18,18,18,18,18,18,48fbde3197482dc4bee27cc1fadedacfa56fda02
1993,March,2,2,2,2,2,2,2,2,2,48fbde3197482dc4bee27cc1fadedacfa56fda02
1993,October,805,805,805,805,805,805,805,805,805,48fbde3197482dc4bee27cc1fadedacfa56fda02
1993,November,4105,4105,4105,4105,4105,4105,4105,4105,4105,48fbde3197482dc4bee27cc1fadedacfa56fda02
1993,December,198,198,198,198,198,198,198,198,198,48fbde3197482dc4bee27cc1fadedacfa56fda02
1994,January,47,47,47,47,47,47,47,47,47,48fbde3197482dc4bee27cc1fadedacfa56fda02
1994,November,410,410,410,410,410,410,410,410,410,48fbde3197482dc4bee27cc1fadedacfa56fda02
1994,December,162,162,162,162,162,162,162,162,162,48fbde3197482dc4bee27cc1fadedacfa56fda02
1994,NA,6,6,6,6,6,6,6,6,6,48fbde3197482dc4bee27cc1fadedacfa56fda02
1995,January,216,216,216,216,216,216,216,216,216,48fbde3197482dc4bee27cc1fadedacfa56fda02
1995,March,24,24,24,24,24,24,24,24,24,48fbde3197482dc4bee27cc1fadedacfa56fda02
1995,December,722,722,722,722,722,722,722,722,722,48fbde3197482dc4bee27cc1fadedacfa56fda02
1995,NA,84,84,84,84,84,84,84,84,84,48fbde3197482dc4bee27cc1fadedacfa56fda02
1996,January,233,233,233,233,233,233,233,233,233,48fbde3197482dc4bee27cc1fadedacfa56fda02
1996,March,112,112,112,112,112,112,112,112,112,48fbde3197482dc4bee27cc1fadedacfa56fda02
1996,November,258,258,258,258,258,258,258,258,258,48fbde3197482dc4bee27cc1fadedacfa56fda02
1996,December,1571,1571,1571,1571,1571,1571,1571,1571,1571,48fbde3197482dc4bee27cc1fadedacfa56fda02
1996,NA,284,284,284,284,284,284,284,284,284,48fbde3197482dc4bee27cc1fadedacfa56fda02
1997,January,3200,3200,3200,3200,3200,3200,3200,3200,3200,48fbde3197482dc4bee27cc1fadedacfa56fda02
1997,November,4050,4050,4050,4050,4050,4050,4050,4050,4050,48fbde3197482dc4bee27cc1fadedacfa56fda02
1997,December,1020,1020,1020,1020,1020,1020,1020,1020,1020,48fbde3197482dc4bee27cc1fadedacfa56fda02
1997,NA,79,79,79,79,79,79,79,79,79,48fbde3197482dc4bee27cc1fadedacfa56fda02
1998,January,59,59,59,59,59,59,59,59,59,48fbde3197482dc4bee27cc1fadedacfa56fda02
1998,March,14,14,14,14,14,14,14,14,14,48fbde3197482dc4bee27cc1fadedacfa56fda02
1998,October,620,620,620,620,620,620,620,620,620,48fbde3197482dc4bee27cc1fadedacfa56fda02
1998,November,3295,3295,3295,3295,3295,3295,3295,3295,3295,48fbde3197482dc4bee27cc1fadedacfa56fda02
1998,December,314,314,314,314,314,314,314,314,314,48fbde3197482dc4bee27cc1fadedacfa56fda02
1998,NA,136,136,136,136,136,136,136,136,136,48fbde3197482dc4bee27cc1fadedacfa56fda02
1999,January,1500,1500,1500,1500,1500,1500,1500,1500,1500,48fbde3197482dc4bee27cc1fadedacfa56fda02
1999,October,322,322,322,322,322,322,322,322,322,48fbde3197482dc4bee27cc1fadedacfa56fda02
1999,November,2775,2775,2775,2775,2775,2775,2775,2775,2775,48fbde3197482dc4bee27cc1fadedacfa56fda02
1999,December,6350,6350,6350,6350,6350,6350,6350,6350,6350,48fbde3197482dc4bee27cc1fadedacfa56fda02
1999,NA,115,115,115,115,115,115,115,115,115,48fbde3197482dc4bee27cc1fadedacfa56fda02
2000,January,503,503,503,503,503,503,503,503,503,48fbde3197482dc4bee27cc1fadedacfa56fda02
2000,March,17,17,17,17,17,17,17,17,17,48fbde3197482dc4bee27cc1fadedacfa56fda02
2000,October,1439,1439,1439,1439,1439,1439,1439,1439,1439,48fbde3197482dc4bee27cc1fadedacfa56fda02
2000,November,469,469,469,469,469,469,469,469,469,48fbde3197482dc4bee27cc1fadedacfa56fda02
2000,December,1090,1090,1090,1090,1090,1090,1090,1090,1090,48fbde3197482dc4bee27cc1fadedacfa56fda02
2000,NA,48,48,48,48,48,48,48,48,48,48fbde3197482dc4bee27cc1fadedacfa56fda02
2001,January,8,8,8,8,8,8,8,8,8,48fbde3197482dc4bee27cc1fadedacfa56fda02
2001,March,9,9,9,9,9,9,9,9,9,48fbde3197482dc4bee27cc1fadedacfa56fda02
2001,October,7,7,7,7,7,7,7,7,7,48fbde3197482dc4bee27cc1fadedacfa56fda02
2001,November,7132,7132,7132,7132,7132,7132,7132,7132,7132,48fbde3197482dc4bee27cc1fadedacfa56fda02
2001,December,124,124,124,124,124,124,124,124,124,48fbde3197482dc4bee27cc1fadedacfa56fda02
2001,NA,38,38,38,38,38,38,38,38,38,48fbde3197482dc4bee27cc1fadedacfa56fda02
2002,January,694,694,694,694,694,694,694,694,694,48fbde3197482dc4bee27cc1fadedacfa56fda02
2002,March,38,38,38,38,38,38,38,38,38,48fbde3197482dc4bee27cc1fadedacfa56fda02
2002,October,119,119,119,119,119,119,119,119,119,48fbde3197482dc4bee27cc1fadedacfa56fda02
2002,November,3530,3530,3530,3530,3530,3530,3530,3530,3530,48fbde3197482dc4bee27cc1fadedacfa56fda02
2002,December,1522,1522,1522,1522,1522,1522,1522,1522,1522,48fbde3197482dc4bee27cc1fadedacfa56fda02
2002,NA,25,25,25,25,25,25,25,25,25,48fbde3197482dc4bee27cc1fadedacfa56fda02
2003,January,2507,2507,2507,2507,2507,2507,2507,2507,2507,48fbde3197482dc4bee27cc1fadedacfa56fda02
2003,March,33,33,33,33,33,33,33,33,33,48fbde3197482dc4bee27cc1fadedacfa56fda02
2003,October,1818,1818,1818,1818,1818,1818,1818,1818,1818,48fbde3197482dc4bee27cc1fadedacfa56fda02
