winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,121,121,121,121,121,206.5,435.6,843.7,1632,58abe4a51408f68881c690c7d078a9dce38ce1ad
1993,4105,4105,4105,4105,4105,4105,4105,4105,4105,58abe4a51408f68881c690c7d078a9dce38ce1ad
1994,410,410,410,410,410,410,410,549.9,1189,58abe4a51408f68881c690c7d078a9dce38ce1ad
1995,722,722,722,722,722,722,722,987.5,1828,58abe4a51408f68881c690c7d078a9dce38ce1ad
1996,1571,1571,1571,1571,1571,1571,1571,1856,2669,58abe4a51408f68881c690c7d078a9dce38ce1ad
1997,4050,4050,4050,4050,4050,4050,4245,4698,5658,58abe4a51408f68881c690c7d078a9dce38ce1ad
1998,3295,3295,3295,3295,3295,3295,3321,3751,3990,58abe4a51408f68881c690c7d078a9dce38ce1ad
1999,6350,6350,6350,6350,6350,6350,6381,6870,7261,58abe4a51408f68881c690c7d078a9dce38ce1ad
2000,1439,1439,1439,1439,1439,1439,1544,1952,3132,58abe4a51408f68881c690c7d078a9dce38ce1ad
2001,7132,7132,7132,7132,7132,7176,7269,7840,9497,58abe4a51408f68881c690c7d078a9dce38ce1ad
2002,3530,3530,3530,3530,3530,3559,3734,4066,4651,58abe4a51408f68881c690c7d078a9dce38ce1ad
2003,5355,5355,5355,5355,5355,5396,5535,5865,7398,58abe4a51408f68881c690c7d078a9dce38ce1ad
2004,7042,7036,7036,7036,7036,7094,7306,7843,8954,58abe4a51408f68881c690c7d078a9dce38ce1ad
2005,5676,5563,5563,5563,5608,5793,5937,6526,8124,58abe4a51408f68881c690c7d078a9dce38ce1ad
2006,2195,2149,2149,2149,2149,2296,2493,2925,4589,58abe4a51408f68881c690c7d078a9dce38ce1ad
2007,1459,1393,1393,1393,1407,1581,1715,2328,3366,58abe4a51408f68881c690c7d078a9dce38ce1ad
2008,1310,1253,1253,1253,1265,1450,1572,1887,2858,58abe4a51408f68881c690c7d078a9dce38ce1ad
2009,1327,1327,1327,1327,1327,1327,1327,1327,1327,58abe4a51408f68881c690c7d078a9dce38ce1ad
2010,3232,3232,3232,3232,3232,3232,3232,3232,3661,58abe4a51408f68881c690c7d078a9dce38ce1ad
2011,1694,1307,1309,1403,1515,1876,2276,3742,4783,58abe4a51408f68881c690c7d078a9dce38ce1ad
2012,1724,1175,1221,1373,1539,2129,2453,3185,6056,58abe4a51408f68881c690c7d078a9dce38ce1ad
2013,2335,1855,1866,1930,2133,2606,2831,4043,5463,58abe4a51408f68881c690c7d078a9dce38ce1ad
2014,2805,2805,2805,2805,2805,2805,2805,2805,2805,58abe4a51408f68881c690c7d078a9dce38ce1ad
2015,1113,1113,1113,1113,1113,1113,1113,1113,1113,58abe4a51408f68881c690c7d078a9dce38ce1ad
2016,1828,1828,1828,1828,1828,1828,1828,1828,1828,58abe4a51408f68881c690c7d078a9dce38ce1ad
2017,1371,1371,1371,1371,1371,1371,1371,1371,1371,58abe4a51408f68881c690c7d078a9dce38ce1ad
2018,1751,1751,1751,1751,1751,1751,1751,1751,1751,58abe4a51408f68881c690c7d078a9dce38ce1ad
2019,1501,1501,1501,1501,1501,1501,1501,1501,1501,58abe4a51408f68881c690c7d078a9dce38ce1ad
2020,2816,2816,2816,2816,2816,2816,2816,2816,2816,58abe4a51408f68881c690c7d078a9dce38ce1ad
2021,2252,2252,2252,2252,2252,2252,2252,2252,2252,58abe4a51408f68881c690c7d078a9dce38ce1ad
2022,2660,2660,2660,2660,2660,2660,2660,2660,2660,58abe4a51408f68881c690c7d078a9dce38ce1ad
2023,2124,2124,2124,2124,2124,2124,2124,2124,2124,58abe4a51408f68881c690c7d078a9dce38ce1ad
2024,3129,3129,3129,3129,3129,3134,3167,3319,3457,58abe4a51408f68881c690c7d078a9dce38ce1ad
