winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1999,1,0,0,1,1,1,2,3,5,4a573633c7eaa5bcccfe2b454b21225152961be8
2000,3.5,2,2,3,3,4,5,7,10,4a573633c7eaa5bcccfe2b454b21225152961be8
2001,5,4,4,4,4,5.35,6,8,9,4a573633c7eaa5bcccfe2b454b21225152961be8
2002,12,10,10,11,11,12,13,14.05,18,4a573633c7eaa5bcccfe2b454b21225152961be8
2003,13,11,11,11,12,13,14,16,20,4a573633c7eaa5bcccfe2b454b21225152961be8
2004,4,4,4,4,4,4,4,5,6,4a573633c7eaa5bcccfe2b454b21225152961be8
2005,6,5,5,5,5,6,6,7,8,4a573633c7eaa5bcccfe2b454b21225152961be8
2006,4,4,4,4,4,5,5,7.05,10,4a573633c7eaa5bcccfe2b454b21225152961be8
2007,7,7,7,7,7,8,9,11,13,4a573633c7eaa5bcccfe2b454b21225152961be8
2008,8,8,8,8,8,8,8,8.05,11,4a573633c7eaa5bcccfe2b454b21225152961be8
2009,6,6,6,6,6,6,6,6,6,4a573633c7eaa5bcccfe2b454b21225152961be8
2010,10,10,10,10,10,10,10,10,10,4a573633c7eaa5bcccfe2b454b21225152961be8
2011,17,17,17,17,17,17,17,18,20,4a573633c7eaa5bcccfe2b454b21225152961be8
2012,9,9,9,9,9,9,9,10.05,12,4a573633c7eaa5bcccfe2b454b21225152961be8
2013,9,8,8,8,8,9,9,10.05,14,4a573633c7eaa5bcccfe2b454b21225152961be8
2014,9,9,9,9,9,9,9,9,9,4a573633c7eaa5bcccfe2b454b21225152961be8
2015,9,9,9,9,9,10,10,11,15,4a573633c7eaa5bcccfe2b454b21225152961be8
2016,11,11,11,11,11,12,12,13.05,15,4a573633c7eaa5bcccfe2b454b21225152961be8
2017,10,9,9,9,10,10,11,12,15,4a573633c7eaa5bcccfe2b454b21225152961be8
2018,11,10,10,10,10.65,11,12,13,13,4a573633c7eaa5bcccfe2b454b21225152961be8
2019,7,7,7,7,7,7,8.2,10,12,4a573633c7eaa5bcccfe2b454b21225152961be8
2020,5,5,5,5,5,5,5,5,5,4a573633c7eaa5bcccfe2b454b21225152961be8
2021,6,6,6,6,6,6,6,7,8,4a573633c7eaa5bcccfe2b454b21225152961be8
2022,8,8,8,8,8,8,8,8,8,4a573633c7eaa5bcccfe2b454b21225152961be8
2023,7,7,7,7,7,7,7,7,7,4a573633c7eaa5bcccfe2b454b21225152961be8
2024,15,15,15,15,15,15,15,15,15,4a573633c7eaa5bcccfe2b454b21225152961be8
