winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,16,15,15,15,15,18,20,26.05,36,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
1993,26,22,22,23,25,28.35,33,42.05,56,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
1994,50,47,47,47.8,49,52,55,62.15,74,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
1995,111,111,111,111,111,111,113,118,145,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
1996,192.5,190,190,190,190,197,204,213.1,236,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
1997,114,114,114,114,114,116,123,132.1,144,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
1998,47,47,47,47,47,47,47,48,54,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
1999,116,111,111,113,115,120,123.2,129,160,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2000,55,52,52,52.8,54,57,61.2,67.25,79,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2001,79,67,69.95,73,75.65,81,84.2,101.1,152,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2002,71,66,66,67,69,72,76.2,86.15,103,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2003,131.5,119,121,125,128,134.4,141,157,174,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2004,83,83,83,83,83,83,85,100,138,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2005,80,76,76,77,78.65,84,89.2,100.1,121,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2006,98,98,98,98,98,98,99,107,119,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2007,66,62,62,63,64,68,73,84.1,115,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2008,104,104,104,104,104,104,104,104,104,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2009,71,69,69,69,69,73,77,84,88,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2010,63.5,60,60,60,62,65,70,83.15,100,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2011,128,126,126,126,126,132,141.2,160,189,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2012,140,140,140,140,140,142.4,147,169,205,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2013,104,100,100,100,102,109,113.2,131,146,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2014,95,95,95,95,95,95,95,95,95,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2015,66.5,60,61,63,64,69,74,80.1,86,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2016,67.5,59,60,62,65,70,74.2,84.05,90,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2017,77.5,70,70,72,74,81,84.6,93.1,107,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2018,63,59,59,60,61.65,67,71.2,82,87,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2019,51,47,47,48,49,54,57,67.1,85,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2020,28,28,28,28,28,28,28,28,33,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2021,28,28,28,28,28,28,28,28,28,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2022,25,25,25,25,25,25,25,25,25,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2023,30,30,30,30,30,30,30,30,33,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
2024,31,31,31,31,31,31,31,36,39,7159e7cb809b75d4ab7f9f1ef7ea083c46b45ef9
