winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,January,9,9,9,9,9,9,9,9,9,c33dd4889f21280b81825982195b6c6e7966cf6c
2000,November,9,8,8,8,8,9.35,10.2,13,17,c33dd4889f21280b81825982195b6c6e7966cf6c
2000,December,10,9,9,9,9,11,11,14,19,c33dd4889f21280b81825982195b6c6e7966cf6c
2000,NA,5,4,4,4,4,5,6,8.05,10,c33dd4889f21280b81825982195b6c6e7966cf6c
2001,January,7,6,6,6,6,7,7,8,9,c33dd4889f21280b81825982195b6c6e7966cf6c
2001,November,8.5,8,8,8,8,9,10,11.05,13,c33dd4889f21280b81825982195b6c6e7966cf6c
2001,December,11,10,10,10,10,11,12,13,16,c33dd4889f21280b81825982195b6c6e7966cf6c
2001,NA,8,7,7,7,7,8,9,10,10,c33dd4889f21280b81825982195b6c6e7966cf6c
2002,January,5,5,5,5,5,5,5,5,5,c33dd4889f21280b81825982195b6c6e7966cf6c
2002,November,5,5,5,5,5,6,6,7,8,c33dd4889f21280b81825982195b6c6e7966cf6c
2002,December,7,6,6,6,6,7,8,9,13,c33dd4889f21280b81825982195b6c6e7966cf6c
2002,NA,5,5,5,5,5,6,6,7.05,8,c33dd4889f21280b81825982195b6c6e7966cf6c
2003,January,3,3,3,3,3,3,3,3,3,c33dd4889f21280b81825982195b6c6e7966cf6c
2003,November,3,3,3,3,3,4,4,5,6,c33dd4889f21280b81825982195b6c6e7966cf6c
2003,December,4,4,4,4,4,5,5,6,8,c33dd4889f21280b81825982195b6c6e7966cf6c
2003,NA,6,6,6,6,6,6,7,8,9,c33dd4889f21280b81825982195b6c6e7966cf6c
2004,January,6,6,6,6,6,6,6,6,6,c33dd4889f21280b81825982195b6c6e7966cf6c
2004,November,3,3,3,3,3,3,4,5,6,c33dd4889f21280b81825982195b6c6e7966cf6c
2004,December,4,4,4,4,4,4,5,5,6,c33dd4889f21280b81825982195b6c6e7966cf6c
2004,NA,1,1,1,1,1,1.35,2,3,4,c33dd4889f21280b81825982195b6c6e7966cf6c
2005,January,6,6,6,6,6,6,6,6,6,c33dd4889f21280b81825982195b6c6e7966cf6c
2005,November,0,0,0,0,0,0,0,1.05,3,c33dd4889f21280b81825982195b6c6e7966cf6c
2005,December,0,0,0,0,0,0,1,1,6,c33dd4889f21280b81825982195b6c6e7966cf6c
2005,NA,2,2,2,2,2,2,2,3,4,c33dd4889f21280b81825982195b6c6e7966cf6c
2006,January,1,1,1,1,1,1,1,1,1,c33dd4889f21280b81825982195b6c6e7966cf6c
2006,November,0,0,0,0,0,0,0,0.05,1,c33dd4889f21280b81825982195b6c6e7966cf6c
2006,December,3,3,3,3,3,3,3,4,5,c33dd4889f21280b81825982195b6c6e7966cf6c
2006,NA,5,5,5,5,5,5,5,6,6,c33dd4889f21280b81825982195b6c6e7966cf6c
2007,January,2,2,2,2,2,2,2,2,2,c33dd4889f21280b81825982195b6c6e7966cf6c
2007,November,1,1,1,1,1,1,1,2,3,c33dd4889f21280b81825982195b6c6e7966cf6c
2007,December,1,1,1,1,1,1,1,2,3,c33dd4889f21280b81825982195b6c6e7966cf6c
2007,NA,2,2,2,2,2,2,2,3,3,c33dd4889f21280b81825982195b6c6e7966cf6c
2008,January,1,1,1,1,1,1,1,1,1,c33dd4889f21280b81825982195b6c6e7966cf6c
2008,November,2,2,2,2,2,2,2,2,2,c33dd4889f21280b81825982195b6c6e7966cf6c
2008,December,1,1,1,1,1,1,1,1,1,c33dd4889f21280b81825982195b6c6e7966cf6c
2008,NA,1,1,1,1,1,1,1,1,1,c33dd4889f21280b81825982195b6c6e7966cf6c
2009,January,1,1,1,1,1,1,1,1,1,c33dd4889f21280b81825982195b6c6e7966cf6c
2009,November,1,1,1,1,1,1,1,1,1,c33dd4889f21280b81825982195b6c6e7966cf6c
2009,December,4,4,4,4,4,4,4,4,4,c33dd4889f21280b81825982195b6c6e7966cf6c
2009,NA,0,0,0,0,0,0,0,0,0,c33dd4889f21280b81825982195b6c6e7966cf6c
2010,January,1,1,1,1,1,1,1,1,1,c33dd4889f21280b81825982195b6c6e7966cf6c
2010,November,0,0,0,0,0,0,0,0,0,c33dd4889f21280b81825982195b6c6e7966cf6c
2010,December,1,1,1,1,1,1,1,1,1,c33dd4889f21280b81825982195b6c6e7966cf6c
2010,NA,2,2,2,2,2,2,2,3,6,c33dd4889f21280b81825982195b6c6e7966cf6c
2011,January,4,4,4,4,4,4,4,4,4,c33dd4889f21280b81825982195b6c6e7966cf6c
2011,November,1,1,1,1,1,1,1,1,1,c33dd4889f21280b81825982195b6c6e7966cf6c
2011,December,3,3,3,3,3,3,3,4,5,c33dd4889f21280b81825982195b6c6e7966cf6c
2011,NA,3,3,3,3,3,3,3,4,5,c33dd4889f21280b81825982195b6c6e7966cf6c
2012,January,2,2,2,2,2,2,2,2,2,c33dd4889f21280b81825982195b6c6e7966cf6c
2012,November,1,1,1,1,1,1,1,1,1,c33dd4889f21280b81825982195b6c6e7966cf6c
2012,December,3,3,3,3,3,3,3,3,3,c33dd4889f21280b81825982195b6c6e7966cf6c
2012,NA,2,2,2,2,2,2,2,2,2,c33dd4889f21280b81825982195b6c6e7966cf6c
2013,January,4,4,4,4,4,4,4,4,4,c33dd4889f21280b81825982195b6c6e7966cf6c
2013,November,2,2,2,2,2,2,2,3,6,c33dd4889f21280b81825982195b6c6e7966cf6c
2013,December,2,2,2,2,2,2,2,3,5,c33dd4889f21280b81825982195b6c6e7966cf6c
2013,NA,1,1,1,1,1,1,1,2,3,c33dd4889f21280b81825982195b6c6e7966cf6c
2014,January,3,3,3,3,3,3,3,3,3,c33dd4889f21280b81825982195b6c6e7966cf6c
