winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2006,0,0,0,0,0,0,0,0,0,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2007,0,0,0,0,0,0,0,0,0,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2008,0,0,0,0,0,0,0,0,0,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2009,1,1,1,1,1,1,1,1,1,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2010,0,0,0,0,0,0,0,0,0,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2011,2,2,2,2,2,2,2,2,2,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2012,0,0,0,0,0,0,0,0,0,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2013,0,0,0,0,0,0,0,0,0,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2014,0,0,0,0,0,0,0,0,0,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2015,1,1,1,1,1,1,1,1,1,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2016,1,1,1,1,1,1,1,1,1,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2017,0,0,0,0,0,0,0,0,0,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2018,0,0,0,0,0,0,0,0,0,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2019,0,0,0,0,0,0,0,0,0,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2020,0,0,0,0,0,0,0,0,0,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2021,0,0,0,0,0,0,0,0,0,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2022,2,2,2,2,2,2,2,2,2,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2023,0,0,0,0,0,0,0,0,0,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
2024,0,0,0,0,0,0,0,0,0,91caaa87ab5b261cfa255fdce02d87c7d5c809d1
