winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,January,1670,1670,1670,1670,1670,1670,1670,1670,1670,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1992,November,1886,1886,1886,1886,1886,1886,1886,1886,1886,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1992,December,1484,1484,1484,1484,1484,1484,1484,1484,1484,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1992,NA,2424,2424,2424,2424,2424,2424,2424,2424,2424,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1993,January,4673,4673,4673,4673,4673,4673,4673,4673,4673,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1993,November,3184,3184,3184,3184,3184,3184,3184,3184,3184,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1993,December,4012,4012,4012,4012,4012,4012,4012,4012,4012,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1993,NA,5013,5013,5013,5013,5013,5013,5013,5013,5013,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1994,January,4024,4024,4024,4024,4024,4024,4024,4024,4024,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1994,November,2799,2799,2799,2799,2799,2799,2799,2799,2799,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1994,December,4170,4170,4170,4170,4170,4170,4170,4170,4170,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1994,NA,4394,4394,4394,4394,4394,4394,4394,4394,4394,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1995,January,4275,4275,4275,4275,4275,4275,4275,4275,4275,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1995,November,1790,1790,1790,1790,1790,1790,1790,1790,1790,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1995,December,2998,2998,2998,2998,2998,2998,2998,2998,2998,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1995,NA,4747,4747,4747,4747,4747,4747,4747,4747,4747,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1996,January,5562,5562,5562,5562,5562,5562,5562,5562,5562,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1996,November,2864,2864,2864,2864,2864,2864,2864,2864,2864,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1996,December,4662,4662,4662,4662,4662,4662,4662,4662,4662,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1996,NA,4809,4809,4809,4809,4809,4809,4809,4809,4809,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1997,January,4989,4989,4989,4989,4989,4989,4989,4989,4989,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1997,November,1541,1541,1541,1541,1541,1541,1541,1541,1541,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1997,December,1892,1892,1892,1892,1892,1892,1892,1892,1892,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1997,NA,3365,3365,3365,3365,3365,3365,3365,3365,3365,7ff3cef66af1d37cddd47ea81ffc95776099f48c
1998,January,4306,4306,4306,4306,4306,4306,4306,4306,4306,7ff3cef66af1d37cddd47ea81ffc95776099f48c
