winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1993,3,3,3,3,3,3,3,3,3,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
1994,4,4,4,4,4,4,4,4,4,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
1995,12,12,12,12,12,12,12,12,12,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
1996,15,15,15,15,15,15,15,15,15,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
1997,18,18,18,18,18,18,18,18,18,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
1998,25,25,25,25,25,25,25,25,25,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
1999,25,25,25,25,25,25,25,25,25,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2000,30,30,30,30,30,30,30,30,30,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2001,22,22,22,22,22,22,22,22,22,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2002,22,22,22,22,22,22,22,22,22,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2003,13,13,13,13,13,13,13,13,13,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2004,25,25,25,25,25,25,25,25,25,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2005,20,20,20,20,20,20,21,23.05,37,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2006,66,66,66,66,66,66,66,66,66,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2007,82,82,82,82,82,82,82,82,82,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2008,93,93,93,93,93,93,93,93,93,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2009,71,71,71,71,71,71,71,71,71,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2010,46,46,46,46,46,46,46,46,46,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2011,57,56,56,56,56,59.35,62,73.05,90,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2012,145,145,145,145,145,145,145,145,145,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2013,31,31,31,31,31,31,31,45.55,133,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2014,108,108,108,108,108,108,108,108,108,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2015,71,71,71,71,71,71,71,71,71,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2016,63,63,63,63,63,63,63,63,105,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2017,208,208,208,208,208,208,208,208,208,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2018,96,96,96,96,96,96,96,96,96,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2019,103,103,103,103,103,103,103,103,103,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2020,133,133,133,133,133,133,133,133,133,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2021,44,44,44,44,44,44,44,44,44,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2022,87,87,87,87,87,87,87,87,87,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2023,101,101,101,101,101,101,101,101,101,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
2024,111,111,111,111,111,111,111,111,111,c7c588bc045fcb5a302653a53b26d1c7a8c5d1b8
