winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,0,0,0,0,0,0,0,0,0,dc691bf3b77dffce0867f9b2551aa641c87ad97e
1993,0,0,0,0,0,0,0,0,0,dc691bf3b77dffce0867f9b2551aa641c87ad97e
1994,0,0,0,0,0,0,0,0,0,dc691bf3b77dffce0867f9b2551aa641c87ad97e
1995,0,0,0,0,0,0,0,0,0,dc691bf3b77dffce0867f9b2551aa641c87ad97e
1996,11,0,0,2,5,17.35,24,36.2,100,dc691bf3b77dffce0867f9b2551aa641c87ad97e
1997,10,0,0,2,6,13,24,37.05,103,dc691bf3b77dffce0867f9b2551aa641c87ad97e
1998,8,0,0,2,5,13.35,18.2,47.1,105,dc691bf3b77dffce0867f9b2551aa641c87ad97e
1999,9,0,0,1,5,14,22,45.25,85,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2000,9,9,9,9,9,9,9,9,9,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2001,6,6,6,6,6,6,6,6,6,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2002,3,3,3,3,3,3,3,3,3,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2003,0,0,0,0,0,0,0,0,0,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2004,2,2,2,2,2,2,2,2,2,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2005,14,14,14,14,14,14,14,14,14,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2006,11,11,11,11,11,11,11,11,11,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2007,67,67,67,67,67,67,67,67,67,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2008,33,33,33,33,33,33,33,33,33,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2009,50,50,50,50,50,50,50,50,50,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2010,3,3,3,3,3,3,3,3,3,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2011,7,7,7,7,7,7,7,7,7,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2012,52,52,52,52,52,52,52,52,52,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2013,71,71,71,71,71,71,71,71,71,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2014,86,86,86,86,86,86,86,86,86,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2015,180,180,180,180,180,180,180,180,180,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2016,28,28,28,28,28,28,28,28,28,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2017,161,161,161,161,161,161,161,161,161,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2018,88,88,88,88,88,88,88,88,88,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2019,29,29,29,29,29,29,29,29,29,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2020,48,48,48,48,48,48,48,48,48,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2021,33,33,33,33,33,33,33,33,33,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2022,61,61,61,61,61,61,61,61,61,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2023,116,116,116,116,116,116,116,116,116,dc691bf3b77dffce0867f9b2551aa641c87ad97e
2024,330,330,330,330,330,330,330,330,330,dc691bf3b77dffce0867f9b2551aa641c87ad97e
