winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,1,1,1,1,1,1,1,1,1,0a5bd101419066571e82e2d4a3d528d75050cbb7
2001,1,1,1,1,1,1,1,1,1,0a5bd101419066571e82e2d4a3d528d75050cbb7
2002,1,1,1,1,1,1,1,1,1,0a5bd101419066571e82e2d4a3d528d75050cbb7
2003,1,1,1,1,1,1,1,1,1,0a5bd101419066571e82e2d4a3d528d75050cbb7
2004,1,1,1,1,1,1,1,1,1,0a5bd101419066571e82e2d4a3d528d75050cbb7
2005,2,2,2,2,2,2,2,2,2,0a5bd101419066571e82e2d4a3d528d75050cbb7
2006,1,1,1,1,1,1,1,2,3,0a5bd101419066571e82e2d4a3d528d75050cbb7
2007,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
2008,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
2009,1,1,1,1,1,1,1,1,1,0a5bd101419066571e82e2d4a3d528d75050cbb7
2010,1,1,1,1,1,1,1,1,1,0a5bd101419066571e82e2d4a3d528d75050cbb7
2011,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
2012,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
2013,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
2014,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
2015,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
2016,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
2017,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
2018,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
2019,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
2020,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
2021,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
2022,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
2023,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
2024,0,0,0,0,0,0,0,0,0,0a5bd101419066571e82e2d4a3d528d75050cbb7
