winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,540,503,503,504.8,515.3,619.6,847.6,1506,3511,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2001,980,434,571.2,710.4,818,1096,1349,1865,3438,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2002,821,765,765,775,800.9,866.4,927.2,1232,2446,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2003,3901,3770,3770,3793,3834,3965,4086,4373,4813,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2004,1375,1351,1351,1351,1351,1439,1537,1770,2468,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2005,1388,1233,1234,1287,1344,1426,1518,1718,2115,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2006,2289,2180,2185,2208,2249,2325,2375,2496,2648,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2007,1729,1606,1611,1646,1673,1788,1876,2083,2440,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2008,2044,2044,2044,2044,2044,2044,2062,2124,2619,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2009,999,999,999,999,999,999,1007,1071,1159,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2010,1218,1218,1218,1218,1218,1218,1218,1218,1218,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2011,1223,1223,1223,1223,1223,1223,1223,1223,1223,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2012,1122,1122,1122,1122,1122,1122,1122,1122,1122,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2013,265,265,265,265,265,265,265,321.1,487,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2014,446,446,446,446,446,446,446,446,744,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2015,703,703,703,703,703,703,703,703,1116,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2016,862,862,862,862,862,862,862,862,862,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2017,425.5,421,421,421,421,476,620.2,863.6,1433,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2018,376,376,376,376,376,377,396,490.5,729,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2019,245,245,245,245,245,247,256,298.4,745,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2020,391.5,383,383,383,384,406,420.2,501,633,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2021,276,276,276,276,276,276,282.2,306.5,475,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2022,249,249,249,249,249,261.7,297.6,434.4,1630,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2023,140,126,126,128,134,159,182.2,217.2,297,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
2024,289.5,282,282,282,282,299.7,320.6,408.3,597,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d
