winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,January,614.5,511,532,569.8,591.6,643.4,687.2,776.6,914,9253e654a87d7348b50858f49077f5efab49f090
2000,March,983,928,941,957.8,971.3,1005,1037,1103,1134,9253e654a87d7348b50858f49077f5efab49f090
2000,October,218,211,211,213.8,216,225.7,232.2,251.1,268,9253e654a87d7348b50858f49077f5efab49f090
2000,November,496.5,468,474,480,485,508,522,554.2,582,9253e654a87d7348b50858f49077f5efab49f090
2000,December,654,620,628.9,638,644,665,682,722.2,795,9253e654a87d7348b50858f49077f5efab49f090
2000,NA,940.5,892,902.8,915.8,931.6,954,972,1035,1097,9253e654a87d7348b50858f49077f5efab49f090
2001,January,585.5,438,467.8,515,548.6,652,735.2,976.7,1155,9253e654a87d7348b50858f49077f5efab49f090
2001,March,1040,884,913.9,959.6,1002,1099,1166,1506,1979,9253e654a87d7348b50858f49077f5efab49f090
2001,October,105,84,85.95,91,97.65,118,126.2,187.5,423,9253e654a87d7348b50858f49077f5efab49f090
2001,November,204,145,157,173.8,184.3,230.4,259.2,322.7,477,9253e654a87d7348b50858f49077f5efab49f090
2001,December,443,322,342,370.8,420,461.1,544,664.2,1178,9253e654a87d7348b50858f49077f5efab49f090
2001,NA,1013,892,903.6,939,969,1063,1127,1201,1988,9253e654a87d7348b50858f49077f5efab49f090
2002,January,1218,925,994.8,1073,1147,1294,1372,1520,1912,9253e654a87d7348b50858f49077f5efab49f090
2002,March,804.5,627,678.8,721.6,764.3,860,935,1118,1580,9253e654a87d7348b50858f49077f5efab49f090
2002,October,324.5,299,301.9,308.8,317,340.1,372.4,427.2,537,9253e654a87d7348b50858f49077f5efab49f090
2002,November,378,303,312.9,346.6,363.3,400.1,446,599.2,669,9253e654a87d7348b50858f49077f5efab49f090
2002,December,1264,1075,1106,1167,1202,1333,1469,1736,2076,9253e654a87d7348b50858f49077f5efab49f090
2002,NA,690,446,495,572.6,628.6,811.7,940,1202,1558,9253e654a87d7348b50858f49077f5efab49f090
2003,January,927.5,651,706.6,821.4,867,985.1,1057,1235,1477,9253e654a87d7348b50858f49077f5efab49f090
2003,March,833.5,643,678.7,724.8,779,918.8,1088,1290,1916,9253e654a87d7348b50858f49077f5efab49f090
2003,October,251,215,218,232,241.6,266.4,301.4,422.3,688,9253e654a87d7348b50858f49077f5efab49f090
2003,November,546,447,469.8,500.4,525,578,649,738,882,9253e654a87d7348b50858f49077f5efab49f090
2003,December,845.5,643,670.8,735.6,800.6,892.4,972.4,1140,1617,9253e654a87d7348b50858f49077f5efab49f090
2003,NA,1431,1095,1190,1310,1371,1532,1720,2261,3028,9253e654a87d7348b50858f49077f5efab49f090
2004,January,809,632,655.7,720.2,757.9,883.4,981.2,1191,1558,9253e654a87d7348b50858f49077f5efab49f090
2004,March,1088,870,921.8,979.4,1057,1144,1235,1451,2164,9253e654a87d7348b50858f49077f5efab49f090
2004,October,216,170,174,188,202,239.4,264,405,722,9253e654a87d7348b50858f49077f5efab49f090
2004,November,531,371,390.8,431.8,472.6,590.8,671.6,878,1475,9253e654a87d7348b50858f49077f5efab49f090
2004,December,687,481,525.4,593.2,626.3,751.2,819.4,1182,1587,9253e654a87d7348b50858f49077f5efab49f090
2004,NA,1302,1003,1039,1154,1234,1433,1588,1990,3195,9253e654a87d7348b50858f49077f5efab49f090
2005,January,974.5,682,747,806,911,1074,1265,1657,2273,9253e654a87d7348b50858f49077f5efab49f090
2005,March,745,509,547.1,622.2,679,832.6,941.2,1155,1577,9253e654a87d7348b50858f49077f5efab49f090
2005,October,135.5,121,121,125,130,144.4,161.2,246.3,336,9253e654a87d7348b50858f49077f5efab49f090
2005,November,382,274,295.8,328.8,350,427.1,474.6,618.7,847,9253e654a87d7348b50858f49077f5efab49f090
2005,December,655,452,487,546.4,593.6,717.4,804.2,1022,1101,9253e654a87d7348b50858f49077f5efab49f090
2005,NA,741,450,515,585.2,652.6,827.7,936.8,1332,3287,9253e654a87d7348b50858f49077f5efab49f090
2006,January,1218,945,1004,1099,1164,1296,1464,1711,2180,9253e654a87d7348b50858f49077f5efab49f090
2006,March,1146,919,951.8,1029,1097,1237,1377,1828,2560,9253e654a87d7348b50858f49077f5efab49f090
2006,October,201.5,177,181,185,192,213.4,238.6,297.2,428,9253e654a87d7348b50858f49077f5efab49f090
2006,November,319,237,254,271,298.6,339,385.2,463,672,9253e654a87d7348b50858f49077f5efab49f090
2006,December,1286,1143,1188,1217,1256,1335,1385,1490,1650,9253e654a87d7348b50858f49077f5efab49f090
2006,NA,910.5,659,704.7,766,850.6,974.4,1077,1464,2545,9253e654a87d7348b50858f49077f5efab49f090
2007,January,858,652,686.6,733.2,792.6,943.1,1124,1445,2294,9253e654a87d7348b50858f49077f5efab49f090
2007,March,635,498,503,543.8,594.2,691.4,752.2,871.1,1407,9253e654a87d7348b50858f49077f5efab49f090
2007,October,185.5,169,169,170,177,201.4,238.6,328.2,450,9253e654a87d7348b50858f49077f5efab49f090
2007,November,329,277,283,296.6,315,349.8,412.6,662.2,751,9253e654a87d7348b50858f49077f5efab49f090
2007,December,870,740,759.8,796.8,824.6,917.7,977.2,1161,1401,9253e654a87d7348b50858f49077f5efab49f090
2007,NA,1194,987,1004,1058,1120,1282,1403,1796,2221,9253e654a87d7348b50858f49077f5efab49f090
2008,January,1976,1784,1817,1877,1918,2040,2164,2416,2770,9253e654a87d7348b50858f49077f5efab49f090
2008,March,800.5,623,649.8,702.4,760.3,863.9,974,1360,1688,9253e654a87d7348b50858f49077f5efab49f090
2008,October,275,255,255,258.8,264.6,284,301.2,385.5,511,9253e654a87d7348b50858f49077f5efab49f090
2008,November,854.5,756,768.6,793,819,892.4,941.6,1087,1290,9253e654a87d7348b50858f49077f5efab49f090
2008,December,418.5,320,330.8,354.4,376.6,470.7,513.4,695.1,981,9253e654a87d7348b50858f49077f5efab49f090
2008,NA,1372,1177,1199,1266,1323,1449,1603,1974,2335,9253e654a87d7348b50858f49077f5efab49f090
2009,January,1168,987,1011,1048,1109,1247,1330,1694,2645,9253e654a87d7348b50858f49077f5efab49f090
2009,March,1458,1323,1338,1368,1404,1522,1659,1917,2312,9253e654a87d7348b50858f49077f5efab49f090
2009,October,153,142,142,145,148,166,180.4,237.3,310,9253e654a87d7348b50858f49077f5efab49f090
2009,November,571,536,537,544,554,610.4,646.2,807.2,916,9253e654a87d7348b50858f49077f5efab49f090
2009,December,607,522,527,543.6,579,644.1,695.4,812.4,933,9253e654a87d7348b50858f49077f5efab49f090
2009,NA,1478,1317,1333,1384,1442,1543,1683,2095,2874,9253e654a87d7348b50858f49077f5efab49f090
2010,January,879.5,760,776.9,801,825.6,951,1049,1390,2364,9253e654a87d7348b50858f49077f5efab49f090
2010,March,1185,1057,1069,1105,1126,1221,1295,1575,2226,9253e654a87d7348b50858f49077f5efab49f090
2010,October,257,211,219,232,245,272.1,304.4,349.1,438,9253e654a87d7348b50858f49077f5efab49f090
2010,November,459.5,406,413.8,432.2,441.6,482,512.6,619.4,990,9253e654a87d7348b50858f49077f5efab49f090
2010,December,697.5,602,613.8,635.8,662,718.7,793.6,938.2,1513,9253e654a87d7348b50858f49077f5efab49f090
2010,NA,1540,1273,1297,1398,1456,1641,1788,2218,2847,9253e654a87d7348b50858f49077f5efab49f090
2011,January,806,729,741,762,780,849.6,978,1153,1754,9253e654a87d7348b50858f49077f5efab49f090
2011,March,708,621,631.9,654.8,687,775.1,846.6,1057,1243,9253e654a87d7348b50858f49077f5efab49f090
2011,October,103,92,92,93,97,108,123.2,152.1,295,9253e654a87d7348b50858f49077f5efab49f090
2011,November,342,313,315,321,329.6,356,376.4,476.2,736,9253e654a87d7348b50858f49077f5efab49f090
2011,December,820.5,591,623.8,690.2,739.7,943,1114,1691,1940,9253e654a87d7348b50858f49077f5efab49f090
2011,NA,1022,916,928.9,960,988.6,1067,1124,1400,1582,9253e654a87d7348b50858f49077f5efab49f090
2012,January,2102,1939,1958,2009,2054,2167,2272,2462,2767,9253e654a87d7348b50858f49077f5efab49f090
2012,March,594.5,506,527,548,565,637.1,715.4,909.6,1686,9253e654a87d7348b50858f49077f5efab49f090
2012,October,133,126,126,128,129,137.4,147.2,182.2,351,9253e654a87d7348b50858f49077f5efab49f090
2012,November,353.5,320,322,331.8,340.6,378.4,444.4,540.2,814,9253e654a87d7348b50858f49077f5efab49f090
2012,December,508,400,411.7,437.8,472.3,575.1,638.6,1007,1407,9253e654a87d7348b50858f49077f5efab49f090
