winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,3,3,3,3,3,3,3,3,3,4511731cdfe158c860de158022499aa0b48604f5
2001,4,4,4,4,4,4,4,4,4,4511731cdfe158c860de158022499aa0b48604f5
2002,4,4,4,4,4,4,4,4,4,4511731cdfe158c860de158022499aa0b48604f5
2003,8,8,8,8,8,8,8,8,8,4511731cdfe158c860de158022499aa0b48604f5
2004,3,3,3,3,3,3,3,3,3,4511731cdfe158c860de158022499aa0b48604f5
2005,17,17,17,17,17,17,17,17,17,4511731cdfe158c860de158022499aa0b48604f5
2006,6,6,6,6,6,6,6,6,6,4511731cdfe158c860de158022499aa0b48604f5
2007,6,6,6,6,6,6,6,6,6,4511731cdfe158c860de158022499aa0b48604f5
2008,12,12,12,12,12,12,12,12,12,4511731cdfe158c860de158022499aa0b48604f5
2009,4,4,4,4,4,4,4,4,4,4511731cdfe158c860de158022499aa0b48604f5
2010,3,3,3,3,3,3,3,3,3,4511731cdfe158c860de158022499aa0b48604f5
2011,5,5,5,5,5,5,5,5,5,4511731cdfe158c860de158022499aa0b48604f5
2012,4,4,4,4,4,4,4,4,4,4511731cdfe158c860de158022499aa0b48604f5
2013,2,2,2,2,2,2,2,2,2,4511731cdfe158c860de158022499aa0b48604f5
2014,3,3,3,3,3,3,3,3,5,4511731cdfe158c860de158022499aa0b48604f5
2015,3,3,3,3,3,3,3,3,3,4511731cdfe158c860de158022499aa0b48604f5
2016,5,5,5,5,5,5,5,8,11,4511731cdfe158c860de158022499aa0b48604f5
2017,6,6,6,6,6,6,6,6,6,4511731cdfe158c860de158022499aa0b48604f5
2018,7,7,7,7,7,7,7,7,7,4511731cdfe158c860de158022499aa0b48604f5
2019,5,5,5,5,5,5,5,5,5,4511731cdfe158c860de158022499aa0b48604f5
2020,6,6,6,6,6,6,6,6,6,4511731cdfe158c860de158022499aa0b48604f5
2021,4,4,4,4,4,4,4,4,4,4511731cdfe158c860de158022499aa0b48604f5
2022,11,11,11,11,11,11,11,11,11,4511731cdfe158c860de158022499aa0b48604f5
2023,8,8,8,8,8,8,8,8,8,4511731cdfe158c860de158022499aa0b48604f5
2024,18,18,18,18,18,18,18,18,18,4511731cdfe158c860de158022499aa0b48604f5
