winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,January,90.5,31,34,47,61.65,114.7,158,278.8,574,0ac77401086138e0ca99b36dab8eb3a77ab67839
1992,November,193.5,10,17.95,85.6,133.6,257.8,379,647.6,1243,0ac77401086138e0ca99b36dab8eb3a77ab67839
1992,December,149.5,0,15.8,54.2,113,191.4,270.2,506.6,2193,0ac77401086138e0ca99b36dab8eb3a77ab67839
1992,NA,149,1,33.9,56.8,106.6,195.4,243.2,422.6,565,0ac77401086138e0ca99b36dab8eb3a77ab67839
1993,January,176.5,5,52.25,98.6,144.9,218.8,305.2,490.8,1583,0ac77401086138e0ca99b36dab8eb3a77ab67839
1993,November,210,11,53.85,116.6,149.6,304.4,388.2,689.8,1363,0ac77401086138e0ca99b36dab8eb3a77ab67839
1993,December,231.5,6,46.95,116.8,168.5,309.8,427.4,921.3,1204,0ac77401086138e0ca99b36dab8eb3a77ab67839
1993,NA,151.5,15,44,89.8,117.3,223.8,289,437.8,717,0ac77401086138e0ca99b36dab8eb3a77ab67839
1994,January,203.5,25,51.95,133.2,164,299.8,383.4,519.6,821,0ac77401086138e0ca99b36dab8eb3a77ab67839
1994,November,249.5,46,72.7,146,189.5,328.1,478.2,626,962,0ac77401086138e0ca99b36dab8eb3a77ab67839
1994,December,215.5,28,51.85,114,160,262.4,370.8,542.8,991,0ac77401086138e0ca99b36dab8eb3a77ab67839
1994,NA,186,35,51.85,106.4,140.3,277.1,369.8,543,1202,0ac77401086138e0ca99b36dab8eb3a77ab67839
1995,January,668.5,624,624,626,636,684.8,721,784.9,895,0ac77401086138e0ca99b36dab8eb3a77ab67839
1995,November,510,456,461.8,474,493,551.8,614.4,680.2,825,0ac77401086138e0ca99b36dab8eb3a77ab67839
1995,December,819,759,764,782.8,798,843.7,876.4,979.8,1182,0ac77401086138e0ca99b36dab8eb3a77ab67839
1995,NA,602.5,552,561.9,573,582,616,641.6,718.2,889,0ac77401086138e0ca99b36dab8eb3a77ab67839
1996,January,1026,1006,1006,1009,1016,1033,1050,1111,1122,0ac77401086138e0ca99b36dab8eb3a77ab67839
1996,November,787,721,734.9,757.6,768.6,807.8,849,954,1080,0ac77401086138e0ca99b36dab8eb3a77ab67839
1996,December,1552,1467,1472,1512,1527,1589,1618,1692,1852,0ac77401086138e0ca99b36dab8eb3a77ab67839
1996,NA,1400,1312,1323,1356,1376,1432,1493,1622,1868,0ac77401086138e0ca99b36dab8eb3a77ab67839
1997,January,1441,1273,1293,1350,1390,1492,1601,1803,2184,0ac77401086138e0ca99b36dab8eb3a77ab67839
1997,November,715,642,656,674,698,745.1,773.2,834.5,942,0ac77401086138e0ca99b36dab8eb3a77ab67839
1997,December,1219,1119,1136,1167,1188,1261,1312,1380,1722,0ac77401086138e0ca99b36dab8eb3a77ab67839
1997,NA,861,789,796,827.6,841.6,889.8,916,1011,1125,0ac77401086138e0ca99b36dab8eb3a77ab67839
1998,January,930.5,905,905,905.8,914.6,950.7,977.2,1037,1218,0ac77401086138e0ca99b36dab8eb3a77ab67839
1998,November,1129,1037,1063,1085,1106,1161,1196,1320,1466,0ac77401086138e0ca99b36dab8eb3a77ab67839
1998,December,1065,991,1009,1028,1047,1091,1130,1192,1368,0ac77401086138e0ca99b36dab8eb3a77ab67839
1998,NA,943,857,878,901.6,921.6,963.4,1021,1073,1142,0ac77401086138e0ca99b36dab8eb3a77ab67839
1999,January,1490,1457,1458,1465,1482,1517,1547,1610,1707,0ac77401086138e0ca99b36dab8eb3a77ab67839
1999,November,956.5,810,844,893.8,919.3,998,1070,1195,1318,0ac77401086138e0ca99b36dab8eb3a77ab67839
1999,December,1352,1239,1258,1306,1324,1389,1431,1510,1565,0ac77401086138e0ca99b36dab8eb3a77ab67839
1999,NA,1198,1101,1125,1144,1170,1226,1257,1302,1409,0ac77401086138e0ca99b36dab8eb3a77ab67839
2000,January,2042,2000,2006,2024,2033,2065,2101,2221,2326,0ac77401086138e0ca99b36dab8eb3a77ab67839
2000,November,692,573,591.9,625.6,649.3,745,842.2,1014,2153,0ac77401086138e0ca99b36dab8eb3a77ab67839
2000,December,1675,1579,1592,1635,1654,1709,1747,1848,2101,0ac77401086138e0ca99b36dab8eb3a77ab67839
2000,NA,1603,1510,1537,1575,1591,1633,1679,1743,1859,0ac77401086138e0ca99b36dab8eb3a77ab67839
2001,January,402,303,323.9,352,378.6,427.4,459,564.6,816,0ac77401086138e0ca99b36dab8eb3a77ab67839
2001,November,480,354,369.9,421,452.6,523,564.2,727.7,899,0ac77401086138e0ca99b36dab8eb3a77ab67839
2001,December,448.5,322,340.8,382.8,407.6,481,521.2,627.3,717,0ac77401086138e0ca99b36dab8eb3a77ab67839
