winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,0,0,0,0,0,0,2,10,16,c16c0dc9aeacce31109e6b3efeb938344287667f
2001,1,1,1,1,1,1,1,1,1,c16c0dc9aeacce31109e6b3efeb938344287667f
2002,1,1,1,1,1,1,1,1,1,c16c0dc9aeacce31109e6b3efeb938344287667f
2003,0,0,0,0,0,0,0,0,0,c16c0dc9aeacce31109e6b3efeb938344287667f
2004,3,3,3,3,3,3,3,3,3,c16c0dc9aeacce31109e6b3efeb938344287667f
2005,3,3,3,3,3,3,3,3,3,c16c0dc9aeacce31109e6b3efeb938344287667f
2006,8,8,8,8,8,8,8,8,8,c16c0dc9aeacce31109e6b3efeb938344287667f
2007,13,13,13,13,13,13,13,13,13,c16c0dc9aeacce31109e6b3efeb938344287667f
2008,9,9,9,9,9,9,9,9,9,c16c0dc9aeacce31109e6b3efeb938344287667f
2009,4,4,4,4,4,4,4,4,4,c16c0dc9aeacce31109e6b3efeb938344287667f
2010,0,0,0,0,0,0,0,0,0,c16c0dc9aeacce31109e6b3efeb938344287667f
2011,1,1,1,1,1,1,1,1,1,c16c0dc9aeacce31109e6b3efeb938344287667f
2012,22,22,22,22,22,22,22,22,22,c16c0dc9aeacce31109e6b3efeb938344287667f
2013,0,0,0,0,0,0,0,5.05,9,c16c0dc9aeacce31109e6b3efeb938344287667f
2014,21,21,21,21,21,21,21,21,21,c16c0dc9aeacce31109e6b3efeb938344287667f
2015,8,8,8,8,8,8,8,8,8,c16c0dc9aeacce31109e6b3efeb938344287667f
2016,10,8,8,8,8,12,15,20.35,41,c16c0dc9aeacce31109e6b3efeb938344287667f
2017,40,40,40,40,40,40,40,40,40,c16c0dc9aeacce31109e6b3efeb938344287667f
2018,1,1,1,1,1,1,1,1,1,c16c0dc9aeacce31109e6b3efeb938344287667f
2019,7,7,7,7,7,7,7,7,7,c16c0dc9aeacce31109e6b3efeb938344287667f
2020,1,1,1,1,1,1,1,1,1,c16c0dc9aeacce31109e6b3efeb938344287667f
2021,10,10,10,10,10,10,10,10,10,c16c0dc9aeacce31109e6b3efeb938344287667f
2022,13,13,13,13,13,13,13,13,13,c16c0dc9aeacce31109e6b3efeb938344287667f
2023,3,3,3,3,3,4.35,8,19,26,c16c0dc9aeacce31109e6b3efeb938344287667f
2024,9,9,9,9,9,9,9,9,9,c16c0dc9aeacce31109e6b3efeb938344287667f
