winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,January,54,54,54,54,54,55,57,60,63,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1992,March,2,2,2,2,2,3,6,13.2,26,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1992,November,13,13,13,13,13,14,16,22.05,30,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1992,December,28,28,28,28,28,29,30,34.05,39,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1992,NA,54,49,49,49,51,57,64,82.15,99,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1993,January,38,38,38,38,38,38,38,38,38,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1993,March,4,4,4,4,4,4,4,4,4,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1993,November,4,4,4,4,4,4,4,4,4,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1993,December,29,29,29,29,29,29,29,29,29,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1993,NA,3,3,3,3,3,3,3,3,3,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1994,January,16,16,16,16,16,16,16,16,16,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1994,March,15,15,15,15,15,15,15,15,15,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1994,November,36,36,36,36,36,36,36,37.05,43,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1994,December,11,11,11,11,11,11,11,11,11,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1994,NA,14,14,14,14,14,14,14,14,14,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1995,January,17,17,17,17,17,17,17,17,17,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1995,March,4,4,4,4,4,4,4,10.05,65,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1995,November,22,22,22,22,22,22,22,22,22,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1995,December,5,5,5,5,5,7,12.2,31,65,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1995,NA,19,19,19,19,19,19,19,19,19,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1996,January,9,9,9,9,9,9,9,9,9,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1996,March,35,35,35,35,35,35,35,35,35,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1996,November,5,5,5,5,5,5,5,5,5,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1996,December,48,48,48,48,48,48,48,48,48,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1996,NA,64,64,64,64,64,64,64,64,64,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1997,January,28,28,28,28,28,28,28,28,28,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1997,March,0,0,0,0,0,0,0,0,0,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1997,November,3,3,3,3,3,3,3,3,3,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1997,December,11,11,11,11,11,11,11,11,11,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1997,NA,19,18,18,18,18,20,23,37.05,52,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1998,January,0,0,0,0,0,0,0,0,0,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1998,March,1,1,1,1,1,1,1,1,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1998,November,0,0,0,0,0,0,0,0,0,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1998,December,6.5,5,5,5,5,9,14,27.05,51,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1998,NA,1,1,1,1,1,1,1,1,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1999,January,66,66,66,66,66,66,67,69,78,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1999,March,5,5,5,5,5,5,5,6,11,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1999,November,6,6,6,6,6,6,6,6.05,8,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1999,December,19,19,19,19,19,19,20,21,23,3e46bd1c61ce36c25c09a7124ff9014f68a64072
1999,NA,58,58,58,58,58,58,58,59,75,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2000,January,14,14,14,14,14,14,14,14,14,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2000,March,13,13,13,13,13,13,13,14,15,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2000,November,6,6,6,6,6,6,6,7,12,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2000,December,8,8,8,8,8,8,8.2,10,15,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2000,NA,19,19,19,19,19,19,19,21,24,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2001,January,3,3,3,3,3,3,3,4,7,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2001,March,1,1,1,1,1,1,1,1,2,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2001,November,4,4,4,4,4,4,4,5,8,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2001,December,2,2,2,2,2,2,2,3,5,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2001,NA,2,2,2,2,2,2,3,3,6,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2002,January,18,18,18,18,18,18,18.2,20.05,26,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2002,March,4,4,4,4,4,4,4,5,6,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2002,November,1,1,1,1,1,1,1,2.05,5,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2002,December,5,5,5,5,5,6,6,9,14,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2002,NA,5,5,5,5,5,5,5,7,14,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2003,January,39,39,39,39,39,39,39,39,39,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2003,March,26,26,26,26,26,26,26,26,26,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2003,November,3,3,3,3,3,3,3,3,3,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2003,December,33,33,33,33,33,33,33,33,33,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2003,NA,19,19,19,19,19,19,19,19,19,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2004,January,21,21,21,21,21,21,21,21,21,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2004,March,1,1,1,1,1,1,1,5,26,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2004,November,4,4,4,4,4,4,4,4,4,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2004,December,9,9,9,9,9,9,9,9,9,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2004,NA,10,10,10,10,10,10,10,10,10,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2005,January,7,7,7,7,7,7,7,7,7,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2005,March,6,6,6,6,6,6,6,6,6,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2005,November,1,1,1,1,1,1,1,1,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2005,December,18,18,18,18,18,18,18,18,18,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2005,NA,13,13,13,13,13,13,13,13,13,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2006,January,12,12,12,12,12,12,12,12,12,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2006,March,1,1,1,1,1,1,1,1,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2006,November,1,1,1,1,1,1,1,1,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2006,December,2,2,2,2,2,2,2,2,2,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2006,NA,4,4,4,4,4,4,4,4,4,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2007,January,13,13,13,13,13,13,13,13,13,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2007,March,1,1,1,1,1,1,1,1,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2007,November,3,3,3,3,3,3,3,3,3,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2007,December,0,0,0,0,0,0,0,0,0,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2007,NA,8,8,8,8,8,8,8,8,8,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2008,January,1,1,1,1,1,1,1,1,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2008,March,4,4,4,4,4,4,4,4,5,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2008,November,0,0,0,0,0,0,0,0,0,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2008,December,1,1,1,1,1,1,1,2,3,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2008,NA,8,8,8,8,8,8,8,8,8,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2009,January,1,1,1,1,1,1,1,1,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2009,March,0,0,0,0,0,0,0,0,2,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2009,November,2,2,2,2,2,2,2,2,2,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2009,December,1,1,1,1,1,1,1,1,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2009,NA,6,6,6,6,6,6,6,6,6,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2010,January,9,9,9,9,9,9,9,9,9,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2010,March,0,0,0,0,0,0,0,0,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2010,November,0,0,0,0,0,0,0,0,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2010,December,2,2,2,2,2,2,2,2,2,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2010,NA,6,6,6,6,6,6,6,6,6,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2011,January,14,14,14,14,14,14,14,14,14,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2011,March,5,5,5,5,5,5,5,6,9,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2011,November,1,1,1,1,1,1,1,1,2,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2011,December,17,17,17,17,17,17,17.2,18,19,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2011,NA,5,5,5,5,5,5,5,5,5,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2012,January,0,0,0,0,0,0,0,0,0,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2012,March,5,5,5,5,5,5,5,5,7,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2012,November,3,3,3,3,3,3,3,3,4,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2012,December,3,3,3,3,3,3,3,4,6,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2012,NA,9,9,9,9,9,9,9,10,15,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2013,January,1,1,1,1,1,1,1,1,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2013,March,3,3,3,3,3,3,3,3,4,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2013,November,1,1,1,1,1,1,1,1,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2013,December,0,0,0,0,0,0,0,0,0,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2013,NA,5,5,5,5,5,5,5,5,5,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2014,January,7,7,7,7,7,7,7,7,7,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2014,March,3,3,3,3,3,3,3,3,5,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2014,November,1,1,1,1,1,1,1,2,2,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2014,December,5,5,5,5,5,5,5,5,5,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2014,NA,2,2,2,2,2,2,2,3,5,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2015,January,1,1,1,1,1,1,1,1,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2015,March,0,0,0,0,0,0,0,0,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2015,November,2,2,2,2,2,2,2,2,6,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2015,December,3,3,3,3,3,3,3,3,3,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2015,NA,2,2,2,2,2,2,2,3,4,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2016,January,0,0,0,0,0,0,0,2,4,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2016,March,0,0,0,0,0,0,0,1,2,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2016,November,1,1,1,1,1,1,1,1,1,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2016,December,2,2,2,2,2,2,2,3,5,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2016,NA,4,4,4,4,4,4,4,5,6,3e46bd1c61ce36c25c09a7124ff9014f68a64072
2017,January,5,5,5,5,5,5,5,6,8,3e46bd1c61ce36c25c09a7124ff9014f68a64072
