winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,January,1,1,1,1,1,1,1,51.6,258,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1992,November,0,0,0,0,0,0,0,35.2,166,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1992,December,8,8,8,8,8,8,8,15.2,50,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1992,NA,346,346,346,346,346,346,348.8,502.1,1563,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1993,January,441,441,441,441,441,441,441,441,441,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1993,November,0,0,0,0,0,0,0,0,0,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1993,December,3,3,3,3,3,3,3,3,3,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1993,NA,17,17,17,17,17,17,17,17,17,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1994,January,289,289,289,289,289,289,289,289,289,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1994,November,0,0,0,0,0,0,0,0,0,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1994,December,184,184,184,184,184,184,184,184,184,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1994,NA,0,0,0,0,0,0,0,0,0,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1995,January,33,33,33,33,33,33,33,33,54,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1995,November,0,0,0,0,0,0,0,0,0,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1995,December,2,2,2,2,2,2,2,2,2,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1995,NA,0,0,0,0,0,0,0,43.3,241,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1996,January,0,0,0,0,0,0,0,0,0,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1996,November,9,9,9,9,9,9,18.8,219.9,329,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1996,December,0,0,0,0,0,0,0,0,0,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1996,NA,37,37,37,37,37,37,37,37,37,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1997,January,26,26,26,26,26,26,26,34.1,176,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1997,November,0,0,0,0,0,0,0,0,209,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1997,December,37,37,37,37,37,37,37,37,55,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1997,NA,96,96,96,96,96,96,96,96,96,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1998,January,8,8,8,8,8,8,8,26,73,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1998,November,0,0,0,0,0,0,0,0,235,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1998,December,13,13,13,13,13,13,13,46.55,970,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1998,NA,12,12,12,12,12,12,12,16.55,109,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1999,January,74,74,74,74,74,74,74,77.45,388,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1999,November,0,0,0,0,0,0,0,0,37,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1999,December,2,2,2,2,2,2,2,52.15,704,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
1999,NA,7,7,7,7,7,7,7,20.55,293,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2000,January,20,20,20,20,20,20,49.6,259.2,1008,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2000,November,34,34,34,34,34,34,34,102.6,720,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2000,December,32,32,32,32,32,32,32,161.5,1857,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2000,NA,192,192,192,192,192,192,192,347.3,873,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2001,January,1330,1330,1330,1330,1330,1330,1377,1731,2658,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2001,November,0,0,0,0,0,0,0,48.65,177,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2001,December,3,3,3,3,3,3,5.4,223,709,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2001,NA,7,7,7,7,7,7,7,119.2,1491,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2002,January,25,25,25,25,25,26.35,79.6,365.8,1376,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2002,November,1,1,1,1,1,1,1,106.2,244,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2002,December,33,33,33,33,33,33.35,36.2,226.8,721,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2002,NA,242,242,242,242,242,242,242,429.9,1446,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2003,January,1976,1966,1966,1966,1966,2008,2097,2519,4151,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2003,November,122,122,122,122,122,122,122,225.4,760,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2003,December,1868,1868,1868,1868,1868,1883,1936,2102,2258,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2003,NA,623,623,623,623,623,625.4,696.8,1038,1313,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2004,January,205,205,205,205,205,205,212.2,387.2,973,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2004,November,22,22,22,22,22,22.35,28.2,249.5,734,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2004,December,38,38,38,38,38,43.7,103,497.5,1659,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2004,NA,119,119,119,119,119,119,122.2,255.4,1887,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2005,January,199,199,199,199,199,210.7,268.8,523.3,1114,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2005,November,1,1,1,1,1,1,1.2,54.6,733,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2005,December,804,804,804,804,804,805,828.2,974.2,1207,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2005,NA,97,97,97,97,97,97,114.2,486.5,893,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2006,January,789,788,788,788,788,797.7,836.4,983.6,1463,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2006,November,2,2,2,2,2,3,50.2,478.9,919,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2006,December,2027,2012,2012,2012,2014,2084,2213,2744,5668,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2006,NA,840,840,840,840,840,846,859,1078,2134,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2007,January,669,660,660,660,662,694.7,746.4,980.6,1939,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2007,November,6,6,6,6,6,6,18.4,217.4,413,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2007,December,8,7,7,7,7,15.35,42.2,138.8,313,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2007,NA,232,229,229,229,229,239,304.6,733.9,2610,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2008,January,217,174,174,174.8,183,281,412,834.6,1380,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2008,November,1,1,1,1,1,2.35,11.2,137.1,428,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2008,December,257.5,255,255,255,255,265.4,299.4,505.7,981,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2008,NA,770.5,769,769,769,769,785.7,861.4,1297,2623,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2009,January,666,666,666,666,666,672.4,736.6,1043,1932,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2009,November,19,19,19,19,19,19,30.4,228.5,1015,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2009,December,127,127,127,127,127,136.5,182.6,385.3,799,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2009,NA,555,500,501,511.6,529.6,604.7,709.6,1035,1796,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2010,January,4630,4628,4628,4628,4628,4664,4777,5314,5966,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2010,November,17,17,17,17,17,30.45,74.4,200.9,905,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2010,December,210,210,210,210,210,218.4,347,525,1023,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2010,NA,1473,1473,1473,1473,1473,1473,1473,1473,1473,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2011,January,1743,1731,1731,1733,1738,1762,1813,2336,4493,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2011,November,58,58,58,58,58,61,135.2,354.1,653,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2011,December,338,333,333,333,333,357,417.6,606.3,743,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2011,NA,373,373,373,373,373,377,421,818.1,2850,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2012,January,1008,1005,1005,1005,1005,1031,1125,1543,2374,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2012,November,101,101,101,101,101,107,153.8,666.3,927,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2012,December,540,538,538,538,538,566,617.6,972.7,1352,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2012,NA,1132,1132,1132,1132,1132,1132,1185,1865,3413,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2013,January,771,771,771,771,771,771,771,771,771,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2013,November,7,7,7,7,7,7,21,154,708,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2013,December,325,323,323,323,323,351.1,422.4,573.9,954,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2013,NA,1492,1492,1492,1492,1492,1492,1492,1492,1492,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2014,January,1807,1807,1807,1807,1807,1808,1814,1855,2180,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2014,November,389.5,386,386,386,386,412.1,447.2,670.4,1090,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2014,December,581,581,581,581,581,581,584.2,619,656,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2014,NA,1493,1488,1488,1488,1488,1519,1626,1956,2859,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2015,January,2164,2164,2164,2164,2164,2164,2169,2215,2354,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2015,November,648,648,648,648,648,648,648,660.5,696,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2015,December,1292,1281,1281,1281,1282,1313,1395,1621,2157,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2015,NA,3227,3220,3220,3220,3220,3252,3308,3608,4645,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2016,January,2359,2310,2310,2310,2319,2444,2566,2838,3544,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2016,November,1460,1460,1460,1460,1460,1473,1511,1597,2059,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2016,December,925.5,915,915,915,916,958.7,1003,1273,1981,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
2016,NA,663.5,651,651,651,652,687.7,725,1072,1377,18758fb3e18ddc32ea42b1c8f61861fa07b9e725
